,a1,b1,a1_std,b1_std,a2,b2,a2_std,b2_std,a3,b3,a3_std,b3_std
django__django-15022,0.6818492,0.28858262,0.174537,0.29958883,-0.08010223,0.44495118,0.19491714,0.6107509,1.0151733,0.13786061,0.17201215,0.21439739
django__django-15037,0.31994534,0.3774259,0.18668015,0.52412564,0.9576801,0.5301861,0.20498385,0.2520058,1.6410565,0.40288126,0.20625058,0.17053682
django__django-15098,0.7801262,1.562031,0.20448618,0.7059031,0.85000545,1.7589735,0.26690423,0.6542268,1.4775852,2.311304,0.27660748,0.53141725
django__django-15103,0.51106846,0.09191603,0.19424742,0.41600877,0.9816844,0.039424993,0.2416378,0.26644444,1.4965703,-0.31349742,0.19170609,0.18269697
django__django-15104,0.9107238,-1.1945435,0.20454527,0.46389577,0.7599602,-0.5201936,0.28226736,0.5653916,1.5274934,-1.5070192,0.25833067,0.38577083
django__django-15127,0.68287516,0.9821102,0.15919371,0.33812445,0.894715,1.11362,0.19045141,0.27403128,0.76579595,0.7502154,0.19085084,0.3563875
django__django-15128,0.64732265,0.38438457,0.16997743,0.30509707,0.3497671,0.49011484,0.19428983,0.45291626,1.420529,0.39734948,0.19409186,0.16755411
django__django-15161,0.36319458,0.31835878,0.18637115,0.47606388,1.1269286,0.52968526,0.22677921,0.21092899,1.2952832,0.28936863,0.18142724,0.20722474
django__django-15252,0.7762326,1.701135,0.19610666,0.70350695,1.0788344,2.0720706,0.26485986,0.5879096,1.2634343,2.0113716,0.2937346,0.6023009
django__django-15268,0.41573593,0.41546276,0.18159288,0.4793696,0.5351347,0.6157596,0.19351345,0.37322432,1.7433745,0.691108,0.21103857,0.1629254
django__django-15277,0.71133727,-0.5748027,0.19316287,0.50308317,0.9420485,-0.60556513,0.27116242,0.4108071,1.5078858,-1.3531419,0.25137684,0.31738913
django__django-15278,0.62323666,0.03396981,0.19211657,0.39209265,0.7328074,0.0054533114,0.24146232,0.3356124,1.6988456,-0.61670667,0.2339276,0.17422509
django__django-15280,0.66839725,1.1017368,0.17258075,0.49763644,1.2580111,1.736192,0.22657296,0.2969495,1.1829882,1.4117334,0.2550357,0.38298175
django__django-15315,0.5519742,-0.09141703,0.17728812,0.4657808,0.49461895,0.030213913,0.26455894,0.4824957,1.6217444,-1.1754328,0.22176428,0.21903758
django__django-15368,0.88518006,-0.7806247,0.18405333,0.47407827,0.81188244,-0.46252775,0.25846764,0.47431308,1.5772847,-1.2173934,0.25260985,0.32413346
django__django-15375,0.4487967,0.4528175,0.20292148,0.4735456,0.928081,0.6933959,0.2138122,0.29361793,1.879004,0.7161459,0.22608,0.15753831
django__django-15380,0.6771394,-0.015562273,0.17473169,0.32279748,0.8002572,0.08013192,0.21745168,0.29047257,1.2914814,-0.4517107,0.17649935,0.20212871
django__django-15382,0.4762869,0.27707854,0.19464244,0.44769156,0.5360156,0.36500296,0.23337938,0.40435368,2.0088441,0.011451077,0.2584661,0.15030868
django__django-15467,0.9199069,-1.1029595,0.20451836,0.49940556,0.75775015,-0.5360713,0.27385724,0.54588497,1.5129799,-1.5135976,0.26915276,0.38368985
django__django-15499,0.74856895,-0.34525537,0.1696879,0.36361516,0.8544682,-0.2531856,0.2514807,0.33899677,1.4569905,-0.81890154,0.21276893,0.21987648
django__django-15503,0.30877656,0.51285094,0.20190212,0.57302576,1.2941515,1.4914856,0.25259805,0.25433218,1.5440761,1.4373448,0.24847661,0.24553125
django__django-15525,0.20596512,0.3383689,0.20545647,0.63245136,0.78269416,0.43679583,0.22024776,0.27832004,1.772495,0.16382128,0.22434713,0.14688951
django__django-15554,0.4834025,0.598539,0.17616427,0.502321,1.0560156,1.2435787,0.22144145,0.28353932,1.631672,1.4427329,0.2626128,0.19659969
django__django-15561,0.60133797,0.04983418,0.18139866,0.39813113,0.5597425,0.18834701,0.24732882,0.40241373,1.8228743,-0.5811553,0.22297862,0.16403112
django__django-15563,0.78778064,1.396649,0.15386471,0.37221342,0.4358479,1.0137796,0.2235746,0.5093823,1.2493579,1.6063976,0.2351763,0.2856926
django__django-15569,0.8464272,-0.7885487,0.2003986,0.4217579,0.73099446,-0.31793147,0.2609327,0.4808427,1.5197532,-1.175406,0.24131104,0.308953
django__django-15572,0.54482716,-0.01630118,0.18179514,0.4059994,0.7422205,-0.02161283,0.22767058,0.31620055,1.2324508,-0.6167738,0.18316,0.22159502
django__django-15629,0.77079004,1.935556,0.20174018,0.9593129,0.9613564,2.1927905,0.27084112,0.8894438,1.4396406,2.4200468,0.30059063,0.73568285
django__django-15695,0.69825596,1.5110561,0.14956936,0.43157822,0.7802349,1.6472242,0.19222388,0.44891146,0.9352322,1.3436924,0.24083413,0.40466946
django__django-15731,0.6281511,-0.3427371,0.17449696,0.43698674,0.2540186,0.19449589,0.24124917,0.6720792,1.4776784,-1.2728574,0.20187305,0.24783605
django__django-15732,0.74684083,1.3543108,0.14338832,0.36368567,0.88141274,1.3660283,0.18838623,0.31177017,0.6751943,0.9514194,0.19768983,0.4379862
django__django-15741,0.6793528,-0.37871858,0.17672636,0.40047893,0.5258359,0.011171726,0.255032,0.47821015,1.5074509,-1.1491178,0.21223359,0.245602
django__django-15814,0.5767528,0.15416016,0.20056236,0.36381754,0.66726875,0.17587718,0.2470097,0.3683772,1.6596594,-0.45823762,0.19671005,0.18193123
django__django-15851,0.6008702,-0.09937125,0.19290087,0.5156217,0.5341948,0.07412099,0.27208808,0.51300395,1.844753,-1.2896097,0.26918936,0.2296582
django__django-15863,0.6319863,-0.004056763,0.18758632,0.38056773,0.82123893,0.011235172,0.24138695,0.3106122,1.6014608,-0.6142903,0.21217898,0.19050328
django__django-15916,0.48315856,0.4909994,0.16999415,0.45090556,0.18151133,0.6097718,0.19465274,0.5708985,1.7662823,1.374612,0.24179195,0.16656207
django__django-15930,0.5401217,0.273336,0.18286583,0.38013166,0.6477899,0.37354857,0.20935018,0.32811365,1.7356055,0.118338205,0.21188387,0.16021626
django__django-15957,0.75712234,1.4248961,0.182413,0.5225446,1.3117616,1.7789207,0.2610004,0.3702493,1.085888,1.4345024,0.29043362,0.456015
django__django-15973,0.7580763,1.4777646,0.17900804,0.5209135,1.1092409,1.7046264,0.24636152,0.4098845,1.2504967,1.6045843,0.2806065,0.40982872
django__django-15987,0.7891461,-0.4859437,0.15217815,0.24805239,0.21727565,0.32108366,0.16941598,0.55873764,0.318678,-0.029093664,0.12928388,0.5639332
django__django-16032,0.42978796,0.34693578,0.18838577,0.47957286,0.7405236,0.46170333,0.21773644,0.34934565,1.9449065,0.28272843,0.23422661,0.14137866
django__django-16082,0.34846324,0.33248508,0.19226933,0.46481478,0.9147396,0.2669767,0.22926165,0.25951025,1.7068365,-0.1344392,0.23118365,0.17365284
django__django-16100,0.5918328,0.082892336,0.17661208,0.3577596,0.43233612,0.25469494,0.21540177,0.41297415,1.3209609,-0.35568455,0.17514731,0.19260415
django__django-16116,0.4284869,0.16659474,0.1991731,0.46636307,0.51265514,0.18809527,0.23162642,0.41414604,1.5686259,-0.73279893,0.21552712,0.19724634
django__django-16136,0.67532855,0.073029175,0.183433,0.34855825,0.45380872,0.30510122,0.24078433,0.46036884,1.6616186,-0.35328665,0.20366828,0.16553906
django__django-16139,0.7612987,-0.87729794,0.18100767,0.5688851,0.78900456,-0.610319,0.25357315,0.5080583,1.3801824,-1.6107383,0.23227514,0.3719148
django__django-16145,0.77807623,-0.44764107,0.18012324,0.34248808,0.7845671,-0.23533235,0.23854521,0.37487084,1.3069451,-0.8690923,0.20522065,0.29317605
django__django-16255,0.81979674,-1.4070721,0.17529017,0.4964348,0.9290131,-1.0389354,0.253533,0.45593166,0.91700065,-1.0611835,0.25365973,0.5290408
django__django-16256,0.7697935,1.6584995,0.16864121,0.65922487,1.0606505,2.135442,0.25265485,0.6300645,1.2273304,2.0418553,0.29473734,0.6035444
django__django-16263,0.78812903,1.9703215,0.1812166,0.9623012,0.9355261,2.128165,0.25924805,0.8764324,1.3773295,2.4423895,0.30673966,0.7433162
django__django-16315,0.41639727,0.42702806,0.17326894,0.47329938,1.1030697,0.8061908,0.19863215,0.22602753,1.2151744,0.6236816,0.19187047,0.23025037
django__django-16333,0.75519574,-0.5400722,0.18738863,0.46437404,1.0235282,-0.54421204,0.26778412,0.34663522,1.5152571,-1.1065804,0.24148561,0.30351475
django__django-16429,0.9376602,-0.9929887,0.2060374,0.4449363,0.5530071,-0.1922192,0.26693004,0.51770365,1.4735874,-1.3472186,0.25716162,0.3254887
django__django-16454,0.8152426,1.1634848,0.13500386,0.2758326,0.05111849,0.51055306,0.1830563,0.64930403,1.0119438,1.0139997,0.19284116,0.2602521
django__django-16485,0.6279297,-0.30637598,0.174942,0.53149706,0.7294473,-0.35868207,0.23480424,0.4029854,1.4748315,-1.1288488,0.22319387,0.2619351
django__django-16493,0.7283269,-0.28356412,0.19864474,0.42659718,0.6205373,-0.044438288,0.24885803,0.4468773,1.7639992,-1.0223862,0.24170832,0.21461153
django__django-16502,0.78752095,2.0433743,0.18755393,0.99823195,0.9078171,2.1720185,0.26722205,0.84025353,1.4415439,2.476151,0.3174026,0.75731826
django__django-16527,0.89565307,-1.5465933,0.17880608,0.48844063,0.8884374,-0.83722115,0.24645352,0.54682076,0.9918962,-1.0214398,0.24985854,0.53685486
django__django-16560,0.40442127,0.49122956,0.18956915,0.476708,0.9392137,1.0384548,0.19508542,0.2630747,1.3802792,1.0647607,0.21559158,0.19937634
django__django-16569,0.78226113,-1.6194214,0.17452103,0.5974332,0.4849736,-0.74259806,0.22859411,0.7155188,1.0308212,-1.5732465,0.23387706,0.49981657
django__django-16595,0.64776385,-0.39658293,0.19005904,0.47758582,0.6182283,-0.17917652,0.25407827,0.46970427,1.5342213,-1.3951056,0.21721427,0.27938002
django__django-16612,0.67622185,-0.4167306,0.16435896,0.38945147,0.36446515,0.15604027,0.2393012,0.5248345,1.3638245,-1.0419232,0.19465911,0.24084401
django__django-16631,0.76038164,1.8332059,0.1958101,0.99489444,0.9193647,2.1651306,0.26553676,0.93441904,1.4479424,2.5212333,0.29569933,0.7578437
django__django-16642,0.76842177,0.18615493,0.1925013,0.26627034,0.14951944,0.45974132,0.1800775,0.6016815,1.0670437,0.037768513,0.15501103,0.222303
django__django-16661,0.4891014,0.34176862,0.18440676,0.43160534,0.7531451,0.4833935,0.20551604,0.29143566,1.4930547,0.31213316,0.20688772,0.18738192
django__django-16662,0.67666,-0.2408157,0.18623802,0.42012867,0.60784703,-0.10562221,0.26475474,0.41630837,1.5436275,-0.8323352,0.22625276,0.22297285
django__django-16667,0.7942321,2.0750256,0.19411701,0.9686594,0.89156926,2.0401306,0.28408453,0.8112018,1.4060214,2.5483098,0.3001501,0.7709343
django__django-16801,0.8294831,-1.0349749,0.17489484,0.43313265,0.63797927,-0.32461208,0.26783326,0.525655,1.2600499,-1.2685103,0.22254944,0.37531567
django__django-16819,0.6729774,-0.06583066,0.18904366,0.3561175,0.715052,0.13802303,0.23284757,0.3637014,1.7049726,-0.5621954,0.22425544,0.19442356
django__django-16877,0.76095366,0.5462209,0.16528729,0.28003332,0.07425153,0.49446148,0.17394969,0.62764144,0.9763279,0.59769505,0.1761434,0.22891262
django__django-16899,0.52788335,0.06930509,0.17591171,0.40541238,0.1276488,0.309305,0.22692725,0.63729167,1.6003866,-0.6705492,0.20746544,0.18011573
django__django-16901,0.55296695,0.1995011,0.1839508,0.4177419,0.5098392,0.25910857,0.24453007,0.40376467,1.7772733,-0.3846369,0.21442847,0.16526361
django__django-16938,0.6941585,0.9910157,0.1517316,0.3477284,1.0182179,1.175394,0.19120814,0.28001645,0.8535563,0.865207,0.2041566,0.33391637
django__django-16950,0.6327316,0.7563579,0.1754024,0.38782898,0.79015946,1.0273652,0.21312621,0.36276457,1.9504949,1.4550343,0.2995082,0.17551583
django__django-17029,0.41721314,-0.28240067,0.18227577,0.65606403,0.7367192,-0.5293977,0.23931256,0.48450056,1.4824216,-1.7182102,0.22585602,0.32153183
django__django-17084,0.5399857,0.5429702,0.1743299,0.36775428,1.2387704,0.93170303,0.21686031,0.19841638,1.2431717,0.6877062,0.19416621,0.23407097
django__django-17087,0.5714437,0.25486362,0.19174118,0.42027485,0.47977903,0.35931417,0.22918774,0.4395725,2.0161955,-0.19521524,0.24933058,0.14872637
django__django-7530,0.44198483,-0.17693755,0.17426276,0.4747986,0.48841143,0.09704333,0.20869888,0.52322847,1.0384337,-1.2387977,0.15742081,0.28747413
django__django-9296,0.808873,-1.1267778,0.19433312,0.51743335,0.4615155,-0.22677852,0.26220253,0.6061555,1.4942257,-1.619551,0.25473094,0.3583604
matplotlib__matplotlib-13989,0.56960666,0.025423912,0.18464126,0.3748675,1.0246181,-0.037245627,0.26136065,0.2625212,1.43493,-0.48989204,0.20240675,0.2077696
matplotlib__matplotlib-14623,0.36800653,0.3704023,0.2015142,0.51107043,1.3753672,0.6037089,0.22694749,0.18288572,1.3713384,0.4186764,0.19882295,0.2111171
matplotlib__matplotlib-20488,0.57227266,0.7373843,0.18055665,0.39613456,1.192734,1.2462571,0.21118751,0.21045546,0.9136945,0.811932,0.2183271,0.3437398
matplotlib__matplotlib-20676,0.8087644,1.0784045,0.14769998,0.3291058,0.5298337,0.9840043,0.19999981,0.44653583,1.2778311,1.2056923,0.21736473,0.24846981
matplotlib__matplotlib-20826,0.55142665,0.6265249,0.15863585,0.3766157,0.80730206,1.0434464,0.16947293,0.30130345,1.0664248,0.9265162,0.19230041,0.23371686
matplotlib__matplotlib-20859,0.52511317,0.1475456,0.18669647,0.38378698,0.6157827,0.15520537,0.21611133,0.35667455,1.2908577,-0.40796837,0.17995724,0.19520737
matplotlib__matplotlib-21568,0.74869007,1.6661803,0.182543,0.7511456,0.9800947,2.1522608,0.26159778,0.5980222,1.3655238,2.1455297,0.29639545,0.53562915
matplotlib__matplotlib-22719,0.707195,-0.6931168,0.17745242,0.4613233,1.0270027,-0.74394965,0.24841726,0.3703437,1.1299558,-0.8948234,0.21951674,0.38455832
matplotlib__matplotlib-22865,0.6293548,0.5236986,0.17026353,0.34341973,0.473615,0.6112536,0.18678847,0.40065378,1.6764712,0.822843,0.20726447,0.15467127
matplotlib__matplotlib-22871,0.28545013,0.344691,0.18902439,0.5561672,1.2801441,0.7992349,0.24192971,0.19331208,1.3439735,0.6231927,0.208731,0.21581689
matplotlib__matplotlib-23299,0.99496853,2.1943562,0.1547361,0.33784854,0.48116198,1.1601365,0.20994979,0.60518897,0.72274727,1.1993042,0.23419549,0.54716456
matplotlib__matplotlib-23314,0.6933414,-0.025493607,0.16379459,0.3320037,0.8042522,0.004999898,0.22654454,0.2889033,1.1674608,-0.4145331,0.16999947,0.22831444
matplotlib__matplotlib-23412,0.6483337,-0.14307201,0.17379747,0.36460358,0.84389436,-0.02893866,0.24088946,0.31549543,1.4599398,-0.6139073,0.20968649,0.2032676
matplotlib__matplotlib-23476,0.9065923,2.2376971,0.17177387,0.5671095,0.72112167,1.7499974,0.23771055,0.69671714,0.9476154,1.665759,0.27962145,0.62765396
matplotlib__matplotlib-24026,0.6537199,-0.14409323,0.17735298,0.3512949,0.209688,0.26909447,0.2185422,0.5815663,1.1712384,-0.69568986,0.17568155,0.22817065
matplotlib__matplotlib-24149,0.5022818,0.09932288,0.17239517,0.4408095,0.7759936,-0.024885627,0.23636447,0.30077896,1.3087041,-0.62243617,0.17670798,0.2125668
matplotlib__matplotlib-24177,0.60654104,1.1522713,0.16830254,0.51209575,1.2198378,1.7111706,0.23294647,0.3292573,1.2974305,1.5475231,0.27644524,0.32304832
matplotlib__matplotlib-24570,0.90831304,-0.4617732,0.15720889,0.23883894,0.21916269,0.39996895,0.18764223,0.573523,0.63076735,-0.07861537,0.15621285,0.35098803
matplotlib__matplotlib-24627,0.47786736,0.31527522,0.17287546,0.42446965,0.5550909,0.41620824,0.20343009,0.35002312,1.2957145,0.18461305,0.17266026,0.19940177
matplotlib__matplotlib-24637,0.46888694,0.2617861,0.17732692,0.3847533,1.0137894,0.22973248,0.21864411,0.2168276,1.203584,0.057131123,0.17415804,0.2188683
matplotlib__matplotlib-24870,0.73623085,1.5803007,0.19600914,0.69455606,1.0003012,2.0546834,0.26764163,0.6175073,1.345384,2.1171584,0.2902771,0.5223547
matplotlib__matplotlib-24970,0.6789787,-0.22223747,0.19512323,0.39274675,0.58931416,0.055921264,0.2538806,0.43654704,1.5537409,-0.7592876,0.21941343,0.19448236
matplotlib__matplotlib-25122,0.7092627,-0.53216386,0.18757041,0.40847036,0.5532139,-0.06499897,0.24477129,0.4772042,1.3144598,-0.9680212,0.20563787,0.29324427
matplotlib__matplotlib-25287,0.7009047,-0.2534388,0.18227637,0.36329266,0.29150856,0.26128635,0.24114756,0.53798735,1.4319638,-0.9127766,0.19350778,0.21169093
matplotlib__matplotlib-25311,0.45306933,0.40227628,0.19198683,0.48324463,0.81587744,0.61501706,0.19554557,0.2758342,1.5876443,0.4539782,0.2049739,0.16729748
matplotlib__matplotlib-25332,0.5697289,0.36832958,0.16984136,0.36507455,0.50768125,0.48551804,0.2011958,0.36765593,1.1669807,0.33625475,0.16472873,0.19589345
matplotlib__matplotlib-25479,0.7613309,1.9502666,0.20224677,1.0144713,0.9493541,2.2073648,0.26838982,0.8441267,1.4055789,2.5827081,0.2975219,0.71769494
matplotlib__matplotlib-25775,0.6730417,0.4805623,0.17307544,0.3162133,0.14883731,0.48226783,0.17165644,0.6549736,1.0055137,0.5716219,0.17110237,0.22193007
matplotlib__matplotlib-25960,0.7843076,1.4608425,0.16498685,0.447101,0.99214226,1.6748675,0.21959712,0.37400693,1.0219884,1.3784326,0.26739776,0.4643375
matplotlib__matplotlib-26113,0.66143155,-0.36075225,0.18306138,0.40072632,0.6311347,0.014007738,0.24510273,0.4271487,1.3142763,-1.0312719,0.19770773,0.25060272
matplotlib__matplotlib-26208,0.7463008,1.4928099,0.18192184,0.6615533,0.856655,1.7371927,0.24703251,0.5889159,1.4343064,2.2139394,0.30506712,0.41821536
matplotlib__matplotlib-26291,0.29495347,0.3313236,0.1929271,0.5482782,0.5276308,0.5260998,0.18128714,0.37891403,1.0717727,0.3671566,0.17336096,0.20485897
matplotlib__matplotlib-26342,0.7188227,-0.16950528,0.17298505,0.3076442,0.99606717,-0.059481755,0.24296176,0.252255,1.4705472,-0.40340742,0.19938523,0.20691228
matplotlib__matplotlib-26466,0.76130515,1.9583714,0.20747702,0.99014175,0.93615586,2.0780582,0.2754983,0.87455565,1.395609,2.4611623,0.30853602,0.7735323
mwaskom__seaborn-3069,0.4388709,0.48772272,0.17672598,0.45921522,0.8924485,0.88066083,0.19499142,0.28239727,1.5488672,0.9127688,0.20885451,0.19114129
mwaskom__seaborn-3187,0.57294196,0.903944,0.18280315,0.6079468,0.796469,1.4750624,0.22874491,0.48771065,1.7355195,2.1668353,0.28782243,0.26873696
pallets__flask-5014,0.7141441,-0.7446875,0.18185684,0.4637878,0.982246,-0.74869657,0.23325989,0.3867621,1.2938657,-1.1126221,0.22572744,0.37203795
psf__requests-1142,0.5787417,0.3236368,0.17760731,0.30631864,0.4073129,0.43361354,0.18149698,0.4172104,1.070257,0.24834812,0.15964384,0.22191441
psf__requests-1724,0.7999594,-0.31188363,0.16813013,0.23941271,0.14092585,0.38319516,0.16240734,0.6114719,0.25967714,0.08262801,0.12926838,0.5727736
psf__requests-1766,0.8772047,-0.78597236,0.1457655,0.26120958,0.07906054,0.45096004,0.16945527,0.6919594,0.47000498,-0.22990328,0.14207241,0.4437543
psf__requests-1921,0.9202049,-0.0019137636,0.18947612,0.2178058,0.35290486,0.37700683,0.18391022,0.45925415,0.59062415,0.09507679,0.14762242,0.34672335
psf__requests-2317,0.8390797,-0.16734168,0.17317761,0.2289448,-0.05533359,0.46895066,0.17409334,0.6164923,0.56080407,-0.0834763,0.13612549,0.37031996
psf__requests-2931,0.59247607,0.56762904,0.15905377,0.36156413,0.9206634,0.89625114,0.18519768,0.2400883,0.61031675,0.52485627,0.1648033,0.39761108
psf__requests-5414,0.68409103,0.3208748,0.18555926,0.32863545,0.307791,0.43134642,0.19938064,0.4680382,1.579475,0.25505418,0.2020564,0.15363894
psf__requests-6028,0.7404036,1.5908904,0.1807573,0.64343923,0.75313365,1.7203102,0.2544104,0.59797025,1.4600245,2.1909244,0.28735143,0.43484324
pydata__xarray-2905,0.54349136,0.29509738,0.1789971,0.36792797,0.56306916,0.4386063,0.1924452,0.39351925,1.4824017,0.14637502,0.18832946,0.17101713
pydata__xarray-3095,0.5492836,0.3710791,0.1946094,0.39018813,0.78093016,0.42515737,0.2097934,0.30055043,1.8527356,0.2094672,0.2270857,0.15681858
pydata__xarray-3151,0.4732836,0.18746912,0.1938265,0.44280115,0.72619337,0.15612675,0.23866911,0.33840722,1.9969413,-0.5808659,0.25633284,0.1615442
pydata__xarray-3305,0.6605054,0.100564614,0.18304192,0.35064334,0.26419747,0.38200986,0.21357612,0.5744343,1.3223983,-0.45752752,0.17189848,0.20011754
pydata__xarray-3677,0.5065837,-0.08871199,0.1848479,0.48303226,0.6336356,-0.03349102,0.2552156,0.46612346,1.8463044,-1.1179211,0.2741721,0.21425441
pydata__xarray-3993,0.4391659,0.451997,0.19478118,0.4563053,0.7760296,0.69440407,0.19695917,0.31537485,1.7093741,0.69339454,0.21158412,0.16343343
pydata__xarray-4075,0.7968521,-0.6977782,0.19791076,0.5084762,0.71027416,-0.29922938,0.2713461,0.5467714,1.640396,-1.4489616,0.2566406,0.29397792
pydata__xarray-4094,0.3910646,0.35804713,0.17482153,0.45581904,1.1848086,0.5620178,0.23611495,0.2033501,1.4480643,0.38870364,0.1987111,0.19287977
pydata__xarray-4356,0.596472,-0.23527873,0.18060595,0.4488362,0.58365864,-0.08093141,0.24169412,0.46252358,1.6713921,-1.0906022,0.22922973,0.21760133
pydata__xarray-4629,0.7897478,-0.8505655,0.17790811,0.5468151,0.99165314,-0.7716763,0.29340324,0.4761623,1.5758071,-1.5162497,0.27057907,0.3914578
pydata__xarray-4687,0.55192477,0.6481672,0.1709739,0.40261978,0.71815205,1.0307084,0.19290215,0.3049721,1.4098294,1.1333852,0.22669512,0.21173167
pydata__xarray-4695,0.52392215,0.45154765,0.17631035,0.39911544,1.0529325,0.7026535,0.20987792,0.22745475,1.4684318,0.56369185,0.20388877,0.18833518
pydata__xarray-4966,0.714461,-0.17506169,0.18904343,0.35203344,0.88607806,-0.17390054,0.25416672,0.3277501,1.5744889,-0.7820358,0.22632234,0.21424271
pydata__xarray-6461,0.68967533,-0.06620085,0.16956022,0.33880183,0.2674005,0.33056453,0.21651368,0.5450433,1.2594013,-0.56144166,0.19045849,0.21051149
pydata__xarray-6599,0.8285633,0.63866514,0.16267799,0.23474927,0.7450508,0.7194689,0.1820961,0.2958057,0.2085703,0.34774184,0.15148494,0.6773337
pydata__xarray-6721,0.37720796,0.3612407,0.18428013,0.46335793,0.7297708,0.57446116,0.19389062,0.2927846,0.83601224,0.39755988,0.17707181,0.27205247
pydata__xarray-6744,0.5906763,0.42788774,0.17740758,0.3286555,0.6071882,0.5453659,0.19596666,0.31252092,1.2555467,0.36872816,0.18151969,0.19308856
pydata__xarray-6938,0.65195364,0.990632,0.17173918,0.4895114,0.9347416,1.4774307,0.21782357,0.39602712,1.6403555,1.7115016,0.26642537,0.26274422
pydata__xarray-6992,0.818266,1.9945399,0.20679402,1.0377365,0.93619984,2.289289,0.27296293,0.96498674,1.3986787,2.4614322,0.31333488,0.7941403
pydata__xarray-7229,0.796904,2.007964,0.20395748,1.0343506,0.9100913,2.136488,0.25834408,0.8454419,1.4751415,2.5244603,0.2924126,0.7670131
pydata__xarray-7233,0.61087817,-0.2258169,0.18240878,0.42315355,0.73630553,-0.073029384,0.2536583,0.40337038,1.533602,-0.9032381,0.208858,0.22075458
pydata__xarray-7393,0.08627276,0.36615762,0.21882056,0.6286795,1.0227007,0.6124048,0.204029,0.21989554,1.2811043,0.44965515,0.18774639,0.22575957
pylint-dev__pylint-4551,0.77438194,2.035641,0.20557308,1.0769774,0.8898977,2.0602045,0.2878808,0.87104154,1.4400485,2.4839916,0.30517095,0.7108221
pylint-dev__pylint-4604,0.8117131,2.068591,0.21363091,0.9232915,0.95651937,2.239296,0.2806068,0.825023,1.3462603,2.4426465,0.30129334,0.7952354
pylint-dev__pylint-4661,0.7640977,2.0173554,0.20728512,0.90223014,0.9272118,2.2914782,0.2736518,0.9071704,1.4292529,2.4402187,0.31571823,0.7158625
pylint-dev__pylint-4970,0.8046911,1.6409986,0.12570918,0.31000406,0.46249458,0.9356976,0.17038578,0.4980237,0.34826452,0.6789055,0.17672625,0.55028695
pylint-dev__pylint-6386,0.51156205,0.62744105,0.16721167,0.41267297,1.0544034,1.138354,0.20216705,0.2433199,1.2652955,0.9501893,0.21009505,0.23741893
pylint-dev__pylint-6528,0.3973694,0.47086844,0.16905472,0.439959,0.379366,0.5978545,0.1800375,0.47416154,1.147857,0.81855226,0.18106261,0.20416361
pylint-dev__pylint-6903,0.81087214,-1.1184871,0.19937249,0.62061,0.8708889,-0.8248217,0.26079252,0.5889998,1.5954496,-1.8509548,0.29866892,0.42341343
pylint-dev__pylint-7080,0.8453395,0.98802584,0.16698128,0.28181338,0.69322187,1.3281235,0.1664987,0.35342473,0.6850748,0.7785828,0.19983277,0.40740612
pylint-dev__pylint-7277,0.8502304,-1.047049,0.13461547,0.26576078,0.11913714,0.35688725,0.17980535,0.6744884,0.34169793,-0.15124437,0.14906785,0.58059853
pylint-dev__pylint-8898,0.8437486,1.9021062,0.14140962,0.39827302,0.5777871,1.36418,0.18192205,0.4904887,0.59313637,1.061832,0.21645482,0.575151
pytest-dev__pytest-10051,0.54027367,0.5652147,0.17562626,0.39071265,1.4095663,0.98251015,0.21884944,0.17541188,1.1716958,0.6550955,0.1800672,0.25035784
pytest-dev__pytest-10081,0.64085126,0.1626817,0.18744723,0.3457474,0.451014,0.2958125,0.21129042,0.42642078,1.6962026,-0.27195263,0.2092997,0.1652963
pytest-dev__pytest-10356,0.81690514,1.980044,0.19796637,0.9240099,0.92953396,2.109973,0.2785209,0.87703705,1.4240968,2.5368237,0.2941001,0.7730481
pytest-dev__pytest-5262,0.5304771,0.1781041,0.19164027,0.3712139,0.89363647,0.13241445,0.23959866,0.2712625,1.5790423,-0.31657717,0.19285345,0.17340183
pytest-dev__pytest-5631,0.37957552,0.28514352,0.19039124,0.514573,0.65245223,0.23795629,0.24692772,0.34221548,1.8568695,-0.4009725,0.23593783,0.17270035
pytest-dev__pytest-5787,0.39044344,0.4496123,0.2018233,0.49468794,1.250807,1.1040512,0.22009496,0.20880741,1.7750206,1.0832324,0.2505024,0.18394089
pytest-dev__pytest-5809,0.6176127,-0.72209674,0.18547049,0.68133456,0.82617253,-0.70770377,0.26651433,0.54968286,1.5820287,-1.9372188,0.2665816,0.3603174
pytest-dev__pytest-5840,0.6543724,1.2602847,0.17700095,0.6185879,0.90522844,1.9691628,0.23687339,0.54235566,1.5421788,2.2410362,0.28909594,0.3854792
pytest-dev__pytest-6197,0.599119,0.66274786,0.16910005,0.41048324,1.0428964,1.1092936,0.22069365,0.2630444,1.5593193,1.2134119,0.22528991,0.19874117
pytest-dev__pytest-6202,0.8444622,-0.9939628,0.190869,0.5078683,0.9349644,-0.6848888,0.2753987,0.49476174,1.3586646,-1.3252833,0.26655167,0.40612033
pytest-dev__pytest-7205,0.82109374,-0.26920843,0.16700119,0.25283167,-0.18675092,0.5280127,0.18934086,0.54699254,0.63659626,-0.1867701,0.14742942,0.35202825
pytest-dev__pytest-7236,0.37288198,0.28212363,0.18880646,0.47719958,0.971359,0.22906259,0.21127754,0.2688024,1.4493786,-0.060573906,0.19184622,0.18435866
