,a1,b1,a1_std,b1_std,a2,b2,a2_std,b2_std
django__django-17084,0.98807454,0.59519595,0.22925818,0.27230614,1.5915635,0.95708597,0.21758604,0.1713558
django__django-17087,1.5937794,-0.16290796,0.216369,0.17450085,1.6000173,0.0044703498,0.2695727,0.16684511
django__django-7530,1.0012975,-1.118995,0.1537688,0.2931369,0.8723619,-0.4289575,0.23228458,0.32397458
django__django-9296,1.4745249,-1.7940378,0.20153087,0.3512228,1.0252756,-0.8092637,0.32891703,0.48096192
matplotlib__matplotlib-13989,1.159329,-0.35835013,0.19536182,0.24639031,1.5875145,-0.4377294,0.26874053,0.18615922
matplotlib__matplotlib-14623,0.75822484,0.38963357,0.22700109,0.32365164,1.968015,0.508069,0.26609442,0.13808791
matplotlib__matplotlib-20488,0.9525738,0.96583873,0.21936463,0.2925942,1.2565358,1.3711973,0.2039663,0.21716227
matplotlib__matplotlib-20676,1.4175115,1.2735674,0.18455991,0.19086233,0.9956963,1.0020764,0.208474,0.27491984
matplotlib__matplotlib-20826,0.9187,0.70387113,0.21829435,0.26759014,1.178178,1.2207767,0.20239241,0.21487202
matplotlib__matplotlib-20859,1.209551,-0.32337764,0.18516499,0.2052516,1.1046013,-0.06758822,0.23788352,0.21767972
matplotlib__matplotlib-21568,1.379355,2.1870387,0.21242347,0.60079265,1.4599222,2.2923896,0.32504398,0.4851307
matplotlib__matplotlib-22719,1.2452348,-1.3964579,0.17995232,0.30918387,1.1257308,-0.7740419,0.27567267,0.32779485
matplotlib__matplotlib-22865,1.5382739,0.6003283,0.24817039,0.15795283,1.2590952,0.673723,0.19863723,0.18476588
matplotlib__matplotlib-22871,0.69995505,0.44047716,0.24058291,0.3524828,1.8824236,0.8192761,0.24269617,0.13254431
matplotlib__matplotlib-23299,1.4445912,2.3958635,0.15826511,0.30132553,0.3162531,0.72982305,0.24708685,0.7080921
matplotlib__matplotlib-23314,1.1732537,-0.4051419,0.18027249,0.21757767,1.1397808,-0.2087584,0.22658786,0.23867418
matplotlib__matplotlib-23412,1.3919984,-0.63204646,0.19387312,0.20509428,1.2955039,-0.24265838,0.26072305,0.22566351
matplotlib__matplotlib-23476,1.3656595,2.796344,0.18107896,0.5067067,0.7637976,1.418871,0.2919038,0.6452475
matplotlib__matplotlib-24026,1.3409704,-0.6843488,0.1679983,0.19175008,0.63807917,0.003355834,0.19458513,0.39877245
matplotlib__matplotlib-24149,1.1052012,-0.49937347,0.19058017,0.25675666,1.2725252,-0.29767364,0.24862845,0.21761307
matplotlib__matplotlib-24177,1.1642197,1.4009652,0.2222473,0.35902846,1.8256096,1.9087877,0.27953982,0.25490317
matplotlib__matplotlib-24570,1.2776241,-0.4893971,0.16132021,0.16982552,0.17811973,0.28288242,0.15223145,0.73742557
matplotlib__matplotlib-24627,1.1330827,0.15137705,0.20680179,0.20353022,1.1461035,0.2786388,0.20958816,0.2066002
matplotlib__matplotlib-24637,0.92005885,0.12993088,0.21586336,0.26385766,1.3680753,0.09753522,0.23286903,0.17451997
matplotlib__matplotlib-24870,1.3564012,2.223881,0.22868824,0.5600773,1.482466,2.1950405,0.31796974,0.5073859
matplotlib__matplotlib-24970,1.4104695,-0.6275745,0.21590024,0.20645937,1.3374618,-0.42784888,0.26136684,0.24150985
matplotlib__matplotlib-25122,1.4071087,-1.1053134,0.1856623,0.22024614,0.91019315,-0.42437935,0.2659237,0.3411726
matplotlib__matplotlib-25287,1.4619874,-0.85433567,0.18434826,0.20301558,0.96875054,-0.24868043,0.26043555,0.30538777
matplotlib__matplotlib-25311,1.1275091,0.37248984,0.2163608,0.23561415,1.6274937,0.48096344,0.22082733,0.16823302
matplotlib__matplotlib-25332,1.1894388,0.28364608,0.20816141,0.19715193,1.0012392,0.40876263,0.19395824,0.2217806
matplotlib__matplotlib-25479,1.4193573,2.613647,0.23751049,0.836878,1.3538308,2.4454887,0.3417296,0.78959787
matplotlib__matplotlib-25775,1.2788146,0.46327552,0.21359204,0.17160927,0.566744,0.47750002,0.17940196,0.34089667
matplotlib__matplotlib-25960,1.3384016,1.8905317,0.18436027,0.32872286,1.1884638,1.6513582,0.2652973,0.33969206
matplotlib__matplotlib-26113,1.3380945,-1.0030531,0.19401334,0.25298265,1.1327918,-0.49639234,0.26616073,0.2779059
matplotlib__matplotlib-26208,1.3526791,1.970584,0.20884587,0.47705668,1.3744565,2.2042608,0.3001875,0.43313748
matplotlib__matplotlib-26291,0.8511361,0.28237212,0.19319886,0.26445237,1.0502349,0.35284814,0.20449722,0.19738683
matplotlib__matplotlib-26342,1.302945,-0.47845894,0.19185601,0.21452045,1.4932982,-0.32978734,0.2815982,0.19562538
matplotlib__matplotlib-26466,1.437869,2.6119747,0.22695641,0.76225764,1.4195617,2.5589588,0.33607596,0.80366457
mwaskom__seaborn-3069,1.0507036,0.6101428,0.22453132,0.26264492,1.612636,0.91628784,0.22175178,0.18512312
mwaskom__seaborn-3187,1.2640141,1.5406326,0.22392887,0.36359125,1.5932155,1.8712116,0.2783701,0.29323456
pallets__flask-5014,1.3042551,-1.3757979,0.19813499,0.3283373,1.3047799,-0.9855802,0.32286447,0.32477358
psf__requests-1142,1.203435,0.22326714,0.20695329,0.1854167,0.7982173,0.400813,0.18236756,0.26803026
psf__requests-1724,0.9535495,-0.2585288,0.16439827,0.20933695,-0.071767285,0.4570768,0.12607898,0.6990439
psf__requests-1766,1.1542703,-0.7213017,0.1569201,0.1996133,-0.017793369,0.40004006,0.15022479,0.7802062
psf__requests-1921,1.2281486,-0.0063778423,0.18825519,0.1629353,0.18878043,0.42363608,0.15379636,0.58773893
psf__requests-2317,1.2159423,-0.20243606,0.17754883,0.17147712,-0.022622598,0.30267403,0.16265662,0.7209093
psf__requests-2931,0.73116326,0.6389964,0.20679624,0.3092546,0.86310697,1.0608008,0.16689777,0.26165056
psf__requests-5414,1.5428936,0.18924043,0.23173395,0.15649413,1.1755842,0.34255517,0.21214381,0.21707535
psf__requests-6028,1.4113305,2.1712818,0.2214632,0.4335365,1.2401687,1.9483438,0.31670642,0.45291576
pydata__xarray-2905,1.3031485,0.07064929,0.20390733,0.18868203,1.244494,0.1999772,0.22924596,0.19160907
pydata__xarray-3095,1.4062698,0.16347167,0.22825664,0.17815027,1.7232616,0.26645792,0.26745883,0.16019484
pydata__xarray-3151,1.3894696,-0.2964599,0.21428637,0.20991808,1.8948623,-0.36256555,0.33045623,0.15840141
pydata__xarray-3305,1.3909975,-0.40032515,0.1860556,0.18672848,0.8659262,0.0015802195,0.21710216,0.2747152
pydata__xarray-3677,1.4492723,-0.8651708,0.20815916,0.24915302,1.6140177,-0.7127607,0.3136301,0.23992996
pydata__xarray-3993,1.247644,0.48090425,0.2202779,0.21968468,1.6920558,0.6489954,0.223713,0.16183831
pydata__xarray-4075,1.5508085,-1.4427909,0.21008606,0.29921055,1.3119045,-0.93363094,0.3085527,0.36457998
pydata__xarray-4094,0.9343864,0.3225649,0.22602926,0.2977785,1.8151976,0.48078352,0.23395118,0.15115073
pydata__xarray-4356,1.3195044,-0.7847595,0.20737097,0.24680653,1.5150092,-0.7593065,0.2832617,0.21508268
pydata__xarray-4629,1.515036,-1.5472327,0.23264775,0.3614626,1.5420891,-1.274113,0.34704354,0.3600771
pydata__xarray-4687,1.2518454,0.9904676,0.2002747,0.21669699,1.2931753,0.97920406,0.21137401,0.21396919
pydata__xarray-4695,1.0530643,0.44518983,0.22674666,0.24014139,1.6633826,0.62432194,0.24591286,0.15241496
pydata__xarray-4966,1.3900957,-0.71912956,0.18870842,0.23520741,1.4807277,-0.44374913,0.27964315,0.22629124
pydata__xarray-6461,1.3967612,-0.54743385,0.17863238,0.19264826,0.8233859,0.029059414,0.21714745,0.32256788
pydata__xarray-6599,0.82119906,1.063447,0.1485359,0.2750606,0.23195957,0.61471176,0.1536058,0.61547285
pydata__xarray-6721,0.74127024,0.37121814,0.23034681,0.2898534,1.0320704,0.55149794,0.18412709,0.23790777
pydata__xarray-6744,1.2472205,0.28846097,0.21282855,0.17992719,1.1586465,0.41957837,0.19885185,0.21483353
pydata__xarray-6938,1.252849,1.3232129,0.21549988,0.29194587,1.5789056,1.7428052,0.2801158,0.2438653
pydata__xarray-6992,1.4107728,2.5904145,0.21462539,0.83492696,1.4038563,2.570007,0.32397026,0.71605605
pydata__xarray-7229,1.4262445,2.6931837,0.22688632,0.8154818,1.4113435,2.4945743,0.33254966,0.7770117
pydata__xarray-7233,1.3112311,-0.72149247,0.1946238,0.22569288,1.3567865,-0.5157931,0.29481512,0.23126331
pydata__xarray-7393,0.47086182,0.31124184,0.24362892,0.46559924,1.733114,0.48686707,0.24999464,0.15039761
pylint-dev__pylint-4551,1.4537811,2.6389937,0.2436194,0.793138,1.419781,2.4815514,0.36179355,0.8222939
pylint-dev__pylint-4604,1.4000037,2.601722,0.22661045,0.7498751,1.4376761,2.5538387,0.3246375,0.7388784
pylint-dev__pylint-4661,1.4484873,2.5719988,0.22794943,0.7741953,1.4363335,2.5503802,0.32585448,0.811985
pylint-dev__pylint-4970,1.071991,1.8966085,0.13718142,0.25772524,0.23622523,0.6941018,0.19323961,0.698176
pylint-dev__pylint-6386,1.0543693,0.8045138,0.22570588,0.25950554,1.4596022,1.2154077,0.21245363,0.18933165
pylint-dev__pylint-6528,1.0808656,0.5944457,0.20370683,0.21477376,0.9208117,0.633726,0.19025648,0.25570956
pylint-dev__pylint-6903,1.529426,-1.8491291,0.2317621,0.46239105,1.380156,-1.4110749,0.31590825,0.49117807
pylint-dev__pylint-7080,1.2442031,1.4759283,0.1634791,0.20965347,0.5241426,0.75739384,0.20247391,0.45858008
pylint-dev__pylint-7277,1.0713494,-0.9550229,0.13944589,0.21379873,-0.03328859,0.46951616,0.15681915,0.73086005
pylint-dev__pylint-8898,1.2679898,2.1230345,0.15504293,0.3119087,0.4413783,1.1504247,0.23596284,0.5841661
pytest-dev__pytest-10051,0.87436914,0.6402349,0.23510551,0.31217083,1.6062768,1.0857738,0.21397693,0.1728183
pytest-dev__pytest-10081,1.4578983,-0.27532962,0.21765591,0.16910581,1.3116546,0.009038104,0.24303244,0.20326091
pytest-dev__pytest-10356,1.4403666,2.6458313,0.25655213,0.8311329,1.357274,2.46752,0.3451748,0.7907008
pytest-dev__pytest-5262,1.1705337,-0.0910771,0.20731848,0.23071817,1.6635746,-0.24859546,0.27416694,0.15836981
pytest-dev__pytest-5631,1.2474195,-0.15029766,0.2061814,0.21696672,1.8320662,-0.2809318,0.29194754,0.14500612
pytest-dev__pytest-5787,1.1262423,0.7789408,0.23443124,0.26030234,2.2644749,1.1947124,0.29893172,0.14304009
pytest-dev__pytest-5809,1.3159558,-1.57027,0.20695639,0.44783878,1.5259311,-1.41102,0.3304194,0.37367627
pytest-dev__pytest-5840,1.2916907,1.8967966,0.20510106,0.49502048,1.5080093,2.2483373,0.33264068,0.4428231
pytest-dev__pytest-6197,1.2008132,0.9441041,0.2163597,0.23911768,1.6702732,1.2386589,0.24952546,0.18239385
pytest-dev__pytest-6202,1.4046202,-1.5992208,0.20081823,0.3861581,1.3110597,-1.0946399,0.2959768,0.39024237
pytest-dev__pytest-7205,1.2910447,-0.3725842,0.1790911,0.16698557,-0.027351225,0.37070224,0.15571009,0.7182106
pytest-dev__pytest-7236,0.9600818,0.086179845,0.2146372,0.24757904,1.686121,-0.07104844,0.24483313,0.15110603
pytest-dev__pytest-7324,1.0659136,0.7112219,0.21935868,0.2783439,1.9415331,1.097629,0.2701119,0.15965733
pytest-dev__pytest-7432,1.203323,-0.19657889,0.20801474,0.2096683,1.4047029,-0.19738446,0.2405424,0.1776931
pytest-dev__pytest-7490,1.4728395,0.36566487,0.22461686,0.16495956,1.4265435,0.47615615,0.22263944,0.17318226
pytest-dev__pytest-7521,1.1669104,-0.040961627,0.20574237,0.21817663,1.7484764,-0.07005592,0.26734343,0.14883256
pytest-dev__pytest-7571,1.4338015,-0.53335774,0.20617121,0.22042394,1.5632377,-0.42346838,0.26987278,0.19046284
pytest-dev__pytest-7982,1.1879419,-1.0929737,0.18123195,0.32644558,1.310361,-0.8199267,0.29276627,0.30286157
pytest-dev__pytest-8399,1.1968114,-1.4482942,0.18161625,0.34574375,1.392364,-0.9610559,0.2994188,0.3195715
scikit-learn__scikit-learn-10297,1.4238877,-1.3221703,0.20941046,0.3095397,1.3019748,-0.9980589,0.3087067,0.31687564
scikit-learn__scikit-learn-10844,1.5091804,-1.92067,0.24385257,0.47082308,1.4296006,-1.4260218,0.36447906,0.45433608
scikit-learn__scikit-learn-10908,0.9096306,0.24459606,0.22613338,0.2752101,1.7927908,0.21867816,0.26476535,0.14507237
scikit-learn__scikit-learn-11310,1.5570682,-0.7144209,0.22265396,0.22629124,1.4559616,-0.4567214,0.29816225,0.22861996
scikit-learn__scikit-learn-11578,1.3601226,-1.6562952,0.15869379,0.29825297,0.7058224,-0.3923402,0.286092,0.49039072
scikit-learn__scikit-learn-12585,1.3606449,-1.9110271,0.2017872,0.40840214,1.1747125,-1.3248512,0.32798538,0.47243556
scikit-learn__scikit-learn-12682,1.2011358,0.27301443,0.20890662,0.2069277,1.97707,0.31122705,0.27709725,0.1394366
scikit-learn__scikit-learn-12973,1.2590026,-0.26416668,0.1858444,0.19633116,0.8601166,0.022299957,0.19578215,0.25650108
scikit-learn__scikit-learn-13124,1.2863351,0.30603382,0.21369708,0.16788362,0.7394244,0.43243533,0.18507649,0.28293532
scikit-learn__scikit-learn-13135,1.4643302,-0.5528784,0.21844976,0.19864571,1.5897527,-0.43760148,0.27428797,0.18461147
scikit-learn__scikit-learn-13142,1.4989399,-0.37485355,0.21437347,0.20530228,1.7430907,-0.29267594,0.3087739,0.17337033
scikit-learn__scikit-learn-13328,1.0847082,-0.8667355,0.1843861,0.34628546,1.401301,-1.0063382,0.27265397,0.24108283
scikit-learn__scikit-learn-13439,1.3914596,-1.2995367,0.1816856,0.289973,1.1675587,-0.8016383,0.28759125,0.3420549
scikit-learn__scikit-learn-13496,1.32642,-0.73672545,0.19966297,0.2366427,1.5628746,-0.5840952,0.31009403,0.19612089
scikit-learn__scikit-learn-13779,0.96001303,-0.49529696,0.20717163,0.3226843,1.4676976,-1.036211,0.24762449,0.21810544
scikit-learn__scikit-learn-14053,1.1848617,-0.5974776,0.1997667,0.2652131,1.6389546,-0.5924843,0.29744303,0.18491484
scikit-learn__scikit-learn-14087,0.86761546,0.43528572,0.22957061,0.26202264,1.3751585,0.59736305,0.19950244,0.1772565
scikit-learn__scikit-learn-14141,1.2335819,-1.2267998,0.20958573,0.38486367,1.5459107,-1.235282,0.29082182,0.3043009
scikit-learn__scikit-learn-14496,1.3658209,-1.6659255,0.20957533,0.37370378,1.3052723,-1.2381744,0.30161488,0.3847307
scikit-learn__scikit-learn-14629,1.2986689,1.404533,0.19565298,0.26818442,1.2742456,1.4466726,0.22436708,0.25920704
scikit-learn__scikit-learn-14710,0.995726,-0.92999774,0.15356252,0.23456287,0.4687961,0.063088745,0.19762278,0.46923542
scikit-learn__scikit-learn-14894,1.4195348,-1.3721888,0.20673738,0.3388897,1.552299,-1.1731644,0.32551235,0.31256428
scikit-learn__scikit-learn-14983,1.500118,0.7236364,0.21230692,0.16952132,1.3287807,0.7701868,0.20940514,0.19770542
scikit-learn__scikit-learn-15100,1.4422034,-1.375728,0.19590706,0.30454752,1.1633145,-0.80841136,0.30477625,0.3807179
scikit-learn__scikit-learn-25102,1.1718609,1.1646836,0.1702587,0.22264509,0.3073605,0.5706576,0.18348083,0.55927515
scikit-learn__scikit-learn-25232,0.6152701,-0.0593262,0.20625024,0.37356377,1.5250404,-0.46702364,0.23871695,0.16694555
scikit-learn__scikit-learn-25747,1.2514226,1.8409698,0.16301167,0.25092256,0.40388057,0.82648426,0.20477356,0.5253245
scikit-learn__scikit-learn-25931,1.1963174,-0.25357658,0.189369,0.20410821,1.3532853,-0.098685786,0.24022274,0.19816998
scikit-learn__scikit-learn-25973,1.3160036,-0.08896582,0.19862527,0.20372918,1.6574275,-0.0843671,0.26330367,0.1724354
scikit-learn__scikit-learn-26194,1.2260324,2.7418337,0.16741887,0.44316837,0.7914608,1.4264872,0.2763364,0.53437763
scikit-learn__scikit-learn-26323,1.3405211,-0.6319061,0.2002719,0.21475601,1.2987775,-0.34973204,0.26161593,0.23502254
scikit-learn__scikit-learn-9288,1.5040107,-0.2955305,0.20452021,0.19031666,1.5496625,-0.17003544,0.25683406,0.18778901
sphinx-doc__sphinx-10323,0.23800993,0.36147767,0.2236388,0.6091195,1.5119718,0.6980399,0.20446551,0.16037732
sphinx-doc__sphinx-10435,1.2780759,1.9058586,0.20477968,0.41888738,1.5155355,2.0742218,0.28762197,0.35338384
sphinx-doc__sphinx-10449,1.1705287,0.29784098,0.21461661,0.20357984,1.5414197,0.39182994,0.21812893,0.15843251
sphinx-doc__sphinx-10466,1.2720325,-0.49606037,0.19159171,0.21824816,1.1198052,-0.21794517,0.25508106,0.22651586
sphinx-doc__sphinx-10614,1.2737603,2.3147626,0.22160187,0.4910751,1.0828573,2.1578376,0.26816958,0.56239647
sphinx-doc__sphinx-10673,1.2606543,0.12760873,0.2062726,0.19207862,1.3132033,0.24488926,0.21388161,0.18123633
sphinx-doc__sphinx-11445,0.97560334,0.4859303,0.22700407,0.2712632,1.7159437,0.7044223,0.23246206,0.15676242
sphinx-doc__sphinx-11510,1.4494371,2.6559536,0.24333374,0.7985995,1.4103967,2.4478295,0.33775207,0.73862076
sphinx-doc__sphinx-7440,1.0374023,-0.21452391,0.18852913,0.24738875,1.2307296,-0.20820329,0.21978243,0.2107595
sphinx-doc__sphinx-7454,1.4748838,0.5679101,0.20785615,0.15677948,1.1079307,0.58957195,0.18978798,0.21841195
sphinx-doc__sphinx-7462,1.4373432,2.7657819,0.21716343,0.87316716,1.3612556,2.3630998,0.3404734,0.7972834
sphinx-doc__sphinx-7590,1.4068347,2.238614,0.21579109,0.5404928,1.4186246,2.2162461,0.3112549,0.5240044
sphinx-doc__sphinx-7748,1.4363236,2.6832395,0.23956114,0.7666536,1.3841175,2.459309,0.33884072,0.7053856
sphinx-doc__sphinx-7757,1.2592604,0.32381463,0.20668583,0.22075069,2.0039084,0.40671694,0.26130795,0.14057429
sphinx-doc__sphinx-7889,1.4313278,-0.23192894,0.18604162,0.16917096,1.0471835,0.09107935,0.21982667,0.2327202
sphinx-doc__sphinx-7910,1.04808,0.11774921,0.20200121,0.23368773,1.6352537,0.07492412,0.23813687,0.15118188
sphinx-doc__sphinx-7985,1.4892691,2.4140096,0.18390599,0.3157907,0.64259654,1.102707,0.27176353,0.6155671
sphinx-doc__sphinx-8035,1.0137951,0.18071987,0.21447922,0.24349919,1.9537591,0.18470931,0.27613643,0.1401324
sphinx-doc__sphinx-8056,1.1668878,1.2731842,0.20309077,0.28820166,1.1566836,1.5964583,0.21390086,0.2610825
sphinx-doc__sphinx-8120,1.0265272,0.020997362,0.19546466,0.2496606,1.6596674,-0.067523025,0.2618698,0.14969832
sphinx-doc__sphinx-8265,1.1347735,1.1735134,0.22704495,0.3055657,1.7111207,1.8057663,0.27079195,0.22517419
sphinx-doc__sphinx-8269,1.1655059,-0.21868785,0.18501711,0.20161776,1.0261745,0.0017295722,0.20967439,0.23428509
sphinx-doc__sphinx-8459,1.2311455,0.27133214,0.22199374,0.20425296,1.9155581,0.33712667,0.266321,0.14501674
sphinx-doc__sphinx-8475,1.2653991,-0.47262138,0.17984574,0.1984781,0.79439884,0.05252602,0.20227905,0.29818565
sphinx-doc__sphinx-8548,1.2356272,1.4085295,0.21631771,0.3157766,1.590376,1.8452767,0.27886546,0.25280088
sphinx-doc__sphinx-8551,1.0114272,0.54239535,0.23909701,0.2884188,2.003368,0.88970757,0.27128446,0.14892541
sphinx-doc__sphinx-8593,1.1428674,0.40784088,0.22344981,0.22521865,2.279166,0.53268397,0.3258513,0.12440676
sphinx-doc__sphinx-8595,1.2528069,-0.7842205,0.15144673,0.19224748,0.10811512,0.342605,0.1642588,0.72882664
sphinx-doc__sphinx-8621,0.6817855,0.526536,0.22443944,0.36392736,1.7491918,0.97981644,0.23285623,0.16033721
sphinx-doc__sphinx-8638,1.2264396,1.5135884,0.21251711,0.32956654,1.4749362,1.8832127,0.2687804,0.27833226
sphinx-doc__sphinx-8721,1.1980659,-0.945875,0.1823509,0.25617656,1.0314983,-0.6293857,0.25772497,0.29658216
sphinx-doc__sphinx-9229,1.4627768,2.6998522,0.24604657,0.8750219,1.4002441,2.5323977,0.31041896,0.80099326
sphinx-doc__sphinx-9230,1.0499532,0.5953172,0.22967523,0.2807567,2.0641143,1.0058076,0.2601078,0.14927559
sphinx-doc__sphinx-9258,1.1153483,0.71268404,0.22097011,0.2402629,1.5948757,1.0175455,0.21587466,0.17832968
sphinx-doc__sphinx-9281,1.2929624,0.034879904,0.19411851,0.20591821,1.7788244,-0.011446949,0.27112156,0.15003228
sphinx-doc__sphinx-9320,1.4176049,-1.005654,0.1891483,0.24273527,1.3340167,-0.43122312,0.27215242,0.25604764
sphinx-doc__sphinx-9367,1.4422445,-0.9475295,0.18815072,0.2554968,1.2813466,-0.53043383,0.27280566,0.24273321
sphinx-doc__sphinx-9461,1.4408,2.664633,0.24059798,0.83918095,1.3688426,2.5348566,0.33429828,0.79979795
sphinx-doc__sphinx-9591,0.8023967,0.68906456,0.22765179,0.31395712,1.1151806,1.2923548,0.17730613,0.22230747
sphinx-doc__sphinx-9602,1.2598952,1.5869607,0.2118694,0.37279135,1.5945323,1.8385863,0.32317984,0.28877378
sphinx-doc__sphinx-9658,1.4962299,0.7526717,0.22933735,0.1786931,1.5924585,0.889096,0.21391223,0.17556633
sphinx-doc__sphinx-9673,0.8978854,0.25201058,0.22781447,0.29935157,2.3930118,0.16758269,0.3214591,0.12362532
sphinx-doc__sphinx-9698,1.2441802,-0.6984568,0.19015822,0.23966026,1.2816185,-0.3521673,0.26003852,0.23944068
sphinx-doc__sphinx-9711,1.4490185,-0.75928557,0.17144188,0.19719394,0.7448881,-0.044708956,0.2309542,0.3656867
sympy__sympy-11618,1.412133,-0.5139717,0.21994868,0.21745586,1.4266,-0.3641413,0.27237788,0.19890864
sympy__sympy-12096,1.3682119,-1.0272812,0.19866359,0.3048271,1.4269023,-0.9133106,0.31944197,0.2611514
sympy__sympy-12419,1.4241222,0.24073544,0.22540186,0.18525669,2.0886333,0.3233249,0.29687583,0.13064966
sympy__sympy-12481,1.284143,-0.14354287,0.19206622,0.19852495,1.2104644,0.0038981158,0.22349484,0.20635471
sympy__sympy-12489,1.2049637,1.1624333,0.20845206,0.29411888,1.9713386,1.6948057,0.29626265,0.19902368
sympy__sympy-13031,1.1482444,0.94340163,0.20782852,0.24321805,0.97028595,1.0949025,0.18000099,0.2512712
sympy__sympy-13091,1.0237145,0.859956,0.22084294,0.33272877,2.0654912,1.5970979,0.3102362,0.15494771
sympy__sympy-13372,1.3304129,-0.5756727,0.19628637,0.2194157,1.2956852,-0.46107596,0.26019037,0.2345297
sympy__sympy-13480,1.4812992,-1.2935553,0.20028126,0.3435214,1.4013872,-1.0316823,0.3230727,0.33545178
sympy__sympy-13551,0.88854325,0.5196367,0.23498648,0.26731724,1.6901824,0.9049453,0.22416024,0.15310271
sympy__sympy-13615,1.1203114,0.5688035,0.21335459,0.2576695,2.0136635,0.84442323,0.27775517,0.15037736
sympy__sympy-13647,1.4816458,-0.71676373,0.19760641,0.21585801,1.4305425,-0.40477562,0.2834526,0.21122502
sympy__sympy-13757,1.3806168,0.42017722,0.22029354,0.19245452,1.8660369,0.5334295,0.2833223,0.15034142
sympy__sympy-13798,1.1026338,1.7345477,0.19972062,0.39124852,1.0639619,1.8765595,0.24148172,0.3638031
sympy__sympy-13852,1.4119741,2.7102332,0.23413444,0.7916491,1.3820912,2.4558086,0.32619563,0.82633126
sympy__sympy-13877,0.7213473,0.87445027,0.1883828,0.3602035,0.515373,1.6549292,0.12376526,0.39927942
sympy__sympy-13878,1.389853,0.34598738,0.22120528,0.1697025,1.3122066,0.44659984,0.20977664,0.16911831
sympy__sympy-13974,1.1264861,1.5644295,0.16840921,0.27460507,0.6046555,1.3630631,0.17868927,0.44043112
sympy__sympy-14248,1.4313763,2.0077748,0.19232763,0.33498767,1.1173983,1.8269255,0.26220483,0.399014
sympy__sympy-14531,0.8181622,0.04707211,0.2074857,0.29820636,1.3696406,-0.06260855,0.2172483,0.1807766
sympy__sympy-14711,1.3706304,-1.0078634,0.16984741,0.2042738,0.8919912,-0.20589587,0.2534607,0.32655036
sympy__sympy-14976,1.7373425,0.38748604,0.22217798,0.13241804,0.4275638,0.36544254,0.1755293,0.479597
sympy__sympy-15017,1.2411562,0.64447236,0.21567665,0.17993155,0.80595106,0.6809938,0.18730766,0.25937432
sympy__sympy-15345,1.1277775,0.448225,0.21349774,0.21787852,1.7701449,0.5837933,0.24019809,0.14890039
sympy__sympy-15349,1.0960999,-0.22820494,0.20053136,0.23857066,1.4576635,-0.28775796,0.27148208,0.1845859
sympy__sympy-15599,1.1058857,0.9972272,0.20448455,0.24386731,1.4534358,1.320686,0.21355626,0.20026702
sympy__sympy-15809,0.9240663,-0.08446105,0.19634256,0.23915122,1.2767715,-0.0023379135,0.2199541,0.20624347
sympy__sympy-15875,0.9887309,0.28881577,0.20326857,0.23345234,0.8841287,0.41191784,0.18141377,0.23943843
sympy__sympy-15976,1.1112008,0.80009055,0.22727385,0.2949793,2.0493355,1.4741299,0.3199318,0.15834528
sympy__sympy-16450,1.4024304,-0.7879715,0.17496842,0.19309406,0.9473184,-0.16486095,0.2566573,0.3145632
sympy__sympy-16597,1.4037246,2.5503273,0.24779236,0.842575,1.4496844,2.5026817,0.33364922,0.7410039
sympy__sympy-16766,1.3890346,-1.584234,0.15932965,0.2775167,0.69149137,-0.34474865,0.27237433,0.46576837
sympy__sympy-16792,1.5273343,0.2081442,0.22652364,0.16748866,1.7170177,0.2811782,0.25539598,0.15096536
sympy__sympy-16886,1.4968023,-1.1105661,0.21007797,0.25613743,1.4286697,-0.7719651,0.32266295,0.26176018
sympy__sympy-17139,1.143582,-0.035295956,0.20190103,0.21624276,1.4349552,0.022310622,0.23327054,0.17079292
sympy__sympy-17318,0.98323375,1.2806622,0.22584099,0.41425517,0.66627985,2.7138414,0.13761751,0.4771591
sympy__sympy-17630,1.4360278,2.6181185,0.23909453,0.75422436,1.387482,2.5350757,0.33698577,0.8299284
sympy__sympy-17655,1.5152203,-0.2431259,0.19400814,0.16602877,0.90173435,0.1265827,0.21504617,0.25923377
sympy__sympy-18189,1.2081807,-0.14106214,0.21562394,0.23306365,2.068378,-0.3134806,0.3198775,0.14173184
sympy__sympy-18199,1.3810176,2.160654,0.23252498,0.5469555,1.415335,2.2112463,0.2989779,0.49041367
sympy__sympy-18211,1.1141406,0.4034065,0.21464355,0.22068086,1.4132929,0.54106313,0.20264922,0.16779605
sympy__sympy-18698,1.2880496,0.8737659,0.21894643,0.19736674,1.4548081,1.0332947,0.22754188,0.18742475
sympy__sympy-18763,1.0323449,0.50628096,0.18253364,0.18958983,-0.60388184,0.16803806,0.17522284,0.2897311
sympy__sympy-19040,0.98708713,0.8986163,0.21913981,0.29625064,1.4715831,1.5495478,0.21158263,0.21704878
sympy__sympy-19346,1.577443,-0.5866802,0.22162044,0.18499589,1.3948784,-0.22474161,0.2769177,0.22804442
sympy__sympy-19495,1.3281456,0.25938612,0.22009884,0.17019983,0.5801712,0.4368528,0.17805994,0.38281706
sympy__sympy-19637,1.2664908,-0.8916522,0.19981052,0.2759295,1.5963418,-0.86779845,0.30507195,0.22837701
sympy__sympy-19783,1.2662812,0.3686876,0.22259864,0.22003832,1.6748681,0.48631367,0.22642653,0.16768499
