instance_id,solution_hint,problem_clarity,domain_knowledge_required,logical_reasoning_required,atypicality,verification_difficulty,standard_pattern_available,error_specificity,reproduction_clarity,expected_behavior_clarity,debugging_complexity,codebase_scope,information_completeness,similar_issue_likelihood,side_effect_risk,test_comprehensiveness,test_assertion_complexity,test_edge_case_coverage,solution_complexity,integration_complexity,_extracted_at,_model,_provider,_task_id
django__django-14539,1,5,4,4,3,3,0,5,5,5,3,1,4,1,3,2,2,2,2,3,2026-03-08T00:22:16.478201,claude-opus-4-6,anthropic,django__django-14539
astropy__astropy-13236,3,5,4,2,3,3,1,4,4,4,2,3,4,1,4,4,3,3,1,3,2026-03-08T00:20:50.269308,claude-opus-4-6,anthropic,astropy__astropy-13236
pytest-dev__pytest-10081,1,5,4,3,3,2,0,5,5,5,3,2,5,1,2,3,4,3,2,3,2026-03-08T00:23:49.818801,claude-opus-4-6,anthropic,pytest-dev__pytest-10081
django__django-17084,1,4,5,4,3,4,0,4,4,3,4,2,4,1,3,2,3,1,2,4,2026-03-08T00:23:09.231222,claude-opus-4-6,anthropic,django__django-17084
django__django-13028,2,4,4,3,3,2,0,5,5,4,2,1,5,1,2,2,2,2,1,3,2026-03-08T00:21:38.226272,claude-opus-4-6,anthropic,django__django-13028
pydata__xarray-6461,2,4,4,3,2,2,1,5,5,3,2,1,4,1,2,2,1,2,1,2,2026-03-08T00:23:39.498958,claude-opus-4-6,anthropic,pydata__xarray-6461
matplotlib__matplotlib-20488,1,3,4,4,3,4,0,5,2,3,4,2,3,1,2,3,4,3,2,3,2026-03-08T00:23:08.872945,claude-opus-4-6,anthropic,matplotlib__matplotlib-20488
pytest-dev__pytest-8399,2,5,4,2,2,2,1,4,5,5,2,1,4,1,1,4,3,3,1,2,2026-03-08T00:24:00.329509,claude-opus-4-6,anthropic,pytest-dev__pytest-8399
matplotlib__matplotlib-20826,1,4,4,4,3,3,0,4,5,5,3,3,5,1,3,2,3,1,2,3,2026-03-08T00:23:09.382581,claude-opus-4-6,anthropic,matplotlib__matplotlib-20826
django__django-15851,3,5,3,2,1,2,1,5,5,5,1,1,4,1,2,1,1,1,1,1,2026-03-08T00:22:41.860402,claude-opus-4-6,anthropic,django__django-15851
sympy__sympy-19783,1,4,4,3,3,2,0,4,5,5,2,1,4,1,2,3,2,3,2,3,2026-03-08T00:25:08.412737,claude-opus-4-6,anthropic,sympy__sympy-19783
pytest-dev__pytest-5840,1,3,4,3,3,4,0,4,3,4,3,2,3,1,3,3,3,3,3,4,2026-03-08T00:23:54.470952,claude-opus-4-6,anthropic,pytest-dev__pytest-5840
django__django-10097,2,4,4,3,3,3,0,4,4,5,2,1,4,1,3,4,2,4,1,1,2026-03-08T00:21:01.210124,claude-opus-4-6,anthropic,django__django-10097
sympy__sympy-22714,1,4,4,3,3,2,0,5,5,4,3,2,4,1,2,1,1,1,1,2,2026-03-08T00:25:16.928157,claude-opus-4-6,anthropic,sympy__sympy-22714
django__django-11239,2,4,3,2,2,3,1,3,3,4,1,1,4,1,1,3,4,2,1,2,2026-03-08T00:21:10.586600,claude-opus-4-6,anthropic,django__django-11239
django__django-15503,1,4,4,3,3,2,0,5,5,5,3,2,5,1,2,4,3,4,4,4,2026-03-08T00:22:33.871417,claude-opus-4-6,anthropic,django__django-15503
sympy__sympy-24443,2,4,4,3,3,2,0,5,5,4,2,1,5,1,2,2,2,1,3,3,2026-03-08T00:25:23.464410,claude-opus-4-6,anthropic,sympy__sympy-24443
django__django-15368,3,5,4,2,2,2,1,5,5,5,1,1,5,1,2,2,2,1,1,2,2026-03-08T00:22:29.583588,claude-opus-4-6,anthropic,django__django-15368
matplotlib__matplotlib-23476,1,5,4,3,3,4,0,5,5,5,3,2,5,1,2,2,3,1,1,3,2026-03-08T00:23:14.102947,claude-opus-4-6,anthropic,matplotlib__matplotlib-23476
django__django-15104,3,5,3,1,1,1,1,5,5,5,1,1,5,1,1,2,3,1,1,2,2026-03-08T00:22:25.637965,claude-opus-4-6,anthropic,django__django-15104
django__django-15554,1,4,5,4,4,4,0,4,4,4,3,2,3,1,2,2,3,2,4,4,2026-03-08T00:22:38.474570,claude-opus-4-6,anthropic,django__django-15554
django__django-13195,3,4,3,2,2,2,1,4,3,4,1,2,4,1,3,4,3,3,2,3,2026-03-08T00:21:45.507313,claude-opus-4-6,anthropic,django__django-13195
sympy__sympy-15349,2,5,4,2,2,2,1,4,5,4,2,1,5,1,3,4,3,3,1,1,2026-03-08T00:24:55.642742,claude-opus-4-6,anthropic,sympy__sympy-15349
scikit-learn__scikit-learn-25747,1,4,4,3,3,2,0,5,5,3,3,1,5,1,2,2,3,2,1,3,2026-03-08T00:24:15.345795,claude-opus-4-6,anthropic,scikit-learn__scikit-learn-25747
django__django-16801,3,5,4,2,2,3,1,4,3,5,1,1,4,1,1,2,3,2,2,2,2026-03-08T00:23:02.581959,claude-opus-4-6,anthropic,django__django-16801
django__django-14580,2,5,4,3,3,2,0,5,5,4,2,1,5,1,1,2,2,1,1,2,2026-03-08T00:22:17.805774,claude-opus-4-6,anthropic,django__django-14580
sympy__sympy-20154,2,4,2,2,1,2,1,3,3,4,1,1,3,1,3,4,2,3,1,2,2026-03-08T00:25:10.339732,claude-opus-4-6,anthropic,sympy__sympy-20154
pytest-dev__pytest-5787,1,4,4,3,3,3,0,4,5,5,3,2,4,1,2,4,4,3,4,4,2026-03-08T00:23:54.728243,claude-opus-4-6,anthropic,pytest-dev__pytest-5787
django__django-13212,2,3,3,2,2,3,1,3,3,4,1,2,3,1,2,5,3,4,2,3,2026-03-08T00:21:46.941684,claude-opus-4-6,anthropic,django__django-13212
pylint-dev__pylint-4661,2,3,3,3,3,3,1,3,2,4,2,2,3,1,4,2,2,1,2,2,2026-03-08T00:23:46.513737,claude-opus-4-6,anthropic,pylint-dev__pylint-4661
sphinx-doc__sphinx-10435,3,5,4,2,3,3,0,5,5,4,2,1,5,1,2,2,3,1,2,3,2026-03-08T00:24:18.745592,claude-opus-4-6,anthropic,sphinx-doc__sphinx-10435
sympy__sympy-20590,2,4,3,3,2,2,1,4,5,4,2,3,4,1,2,2,2,2,1,3,2026-03-08T00:25:13.875725,claude-opus-4-6,anthropic,sympy__sympy-20590
django__django-16315,2,5,4,2,2,2,1,5,4,5,2,1,4,1,1,2,3,1,3,3,2026-03-08T00:22:52.163721,claude-opus-4-6,anthropic,django__django-16315
psf__requests-2317,2,4,2,2,2,2,1,4,3,4,1,1,4,1,2,2,1,1,1,2,2026-03-08T00:23:29.927639,claude-opus-4-6,anthropic,psf__requests-2317
django__django-14017,2,5,4,3,2,2,1,5,5,4,2,2,4,1,2,4,3,4,1,3,2026-03-08T00:22:05.014905,claude-opus-4-6,anthropic,django__django-14017
django__django-13551,3,5,4,2,2,3,1,4,4,5,1,1,4,1,3,4,3,3,2,3,2026-03-08T00:21:52.717997,claude-opus-4-6,anthropic,django__django-13551
matplotlib__matplotlib-26208,1,4,4,4,3,3,0,5,5,4,4,2,5,0,3,3,3,2,1,4,2026-03-08T00:23:24.508298,claude-opus-4-6,anthropic,matplotlib__matplotlib-26208
sympy__sympy-19346,1,5,3,2,2,2,1,4,5,4,1,1,4,1,2,4,2,3,2,2,2026-03-08T00:25:07.144188,claude-opus-4-6,anthropic,sympy__sympy-19346
django__django-15128,2,4,4,4,3,3,0,5,5,3,4,2,5,0,3,2,3,2,4,4,2026-03-08T00:22:27.599808,claude-opus-4-6,anthropic,django__django-15128
django__django-13121,1,4,4,3,3,3,0,5,5,3,3,3,4,1,2,3,3,2,4,4,2026-03-08T00:21:41.711214,claude-opus-4-6,anthropic,django__django-13121
scikit-learn__scikit-learn-10844,3,5,2,2,1,2,1,4,2,4,1,1,4,1,1,2,2,2,2,2,2026-03-08T00:24:00.812892,claude-opus-4-6,anthropic,scikit-learn__scikit-learn-10844
django__django-12419,3,5,3,1,1,2,1,4,3,5,1,2,4,1,3,1,3,1,1,1,2026-03-08T00:21:34.909832,claude-opus-4-6,anthropic,django__django-12419
django__django-13658,3,5,3,1,1,2,1,4,4,5,1,1,5,1,1,2,4,2,1,1,2026-03-08T00:21:56.396204,claude-opus-4-6,anthropic,django__django-13658
django__django-14349,2,4,3,2,3,2,1,5,4,3,2,1,5,1,2,4,2,4,1,2,2026-03-08T00:22:08.796439,claude-opus-4-6,anthropic,django__django-14349
sphinx-doc__sphinx-7910,3,5,4,3,3,3,0,5,3,4,1,1,4,1,2,2,3,2,1,2,2026-03-08T00:24:30.855989,claude-opus-4-6,anthropic,sphinx-doc__sphinx-7910
django__django-11848,2,5,3,2,2,3,1,4,3,5,1,1,4,1,2,4,4,4,2,2,2026-03-08T00:21:23.989828,claude-opus-4-6,anthropic,django__django-11848
django__django-13033,1,5,4,4,3,3,0,5,5,5,4,2,5,1,3,3,3,2,2,4,2026-03-08T00:21:37.261729,claude-opus-4-6,anthropic,django__django-13033
sympy__sympy-15345,2,5,3,2,2,1,1,5,5,5,2,1,4,1,2,2,1,1,2,3,2026-03-08T00:24:56.175679,claude-opus-4-6,anthropic,sympy__sympy-15345
django__django-16661,2,4,4,4,4,3,0,4,5,5,3,1,5,1,3,4,3,3,4,4,2026-03-08T00:22:59.575886,claude-opus-4-6,anthropic,django__django-16661
django__django-12858,1,4,4,3,3,3,0,5,4,4,3,2,4,1,2,1,2,1,1,3,2026-03-08T00:21:37.467912,claude-opus-4-6,anthropic,django__django-12858
scikit-learn__scikit-learn-25931,2,5,3,2,2,2,1,5,5,5,1,1,5,1,1,2,2,1,2,3,2026-03-08T00:24:18.442602,claude-opus-4-6,anthropic,scikit-learn__scikit-learn-25931
mwaskom__seaborn-3069,2,3,4,4,4,4,0,3,2,4,4,3,3,0,4,3,3,3,3,3,2026-03-08T00:23:24.477367,claude-opus-4-6,anthropic,mwaskom__seaborn-3069
scikit-learn__scikit-learn-11310,2,5,3,2,1,2,1,3,5,5,1,1,4,1,2,2,2,1,1,2,2026-03-08T00:24:01.501399,claude-opus-4-6,anthropic,scikit-learn__scikit-learn-11310
sympy__sympy-18189,1,4,4,4,3,2,0,5,5,5,3,1,4,1,2,3,2,2,1,2,2026-03-08T00:25:04.057332,claude-opus-4-6,anthropic,sympy__sympy-18189
django__django-12663,1,4,4,3,3,2,1,5,5,4,3,2,5,1,2,2,3,1,2,4,2026-03-08T00:21:35.699101,claude-opus-4-6,anthropic,django__django-12663
scikit-learn__scikit-learn-10297,3,5,3,1,1,1,1,5,5,4,1,1,5,1,2,3,2,2,1,2,2026-03-08T00:24:00.289234,claude-opus-4-6,anthropic,scikit-learn__scikit-learn-10297
pylint-dev__pylint-6386,1,5,3,2,1,2,1,5,5,4,1,1,5,1,2,2,2,1,3,4,2026-03-08T00:23:47.914076,claude-opus-4-6,anthropic,pylint-dev__pylint-6386
django__django-14534,3,5,4,2,2,2,1,5,4,5,1,1,5,1,2,3,2,2,1,2,2026-03-08T00:22:13.838943,claude-opus-4-6,anthropic,django__django-14534
django__django-14373,2,4,3,1,1,2,1,4,3,5,1,1,3,1,2,2,1,2,1,1,2026-03-08T00:22:10.333335,claude-opus-4-6,anthropic,django__django-14373
django__django-15098,1,5,4,3,3,2,0,4,5,5,2,1,5,1,2,4,3,4,1,2,2026-03-08T00:22:26.820854,claude-opus-4-6,anthropic,django__django-15098
sympy__sympy-23534,1,5,3,3,2,2,0,5,5,5,2,1,5,1,2,1,1,1,1,2,2026-03-08T00:25:18.438377,claude-opus-4-6,anthropic,sympy__sympy-23534
django__django-14631,3,4,4,3,3,3,0,3,2,4,3,2,4,0,3,3,4,3,3,4,2026-03-08T00:22:18.408960,claude-opus-4-6,anthropic,django__django-14631
django__django-11433,1,3,4,4,3,3,0,3,2,3,3,2,2,0,3,4,3,4,2,3,2026-03-08T00:21:12.204822,claude-opus-4-6,anthropic,django__django-11433
psf__requests-1921,2,5,3,2,2,2,1,4,5,5,2,1,4,1,3,2,2,1,1,2,2026-03-08T00:23:31.172043,claude-opus-4-6,anthropic,psf__requests-1921
django__django-16899,2,4,3,2,1,2,1,4,3,5,1,1,4,1,1,3,3,2,1,1,2026-03-08T00:23:02.928928,claude-opus-4-6,anthropic,django__django-16899
psf__requests-2931,1,4,4,3,2,2,1,3,5,4,2,1,4,1,2,1,1,1,3,3,2026-03-08T00:23:30.994479,claude-opus-4-6,anthropic,psf__requests-2931
astropy__astropy-14182,1,5,4,3,2,2,1,5,5,4,2,1,4,1,2,3,3,2,3,3,2026-03-08T00:20:51.504719,claude-opus-4-6,anthropic,astropy__astropy-14182
django__django-12209,2,4,4,4,3,3,0,4,5,4,3,2,5,1,4,2,4,2,1,3,2026-03-08T00:21:26.180082,claude-opus-4-6,anthropic,django__django-12209
django__django-11999,1,5,4,3,3,2,0,4,5,5,2,1,4,1,3,2,2,1,1,3,2026-03-08T00:21:25.294569,claude-opus-4-6,anthropic,django__django-11999
sympy__sympy-15017,2,5,2,2,1,2,1,5,5,5,1,1,5,1,3,3,2,3,1,2,2026-03-08T00:24:53.808060,claude-opus-4-6,anthropic,sympy__sympy-15017
sphinx-doc__sphinx-10614,2,5,4,3,3,4,0,5,5,5,2,1,5,1,2,4,4,4,3,4,2026-03-08T00:24:19.141637,claude-opus-4-6,anthropic,sphinx-doc__sphinx-10614
scikit-learn__scikit-learn-13439,3,5,2,1,1,1,1,4,5,4,1,1,5,1,1,1,1,1,1,1,2026-03-08T00:24:07.163282,claude-opus-4-6,anthropic,scikit-learn__scikit-learn-13439
sympy__sympy-13878,3,5,4,2,2,3,1,4,5,4,2,2,5,1,2,4,4,3,3,2,2026-03-08T00:24:52.881421,claude-opus-4-6,anthropic,sympy__sympy-13878
sphinx-doc__sphinx-11510,1,5,4,4,3,3,0,4,5,5,3,2,5,1,3,3,4,3,4,4,2026-03-08T00:24:20.872009,claude-opus-4-6,anthropic,sphinx-doc__sphinx-11510
django__django-14559,3,5,3,1,1,2,1,4,3,5,1,1,5,1,2,3,2,3,1,2,2026-03-08T00:22:22.432055,claude-opus-4-6,anthropic,django__django-14559
django__django-13964,1,5,4,4,3,3,0,5,5,5,3,2,4,1,3,2,3,1,1,3,2026-03-08T00:22:00.538773,claude-opus-4-6,anthropic,django__django-13964
django__django-14608,2,4,3,2,2,2,1,4,3,5,1,2,4,1,2,4,2,3,1,2,2026-03-08T00:22:17.906475,claude-opus-4-6,anthropic,django__django-14608
django__django-13821,1,3,4,3,3,3,0,3,2,4,2,3,3,1,3,1,4,1,1,1,2026-03-08T00:21:59.315252,claude-opus-4-6,anthropic,django__django-13821
django__django-14034,1,4,4,3,3,2,0,4,5,4,2,1,4,1,3,3,3,3,3,4,2026-03-08T00:22:06.694227,claude-opus-4-6,anthropic,django__django-14034
pydata__xarray-6992,1,4,4,3,3,2,0,4,5,3,3,2,4,1,3,5,4,4,4,4,2026-03-08T00:23:45.304252,claude-opus-4-6,anthropic,pydata__xarray-6992
django__django-16662,2,5,4,2,2,2,1,4,3,5,2,1,4,1,1,2,3,1,1,1,2026-03-08T00:23:01.554616,claude-opus-4-6,anthropic,django__django-16662
django__django-13933,3,5,3,2,1,2,1,4,3,5,1,1,4,1,2,2,2,1,1,2,2026-03-08T00:22:00.017105,claude-opus-4-6,anthropic,django__django-13933
sphinx-doc__sphinx-7440,1,4,4,2,2,2,1,5,4,3,2,1,4,1,3,2,4,1,1,3,2026-03-08T00:24:22.328061,claude-opus-4-6,anthropic,sphinx-doc__sphinx-7440
pytest-dev__pytest-7432,2,5,4,3,3,2,0,5,5,5,2,1,5,1,1,3,3,2,1,3,2026-03-08T00:23:58.258082,claude-opus-4-6,anthropic,pytest-dev__pytest-7432
scikit-learn__scikit-learn-14629,2,5,4,3,3,3,0,5,5,3,2,2,5,1,3,3,3,2,2,2,2026-03-08T00:24:11.284349,claude-opus-4-6,anthropic,scikit-learn__scikit-learn-14629
sympy__sympy-23262,1,5,3,2,2,2,1,5,5,5,2,1,5,1,1,2,1,2,1,2,2026-03-08T00:25:18.263218,claude-opus-4-6,anthropic,sympy__sympy-23262
django__django-13925,1,4,4,3,3,3,0,4,3,4,3,2,3,1,2,4,3,4,2,3,2026-03-08T00:22:00.919738,claude-opus-4-6,anthropic,django__django-13925
astropy__astropy-13453,1,5,4,3,2,2,0,4,5,5,2,1,5,1,2,2,3,1,2,3,2026-03-08T00:20:50.332885,claude-opus-4-6,anthropic,astropy__astropy-13453
sympy__sympy-21930,3,5,3,2,2,2,1,5,5,5,1,1,5,1,2,4,2,3,1,2,2026-03-08T00:25:15.760045,claude-opus-4-6,anthropic,sympy__sympy-21930
sympy__sympy-24661,1,4,4,3,3,2,0,5,5,5,3,2,4,1,3,3,2,2,2,2,2026-03-08T00:25:25.737625,claude-opus-4-6,anthropic,sympy__sympy-24661
sphinx-doc__sphinx-8035,2,4,4,3,2,3,1,3,2,4,3,3,3,1,3,2,3,1,3,4,2026-03-08T00:24:29.132253,claude-opus-4-6,anthropic,sphinx-doc__sphinx-8035
django__django-14999,2,4,4,3,3,4,0,3,2,5,3,3,2,1,3,2,3,2,2,3,2026-03-08T00:22:25.865967,claude-opus-4-6,anthropic,django__django-14999
scikit-learn__scikit-learn-11578,3,5,4,2,2,3,1,5,5,5,1,1,5,1,2,4,4,3,1,3,2026-03-08T00:24:02.249626,claude-opus-4-6,anthropic,scikit-learn__scikit-learn-11578
django__django-13837,3,5,4,3,3,3,1,4,3,5,2,1,5,1,2,3,4,2,2,2,2026-03-08T00:21:59.333797,claude-opus-4-6,anthropic,django__django-13837
scikit-learn__scikit-learn-9288,0,4,4,4,3,3,0,4,5,5,3,1,5,1,2,2,2,1,2,2,2026-03-08T00:24:18.421373,claude-opus-4-6,anthropic,scikit-learn__scikit-learn-9288
pydata__xarray-7229,1,4,4,4,3,2,0,5,5,5,3,2,5,1,3,5,3,4,3,4,2026-03-08T00:23:47.285449,claude-opus-4-6,anthropic,pydata__xarray-7229
scikit-learn__scikit-learn-13142,1,5,4,3,2,2,0,4,5,5,3,1,5,1,2,2,2,1,1,2,2026-03-08T00:24:06.549589,claude-opus-4-6,anthropic,scikit-learn__scikit-learn-13142
scikit-learn__scikit-learn-25973,1,4,4,3,3,2,1,4,5,4,2,1,5,1,2,2,2,1,2,3,2026-03-08T00:24:17.273984,claude-opus-4-6,anthropic,scikit-learn__scikit-learn-25973
sphinx-doc__sphinx-9673,1,4,4,4,3,4,0,3,4,3,3,2,4,1,2,2,3,2,1,3,2026-03-08T00:24:42.183182,claude-opus-4-6,anthropic,sphinx-doc__sphinx-9673
django__django-15561,1,3,4,3,3,3,0,3,2,4,3,2,2,1,2,2,3,2,3,3,2026-03-08T00:22:35.421343,claude-opus-4-6,anthropic,django__django-15561
sphinx-doc__sphinx-9258,1,3,4,3,3,3,0,3,4,3,3,2,3,1,2,2,4,1,1,2,2026-03-08T00:24:37.759147,claude-opus-4-6,anthropic,sphinx-doc__sphinx-9258
scikit-learn__scikit-learn-12682,2,4,3,2,2,2,1,4,3,3,1,2,3,1,2,3,4,2,3,4,2026-03-08T00:24:06.308885,claude-opus-4-6,anthropic,scikit-learn__scikit-learn-12682
django__django-11133,2,5,3,2,2,2,1,5,5,5,1,1,4,1,2,1,1,1,1,2,2026-03-08T00:21:02.374854,claude-opus-4-6,anthropic,django__django-11133
django__django-11099,3,5,2,1,1,1,1,5,4,5,1,1,5,1,2,3,2,2,1,1,2026-03-08T00:21:01.485688,claude-opus-4-6,anthropic,django__django-11099
pylint-dev__pylint-4551,1,4,4,3,3,3,0,3,4,4,3,2,3,1,2,4,4,4,4,4,2026-03-08T00:23:43.798798,claude-opus-4-6,anthropic,pylint-dev__pylint-4551
sphinx-doc__sphinx-8721,1,4,4,3,3,4,0,3,3,4,3,1,3,1,2,3,2,2,2,2,2026-03-08T00:24:34.647675,claude-opus-4-6,anthropic,sphinx-doc__sphinx-8721
sympy__sympy-16792,2,5,4,3,3,3,0,5,5,5,2,2,5,1,2,2,3,1,3,3,2026-03-08T00:25:02.630288,claude-opus-4-6,anthropic,sympy__sympy-16792
sympy__sympy-18763,2,5,4,2,2,2,1,4,5,5,2,1,4,1,2,2,2,2,1,1,2026-03-08T00:25:05.776630,claude-opus-4-6,anthropic,sympy__sympy-18763
django__django-12965,2,5,4,3,3,3,0,5,5,5,2,2,5,1,2,2,3,1,2,4,2026-03-08T00:21:36.481964,claude-opus-4-6,anthropic,django__django-12965
django__django-15127,1,3,4,3,2,3,1,3,2,4,2,1,2,1,2,3,2,2,2,3,2026-03-08T00:22:26.150005,claude-opus-4-6,anthropic,django__django-15127
matplotlib__matplotlib-26342,3,5,4,2,2,2,1,4,4,5,1,1,4,1,1,2,3,1,1,2,2026-03-08T00:23:25.511697,claude-opus-4-6,anthropic,matplotlib__matplotlib-26342
sympy__sympy-23413,1,4,4,3,3,2,0,4,5,5,2,1,4,1,2,3,2,3,2,2,2026-03-08T00:25:18.470532,claude-opus-4-6,anthropic,sympy__sympy-23413
django__django-15629,2,5,4,3,3,3,0,5,5,5,2,2,5,1,2,4,4,3,4,4,2026-03-08T00:22:41.674143,claude-opus-4-6,anthropic,django__django-15629
pydata__xarray-7233,1,5,4,3,3,2,0,4,5,4,2,1,4,1,2,3,2,2,1,2,2026-03-08T00:23:44.292925,claude-opus-4-6,anthropic,pydata__xarray-7233
astropy__astropy-14508,3,5,3,3,2,3,0,5,5,4,2,1,5,1,3,3,2,2,2,2,2026-03-08T00:20:50.287436,claude-opus-4-6,anthropic,astropy__astropy-14508
django__django-15916,2,4,4,3,3,3,0,4,4,4,3,2,4,1,3,3,3,2,3,4,2026-03-08T00:22:41.980853,claude-opus-4-6,anthropic,django__django-15916
matplotlib__matplotlib-25775,2,4,4,3,2,3,1,3,2,4,3,4,3,1,3,4,3,3,3,3,2026-03-08T00:23:24.177457,claude-opus-4-6,anthropic,matplotlib__matplotlib-25775
django__django-14311,2,4,4,3,3,4,0,4,3,4,2,1,3,1,2,2,4,2,3,2,2026-03-08T00:22:07.257912,claude-opus-4-6,anthropic,django__django-14311
sphinx-doc__sphinx-9281,1,5,3,2,2,2,1,4,5,5,2,1,5,1,2,1,1,1,2,2,2026-03-08T00:24:37.727409,claude-opus-4-6,anthropic,sphinx-doc__sphinx-9281
pydata__xarray-3677,1,5,3,2,1,1,1,5,5,5,1,1,5,1,2,1,2,1,1,2,2026-03-08T00:23:35.475187,claude-opus-4-6,anthropic,pydata__xarray-3677
sympy__sympy-19040,0,5,4,4,3,2,0,5,5,5,3,2,4,1,2,1,2,1,1,3,2026-03-08T00:25:06.683566,claude-opus-4-6,anthropic,sympy__sympy-19040
django__django-13315,1,3,4,3,2,3,1,3,2,4,2,1,2,1,1,4,4,3,4,4,2026-03-08T00:21:45.079884,claude-opus-4-6,anthropic,django__django-13315
sympy__sympy-15599,3,5,4,3,2,3,1,5,5,5,1,1,5,1,3,3,2,3,3,3,2026-03-08T00:24:56.870372,claude-opus-4-6,anthropic,sympy__sympy-15599
pytest-dev__pytest-7982,3,5,3,1,1,2,1,4,3,5,1,1,5,1,2,1,2,1,1,1,2026-03-08T00:23:59.937133,claude-opus-4-6,anthropic,pytest-dev__pytest-7982
django__django-11451,3,5,3,2,1,2,1,5,4,5,1,1,5,1,2,4,3,4,1,2,2026-03-08T00:21:12.233985,claude-opus-4-6,anthropic,django__django-11451
sympy__sympy-15976,1,4,4,3,3,3,0,4,5,4,2,1,4,1,2,4,3,4,2,2,2026-03-08T00:25:00.036469,claude-opus-4-6,anthropic,sympy__sympy-15976
django__django-15957,1,4,4,4,3,3,0,4,5,3,3,2,3,0,3,4,3,3,4,4,2026-03-08T00:22:44.381542,claude-opus-4-6,anthropic,django__django-15957
django__django-12050,2,4,4,2,2,2,1,4,2,4,1,1,3,1,2,2,3,1,2,3,2026-03-08T00:21:24.841266,claude-opus-4-6,anthropic,django__django-12050
django__django-15280,1,5,4,4,4,3,0,5,5,5,4,2,5,0,3,2,3,1,2,4,2026-03-08T00:22:31.131752,claude-opus-4-6,anthropic,django__django-15280
pytest-dev__pytest-7490,1,5,4,3,3,2,0,5,5,5,3,2,5,1,3,3,3,3,3,4,2026-03-08T00:23:58.178855,claude-opus-4-6,anthropic,pytest-dev__pytest-7490
django__django-13568,2,4,4,3,2,3,0,5,5,4,1,1,4,1,2,4,3,4,2,3,2026-03-08T00:21:56.506752,claude-opus-4-6,anthropic,django__django-13568
django__django-11555,1,3,4,3,3,3,0,4,4,3,3,2,3,1,2,2,3,2,2,3,2026-03-08T00:21:15.075544,claude-opus-4-6,anthropic,django__django-11555
scikit-learn__scikit-learn-13135,2,5,3,2,2,2,1,5,5,3,2,1,5,1,1,3,2,3,1,2,2026-03-08T00:24:07.338162,claude-opus-4-6,anthropic,scikit-learn__scikit-learn-13135
django__django-13513,3,5,3,2,2,2,1,5,5,5,1,1,5,1,1,3,3,2,4,3,2026-03-08T00:21:49.277577,claude-opus-4-6,anthropic,django__django-13513
django__django-10554,1,4,4,4,3,3,0,5,5,4,4,2,4,1,2,4,3,3,4,4,2026-03-08T00:21:00.588742,claude-opus-4-6,anthropic,django__django-10554
pydata__xarray-4075,3,5,3,2,1,1,1,5,5,5,1,1,5,1,1,2,2,2,2,2,2026-03-08T00:23:35.659807,claude-opus-4-6,anthropic,pydata__xarray-4075
matplotlib__matplotlib-24627,2,4,4,3,3,3,0,4,5,5,3,3,4,1,4,2,2,1,2,3,2026-03-08T00:23:17.517736,claude-opus-4-6,anthropic,matplotlib__matplotlib-24627
django__django-13401,3,5,3,2,2,3,1,4,5,5,1,1,5,1,3,4,3,3,3,3,2026-03-08T00:21:47.416885,claude-opus-4-6,anthropic,django__django-13401
astropy__astropy-13977,2,5,4,3,3,3,1,5,5,4,2,2,5,1,3,5,4,4,3,4,2026-03-08T00:20:50.318254,claude-opus-4-6,anthropic,astropy__astropy-13977
django__django-11095,3,4,4,2,2,2,1,3,2,4,1,1,3,1,2,3,3,3,1,2,2026-03-08T00:21:01.154493,claude-opus-4-6,anthropic,django__django-11095
django__django-12713,2,3,4,2,2,2,1,3,2,4,2,1,2,1,2,2,3,1,2,2,2026-03-08T00:21:34.818393,claude-opus-4-6,anthropic,django__django-12713
django__django-13417,1,4,4,4,3,3,0,4,4,4,3,2,4,1,3,3,2,3,2,3,2026-03-08T00:21:48.694771,claude-opus-4-6,anthropic,django__django-13417
sympy__sympy-13031,1,5,3,3,2,2,1,5,5,5,2,1,5,1,2,2,2,3,3,3,2026-03-08T00:24:45.479093,claude-opus-4-6,anthropic,sympy__sympy-13031
sympy__sympy-15809,2,4,3,2,2,2,1,4,5,5,1,1,4,1,3,3,1,2,1,2,2026-03-08T00:24:57.390583,claude-opus-4-6,anthropic,sympy__sympy-15809
sympy__sympy-13877,1,4,4,4,3,2,0,5,5,3,3,2,5,1,3,3,2,2,3,3,2026-03-08T00:24:53.195397,claude-opus-4-6,anthropic,sympy__sympy-13877
django__django-13786,2,4,4,3,3,3,0,4,3,4,2,1,4,1,2,3,3,3,2,3,2026-03-08T00:21:56.834621,claude-opus-4-6,anthropic,django__django-13786
django__django-16642,1,4,3,3,2,2,1,4,5,3,2,1,3,1,3,3,3,2,1,2,2026-03-08T00:22:59.613169,claude-opus-4-6,anthropic,django__django-16642
pytest-dev__pytest-6202,3,5,4,2,2,2,1,5,5,5,1,1,5,1,3,2,3,2,1,2,2026-03-08T00:23:57.092713,claude-opus-4-6,anthropic,pytest-dev__pytest-6202
django__django-11885,2,4,4,3,3,3,0,3,4,5,3,2,4,1,2,1,2,1,4,4,2026-03-08T00:21:23.005630,claude-opus-4-6,anthropic,django__django-11885
sphinx-doc__sphinx-7748,1,3,4,3,3,3,0,3,2,3,2,1,2,1,3,3,3,2,4,4,2026-03-08T00:24:27.260670,claude-opus-4-6,anthropic,sphinx-doc__sphinx-7748
