,a1,b1,a1_std,b1_std,a2,b2,a2_std,b2_std,a3,b3,a3_std,b3_std
django__django-14999,0.82295656,-0.019534295,0.18404448,0.28769585,0.99781686,-0.05127843,0.19292602,0.24536279,0.46662372,0.033485983,0.17946678,0.41974688
django__django-15022,0.7924241,0.18695436,0.17726451,0.25600916,0.036499847,0.37981766,0.1432273,0.70100534,1.0636307,0.09891958,0.18591595,0.19818953
django__django-15037,0.7092758,0.28954813,0.18869863,0.31506103,1.410213,0.40671903,0.2108611,0.16375697,1.0406722,0.29583046,0.20281288,0.24780205
django__django-15098,1.0251749,1.8897532,0.16468915,0.55084693,1.0498767,1.8934376,0.29252025,0.5230569,1.1071831,1.841524,0.27847314,0.5684214
django__django-15103,0.83503884,-0.119586155,0.18483603,0.26609078,1.3736118,-0.26253337,0.26344132,0.20404622,0.9682401,-0.23249957,0.17843455,0.26488885
django__django-15104,1.1601584,-1.4894748,0.18803976,0.4370242,0.7753769,-0.64756775,0.29828992,0.53221256,1.2657431,-1.3667489,0.25664186,0.44790846
django__django-15127,0.9555235,1.3659993,0.13696021,0.27468577,0.74859124,0.88822925,0.1765556,0.3505178,0.48968905,0.648702,0.19410416,0.45006633
django__django-15128,0.8574007,0.33098286,0.17872337,0.25057375,0.53560567,0.40660462,0.16258985,0.40991232,1.267908,0.33997872,0.19963169,0.18401723
django__django-15161,0.69891477,0.25486812,0.19754149,0.34927106,1.4399732,0.34980226,0.23037513,0.17478581,0.73776495,0.25772014,0.19161773,0.3285284
django__django-15252,1.0988654,2.1426795,0.18898536,0.57900935,1.1380132,2.0393436,0.29311973,0.6458404,0.9220962,1.6470999,0.2724528,0.65993536
django__django-15268,0.7335986,0.38140056,0.18381098,0.31414476,1.0480278,0.5332581,0.18768194,0.21242419,1.293573,0.50500405,0.22802451,0.18810414
django__django-15277,1.0335472,-1.0839475,0.17936623,0.4157331,1.1268611,-0.9014734,0.29760998,0.36258742,1.1222087,-1.0853962,0.22793825,0.39289886
django__django-15278,0.8723646,-0.25214398,0.1838586,0.32159775,1.2163997,-0.36832228,0.2611418,0.24273792,1.2466937,-0.48918495,0.22597939,0.24116609
django__django-15280,1.02571,1.4427933,0.16123131,0.34857976,1.4766866,1.7065417,0.28064635,0.27390203,0.5419222,0.7846531,0.24999139,0.55683464
django__django-15315,0.8142326,-0.4983019,0.1741578,0.38591045,0.7593339,-0.2948991,0.24864915,0.38992286,1.3389146,-1.0482566,0.22598556,0.2472181
django__django-15368,1.1311755,-1.1637758,0.17753464,0.3613857,0.8907362,-0.5879377,0.28350094,0.40572727,1.1804844,-1.0179567,0.24966891,0.3596075
django__django-15375,0.79004973,0.40916184,0.18060565,0.32635662,1.5930982,0.56887174,0.21861446,0.17803138,1.1340877,0.3847413,0.20629916,0.2370483
django__django-15380,0.9787594,-0.37786242,0.17016533,0.2589125,0.91247594,-0.15641047,0.21699414,0.26830807,0.914865,-0.26258424,0.192172,0.2829187
django__django-15382,0.8014238,0.12707163,0.17958634,0.30596614,1.1548654,0.16485569,0.23624745,0.2382294,1.5458437,-0.022895314,0.23870252,0.16396835
django__django-15467,1.165932,-1.5480336,0.1912602,0.47169834,0.7540893,-0.6321893,0.30183715,0.60209364,1.2565012,-1.3586004,0.27630702,0.40705466
django__django-15499,1.0834852,-0.7542536,0.1739695,0.30985755,1.0250194,-0.4306596,0.27826232,0.29894432,0.9922856,-0.58579004,0.21924599,0.34544265
django__django-15503,0.64073575,0.6733904,0.2107774,0.44482887,1.8104724,1.639934,0.2970674,0.17765355,0.9241508,0.95280606,0.24962305,0.33938834
django__django-15525,0.54382783,0.23146378,0.20158847,0.4084582,1.544525,0.13833892,0.26321727,0.17023402,1.1499847,0.07024849,0.19551164,0.23490666
django__django-15554,0.7714351,0.8614459,0.18080036,0.3913402,1.4176853,1.4030806,0.2326071,0.22942758,1.0725362,1.1024832,0.2550612,0.270729
django__django-15561,0.8277946,-0.17918007,0.1737144,0.31355262,1.0192016,-0.15587841,0.2576775,0.26524076,1.4229668,-0.5178631,0.2162289,0.20993906
django__django-15563,1.0577779,1.5188704,0.14676486,0.27721012,0.6373482,0.9672985,0.20014818,0.42616746,0.9325287,1.1215127,0.22213735,0.3456841
django__django-15569,1.0361745,-1.1075203,0.18379462,0.38188177,0.8537389,-0.4872229,0.27223036,0.45779696,1.1879972,-1.0255808,0.23237002,0.35143006
django__django-15572,0.94453406,-0.42547992,0.15849814,0.29658523,0.9253558,-0.31182897,0.22138876,0.27480426,0.7637512,-0.31085992,0.18445398,0.30440956
django__django-15629,1.0838925,2.4123557,0.1974071,0.9354949,0.9887786,2.2070227,0.3203067,0.8573439,1.0578942,2.145707,0.28788006,0.91619694
django__django-15695,0.961996,1.8747451,0.13795143,0.35142094,0.66619676,1.38739,0.21249637,0.44594064,0.6855671,1.1505492,0.23482692,0.43534213
django__django-15731,0.83978504,-0.7407706,0.16953811,0.39628214,0.48518127,-0.07712177,0.24791087,0.5013004,1.3483931,-1.1719288,0.2177744,0.26750508
django__django-15732,1.0571007,1.6467345,0.13572896,0.2894311,0.7244746,0.9927916,0.1984145,0.40101928,0.31530622,0.5532816,0.22937575,0.5970991
django__django-15741,0.8908037,-0.6107938,0.16052233,0.38158417,0.29804668,0.07848613,0.22485451,0.6131147,1.237418,-1.0220025,0.20009248,0.25489768
django__django-15814,0.8867957,-0.14483435,0.18088622,0.29545248,0.91342425,-0.07807548,0.23293605,0.26378638,1.2374616,-0.35083172,0.2252652,0.20390075
django__django-15851,0.9032286,-0.60230374,0.17614308,0.41967082,0.9265016,-0.4989078,0.2863958,0.40227804,1.5240275,-1.0977327,0.25681162,0.2658738
django__django-15863,1.0038466,-0.45858434,0.17396876,0.27364722,1.0886619,-0.23784198,0.24699117,0.256684,1.1942711,-0.43092492,0.2055009,0.236708
django__django-15916,0.59851617,0.5583257,0.19088905,0.37261584,0.64966697,0.78266203,0.19563623,0.35142744,1.5900253,1.2538756,0.23965572,0.17332463
django__django-15930,0.860802,0.16005844,0.17970905,0.25679797,1.1565901,0.1975062,0.22782873,0.22246487,1.286157,0.0412603,0.20720728,0.19094503
django__django-15957,1.1436715,1.6766262,0.16951215,0.37839246,1.4191228,1.9160572,0.27729654,0.30561322,0.39357385,0.7194144,0.28561974,0.6182267
django__django-15973,1.1351396,1.8524498,0.16987471,0.4016128,1.1412057,1.7552042,0.2643932,0.40354192,0.7813498,1.119611,0.2436092,0.53182477
django__django-15987,0.99416584,-0.5050823,0.15461943,0.20271148,0.11889479,0.2925094,0.15006997,0.69361526,0.27423534,0.094734535,0.13633028,0.5623797
django__django-16032,0.8021812,0.22375697,0.17972183,0.30680966,1.4023926,0.27832195,0.22344859,0.18170908,1.2874072,0.15884541,0.20908295,0.20251957
django__django-16082,0.7316128,0.1108198,0.18297097,0.34240904,1.5791138,-0.11501806,0.30164868,0.17102757,1.1095197,-0.09172134,0.18572044,0.224196
django__django-16100,0.8894455,-0.1797285,0.17202647,0.26969326,0.7152242,0.054644916,0.20735161,0.33783627,1.0298816,-0.35311514,0.19250706,0.24249108
django__django-16116,0.7269558,-0.17874789,0.17794833,0.37618914,1.0434082,-0.32169482,0.24310918,0.25793648,1.2370293,-0.6446209,0.20356312,0.23587984
django__django-16136,0.85897577,-0.1048763,0.18552041,0.32708055,0.90018564,-0.0011433025,0.22932644,0.29178905,1.3651366,-0.3709021,0.21693087,0.19673169
django__django-16139,1.0213574,-1.4495492,0.16145416,0.45368227,0.8667274,-0.80223167,0.29281965,0.49418372,0.8412344,-1.0160005,0.23410621,0.46077964
django__django-16145,1.0267361,-0.930182,0.14525327,0.32209215,0.96206355,-0.45665702,0.2444955,0.3085654,0.89712334,-0.64009094,0.21583493,0.3416422
django__django-16255,1.0717424,-1.8196306,0.15993838,0.46037447,0.79530674,-0.99069,0.27867505,0.5084386,0.6937897,-0.8436643,0.2335973,0.60188884
django__django-16256,1.1338603,1.9518561,0.1717858,0.40800732,1.2117004,1.8458623,0.28083235,0.41132033,0.54295975,0.94628733,0.25356144,0.66430354
django__django-16263,1.0810416,2.3436491,0.19243343,0.9501457,0.99654394,2.2853425,0.30297697,0.891602,1.0966297,2.1917822,0.28853634,0.8434913
django__django-16315,0.81263053,0.46509686,0.1802506,0.3050852,1.416628,0.7185197,0.2022037,0.18065307,0.5777198,0.4239447,0.19534452,0.34811473
django__django-16333,1.1329044,-1.097976,0.18879244,0.37515122,1.1852149,-0.8607876,0.29323214,0.34225234,0.9493649,-0.8364281,0.23155552,0.4521062
django__django-16429,1.1266493,-1.343002,0.16179563,0.39092058,0.6190666,-0.39141634,0.2838874,0.5972649,1.1959952,-1.232438,0.23537806,0.38541588
django__django-16454,0.98932534,0.96250534,0.15747616,0.24651293,0.14848112,0.45683697,0.15180016,0.6550903,1.082844,0.99184066,0.19338995,0.23686121
django__django-16485,0.9384699,-0.78738004,0.16839038,0.3409394,1.000917,-0.62585175,0.27157822,0.3129639,1.0179663,-0.7886304,0.2268968,0.37767333
django__django-16493,1.0933826,-0.76268667,0.19077644,0.31921887,0.8370821,-0.34333384,0.2860536,0.42730594,1.3858019,-0.84212357,0.25404903,0.2663125
django__django-16502,1.1053419,2.30172,0.18329182,0.8645566,0.9508121,2.2496104,0.3032422,0.92291206,1.1606215,2.1724823,0.2689134,0.7962554
django__django-16527,1.1392517,-1.9179476,0.16556089,0.42179197,0.7096603,-0.7609092,0.27431816,0.5574278,0.7713584,-0.97755957,0.24720903,0.5814904
django__django-16560,0.7724956,0.65428483,0.1882965,0.3194235,1.3416767,1.0318304,0.1943519,0.17853004,0.8686373,0.6335944,0.20328204,0.3177732
django__django-16569,0.93881446,-1.9173062,0.16754837,0.49487182,0.34718856,-0.2878413,0.29651383,0.7167627,0.9488992,-1.5048903,0.22888288,0.4857013
django__django-16595,0.912608,-0.83641475,0.18516123,0.45234498,0.9871417,-0.7221954,0.2829549,0.36068064,1.1765609,-1.1352758,0.23480484,0.34070355
django__django-16612,0.9435202,-0.74666345,0.16178909,0.32543916,0.47864997,-0.1058544,0.22484988,0.49598154,1.1065105,-0.7971616,0.19661584,0.27810776
django__django-16631,1.0657936,2.5429235,0.18417,0.98627394,0.97823524,2.195268,0.3149975,0.8581586,1.1065168,2.1134198,0.27807707,0.975068
django__django-16642,0.8935567,0.16428162,0.17385216,0.23377404,0.06335852,0.4460588,0.15038219,0.69501543,1.1078602,0.0359061,0.15956676,0.19990136
django__django-16661,0.73933333,0.24168682,0.17066453,0.29565188,1.1156967,0.32037517,0.18906468,0.21504307,1.1080914,0.18427564,0.19207604,0.22317825
django__django-16662,0.9528247,-0.57838416,0.17201206,0.35538095,0.8311987,-0.24762432,0.25828564,0.34449804,1.2312003,-0.7080189,0.21788496,0.25434744
django__django-16667,1.0672951,2.3829503,0.18678287,0.9403037,0.96403956,2.067807,0.29457968,0.9215382,1.1345434,2.164474,0.28217834,0.8416523
django__django-16801,1.070068,-1.3756233,0.15838842,0.4358197,0.637083,-0.443063,0.2766317,0.4935324,1.0025116,-1.0380545,0.21716267,0.38461462
django__django-16819,0.9431716,-0.33050346,0.1815928,0.2976826,1.0605488,-0.16593468,0.25795314,0.27389446,1.289543,-0.4620366,0.21091312,0.23097752
django__django-16877,0.9101258,0.40467978,0.16971284,0.23286836,0.24616687,0.40922582,0.16082457,0.52892715,0.95073867,0.39384577,0.1795976,0.2419363
django__django-16899,0.77326655,-0.2506882,0.18029924,0.35016152,0.45172554,0.052300174,0.22726957,0.46433836,1.4254242,-0.59141463,0.22420385,0.20835869
django__django-16901,0.8593908,-0.08843803,0.18136738,0.29311892,0.98950714,-0.02804479,0.2420797,0.28649783,1.4388295,-0.37756827,0.20606893,0.19184192
django__django-16938,0.9763736,1.1926084,0.14886934,0.2632782,0.9565751,1.0677594,0.19726111,0.26471472,0.47066772,0.6470365,0.19194753,0.46259066
django__django-16950,0.903619,1.0041952,0.1778703,0.3095574,1.0603147,1.0158964,0.22047009,0.26792824,1.5244668,1.2801657,0.2435681,0.2096821
django__django-17029,0.81999165,-1.0710241,0.16768467,0.50738853,1.1682413,-1.0805148,0.2815534,0.34367728,0.9082274,-0.97912395,0.23458524,0.4560772
django__django-17084,0.9646304,0.5611303,0.17508781,0.2638487,1.3839598,0.8090388,0.21086743,0.19270596,0.6025766,0.44268548,0.2063902,0.36435786
django__django-17087,0.81028426,0.10819026,0.18607053,0.30993205,1.0969557,0.08630937,0.23325157,0.25232992,1.583409,-0.22858603,0.25378543,0.1670243
django__django-7530,0.9002386,-0.919032,0.14983565,0.32568404,0.68146527,-0.32614145,0.2030013,0.3974113,0.5911807,-0.54564583,0.17662615,0.4161378
django__django-9296,1.0329976,-1.4155488,0.1662727,0.47151992,0.5999213,-0.5350938,0.2960799,0.6274465,1.24061,-1.4215968,0.24052192,0.3988082
matplotlib__matplotlib-13989,1.038106,-0.443891,0.1748678,0.26572213,1.2232733,-0.30096504,0.24270578,0.21752922,0.9237392,-0.31840727,0.19381143,0.30711156
matplotlib__matplotlib-14623,0.8286783,0.27486768,0.1871089,0.30998987,1.807742,0.44959453,0.27399045,0.14879055,0.6055839,0.26032183,0.19602247,0.39686322
matplotlib__matplotlib-20488,0.9181967,0.8362824,0.17509477,0.2662864,1.2894051,1.0700703,0.19345249,0.21481243,0.33614826,0.46326554,0.21744555,0.5441175
matplotlib__matplotlib-20676,0.99419624,1.1725111,0.15515077,0.27538377,0.46695253,0.7103564,0.18400085,0.4828951,1.1966839,1.1917942,0.21557686,0.21926679
matplotlib__matplotlib-20826,0.8797329,0.75868326,0.16013807,0.25898716,0.9524565,0.85482407,0.17749792,0.2584839,0.6472494,0.603413,0.20915708,0.37956682
matplotlib__matplotlib-20859,0.91654074,-0.2298004,0.18314698,0.2496531,0.9299028,-0.084790364,0.21978463,0.2729933,0.91162544,-0.25194833,0.1772288,0.26367825
matplotlib__matplotlib-21568,1.0275581,2.116747,0.19349957,0.67237246,1.015205,2.0174859,0.29015502,0.62578714,1.0898417,1.9317409,0.264693,0.59410655
matplotlib__matplotlib-22719,1.0571932,-1.1720462,0.17556424,0.34264594,1.0562788,-0.8377778,0.26957628,0.34523773,0.65978557,-0.618452,0.21854773,0.49524418
matplotlib__matplotlib-22865,0.95950717,0.5296305,0.18170948,0.25398993,0.9560816,0.60136974,0.17853698,0.24797894,1.2372181,0.56465113,0.21377605,0.18814225
matplotlib__matplotlib-22871,0.8365699,0.5267682,0.17836569,0.3203951,1.6109239,0.6819578,0.23191947,0.15957642,0.5791947,0.42390084,0.19632334,0.37961447
matplotlib__matplotlib-23299,1.1535071,2.3834696,0.13720076,0.3807773,0.08495945,0.44998765,0.2429757,0.71295846,0.7430135,1.1957507,0.23873721,0.4888156
matplotlib__matplotlib-23314,0.9572949,-0.3121164,0.16319934,0.28788567,1.0060061,-0.19257927,0.19748701,0.2618948,0.7534763,-0.2490371,0.17922029,0.30287257
matplotlib__matplotlib-23412,1.0826093,-0.5004402,0.17070822,0.25359154,0.87131786,-0.11731757,0.2307775,0.32674074,1.0337573,-0.45762724,0.18579549,0.2604127
matplotlib__matplotlib-23476,1.1034931,2.5236764,0.15141124,0.5212143,0.48155746,1.2609166,0.25951725,0.73686177,0.8505548,1.5467131,0.24956737,0.56646156
matplotlib__matplotlib-24026,0.88312984,-0.41361365,0.15637001,0.2790933,0.2375757,0.15864548,0.19835636,0.5919126,1.0041488,-0.57074136,0.18004182,0.24175158
matplotlib__matplotlib-24149,0.8886378,-0.38732597,0.16291061,0.2958199,1.033868,-0.26668182,0.23613063,0.24952993,0.8484525,-0.4102391,0.18699673,0.3036516
matplotlib__matplotlib-24177,0.93994385,1.4313388,0.17538096,0.43021333,1.4854555,1.7831118,0.26623508,0.27065584,0.82612973,1.1131432,0.24563049,0.43279728
matplotlib__matplotlib-24570,0.99938774,-0.34474227,0.16811632,0.20336428,-0.044930883,0.42471626,0.16322389,0.6694491,0.6659899,-0.07405799,0.15809071,0.31061184
matplotlib__matplotlib-24627,0.7894293,0.17155145,0.18736637,0.2698172,0.9598779,0.20713648,0.18149473,0.24004763,0.9123807,0.07969926,0.17616564,0.24024948
matplotlib__matplotlib-24637,0.85081476,0.069918156,0.18025759,0.25698802,1.2174765,0.13231142,0.20590414,0.18183757,0.72696793,0.051818363,0.19179904,0.35329503
matplotlib__matplotlib-24870,1.0829842,2.0547223,0.17255738,0.5706539,1.1574663,1.9148598,0.29863575,0.49256873,0.92991185,1.5778207,0.26334023,0.5772728
matplotlib__matplotlib-24970,1.0325629,-0.51756763,0.17629246,0.28973907,0.6948279,-0.11535786,0.24579568,0.36901125,1.2576417,-0.6424314,0.20093048,0.2266265
matplotlib__matplotlib-25122,1.0253538,-0.8709517,0.16720027,0.31099665,0.63622165,-0.2918207,0.24198477,0.42037728,0.9537299,-0.7709669,0.20105553,0.3493172
matplotlib__matplotlib-25287,0.95447606,-0.4949214,0.15791637,0.31292114,0.28853723,0.08798163,0.20892505,0.5977444,1.3046024,-0.7697165,0.21716136,0.2296331
matplotlib__matplotlib-25311,0.6800558,0.3559265,0.18797243,0.35108215,1.1442368,0.44655076,0.19171369,0.23073784,1.1568218,0.34409165,0.20489001,0.21458948
matplotlib__matplotlib-25332,0.8785686,0.28839922,0.17702632,0.2484074,0.8143039,0.3913711,0.17813045,0.2564952,0.8739832,0.2324267,0.18539757,0.24318932
matplotlib__matplotlib-25479,1.061635,2.4015365,0.19073728,0.8933976,0.9946938,2.146613,0.3018456,0.87733555,1.1087319,2.0898507,0.2786852,0.788989
matplotlib__matplotlib-25775,0.9027213,0.41814572,0.16448659,0.23792318,0.38202727,0.43851677,0.15607294,0.4283203,0.8776098,0.38983667,0.18698452,0.25347155
matplotlib__matplotlib-25960,1.0628545,1.7322973,0.1494517,0.36254817,1.0456337,1.587546,0.23674217,0.38164556,0.6295257,0.96931905,0.2304366,0.5413723
matplotlib__matplotlib-26113,0.9672597,-0.8167613,0.16602455,0.32689318,0.8706063,-0.44098267,0.26198834,0.35074946,0.9874418,-0.7063917,0.21155688,0.32425153
matplotlib__matplotlib-26208,1.0259213,1.9350146,0.16386303,0.54418945,0.9160158,1.6954534,0.2569316,0.5493986,1.1689627,1.9412678,0.27068943,0.459815
matplotlib__matplotlib-26291,0.5124309,0.29768413,0.19608802,0.38129997,0.80957097,0.39677042,0.17404126,0.2727724,0.7852348,0.26389492,0.1685134,0.25083673
matplotlib__matplotlib-26342,1.1147649,-0.4507504,0.18968086,0.23962738,1.2051451,-0.27337176,0.2567845,0.22857797,0.90988636,-0.32864445,0.1996257,0.3112918
matplotlib__matplotlib-26466,1.0603918,2.3867862,0.19422673,0.9471496,1.0037172,2.1980984,0.31749701,0.9487401,1.1370814,2.257061,0.25509092,0.9169011
mwaskom__seaborn-3069,0.79142725,0.5677923,0.1764848,0.31842595,1.3238086,0.87465596,0.2040481,0.20021066,0.8632077,0.59240866,0.20929633,0.3118911
mwaskom__seaborn-3187,0.86772716,1.2586349,0.16901326,0.46188965,1.0263859,1.5196054,0.257411,0.36287904,1.3842186,1.8165512,0.2602038,0.3077729
pallets__flask-5014,1.1172417,-1.4055319,0.16097601,0.37078035,0.8229521,-0.62942487,0.2590131,0.45793843,0.7893146,-0.70490414,0.22407365,0.49151415
psf__requests-1142,0.81143063,0.2779053,0.1647134,0.26135474,0.3984198,0.36914614,0.1605188,0.4353407,0.9061067,0.21762764,0.18235224,0.2151048
psf__requests-1724,0.9538659,-0.36351907,0.1504901,0.21100856,-0.02588425,0.42312977,0.14091086,0.6704326,0.29551888,0.07265976,0.15482895,0.52984715
psf__requests-1766,0.8530832,-0.27203274,0.17053185,0.26547456,-0.22201924,0.5192577,0.15792133,0.54909396,0.66454774,-0.6361189,0.12854213,0.3262168
psf__requests-1921,1.0387794,-0.010301296,0.17390701,0.20283611,0.07253709,0.30906913,0.14316218,0.6892853,0.50420207,0.11919393,0.15929824,0.35854053
psf__requests-2317,0.8778653,-0.17714931,0.16366658,0.21872157,-0.16593416,0.43883318,0.13994579,0.626483,0.5900492,-0.015988654,0.15347314,0.3069572
psf__requests-2931,0.8431942,0.80250394,0.1579968,0.26930326,0.7058608,0.77721876,0.16678065,0.30209082,0.32520738,0.37190318,0.17028439,0.48054504
psf__requests-5414,0.92338645,0.27272615,0.18222962,0.25829569,0.6807666,0.3452644,0.18092893,0.33590096,1.3683617,0.1895805,0.20123541,0.17409025
psf__requests-6028,1.1181033,1.9285979,0.16524139,0.44921818,0.98857087,1.5926045,0.24438617,0.46516538,0.89908904,1.5103775,0.256635,0.4705659
pydata__xarray-2905,0.71060795,0.16408622,0.19263433,0.32720464,0.75803816,0.26575488,0.1996079,0.29167053,1.268744,0.015272302,0.19772314,0.1851639
pydata__xarray-3095,0.8272105,0.20831923,0.17933644,0.3019396,1.3485694,0.22692056,0.23652267,0.20199801,1.3603456,0.14882739,0.20823486,0.20424758
pydata__xarray-3151,0.86748344,-0.11991536,0.1821037,0.34142947,1.3389597,-0.21210375,0.2560301,0.23535791,1.456599,-0.47572485,0.21355635,0.19520372
pydata__xarray-3305,0.86636394,-0.22245845,0.1703707,0.29916614,0.56499857,0.07560573,0.19078276,0.4026438,1.1666095,-0.4263748,0.18800792,0.21335778
pydata__xarray-3677,0.93824464,-0.6608859,0.17282948,0.39052597,1.0803094,-0.4408761,0.2800477,0.34091902,1.379502,-0.8822885,0.23531881,0.2688252
pydata__xarray-3993,0.80649084,0.48471254,0.17742243,0.31574658,1.111502,0.60972553,0.19064398,0.22871488,1.2273248,0.5701765,0.2346763,0.20149913
pydata__xarray-4075,1.1395974,-1.2717279,0.17435765,0.3771883,0.85946107,-0.6625366,0.29426628,0.47207418,1.2477593,-1.1700251,0.25248826,0.3535254
pydata__xarray-4094,0.761388,0.31529167,0.19110137,0.30036002,1.5723966,0.37503612,0.22738779,0.16589643,0.8154391,0.27184287,0.20148818,0.30278298
pydata__xarray-4356,0.89296687,-0.5096847,0.16887057,0.34316862,1.0330981,-0.495265,0.28822613,0.30913192,1.3041432,-0.8593631,0.23115705,0.28618693
pydata__xarray-4629,1.1574396,-1.3813757,0.18624324,0.4775186,1.1066825,-1.0292842,0.30384606,0.46724793,1.0644398,-1.2178141,0.25115836,0.46542856
pydata__xarray-4687,0.8609463,0.76558906,0.17017475,0.31461638,0.9614273,1.0454693,0.18746045,0.27063894,0.9767446,0.8937341,0.2196477,0.2579904
pydata__xarray-4695,0.9494099,0.3838399,0.18594092,0.26772776,1.4619263,0.5485438,0.20741849,0.193596,0.8156565,0.34548426,0.20008102,0.28513795
pydata__xarray-4966,1.0782151,-0.5685818,0.18448672,0.28589252,1.0792637,-0.3287767,0.27316254,0.30823556,1.0982363,-0.5603401,0.20397924,0.2926952
pydata__xarray-6461,0.95165133,-0.4791205,0.16750813,0.26553333,0.51258695,0.057862476,0.21482559,0.432839,1.0813086,-0.32432103,0.18415989,0.24610612
pydata__xarray-6599,1.0996001,0.7690532,0.16126445,0.18823184,0.32612425,0.48662025,0.14857481,0.50387174,0.019029766,0.2780148,0.14874825,0.7181395
pydata__xarray-6721,0.8075658,0.2698865,0.17973953,0.2596606,0.970483,0.4252238,0.17391603,0.23195013,0.43457112,0.28723985,0.17508265,0.40131226
pydata__xarray-6744,0.898195,0.28692883,0.180607,0.2430378,0.8840805,0.34875602,0.18173051,0.25893816,0.89877903,0.22410871,0.17965737,0.2494082
pydata__xarray-6938,0.9485345,1.3363276,0.17152928,0.4148085,1.1517037,1.443418,0.23741749,0.31346178,1.1965821,1.4403155,0.2590513,0.31647077
pydata__xarray-6992,1.0939358,2.4215937,0.18374267,0.87133765,0.99435675,2.1056566,0.28891766,0.8447868,1.1489421,2.2070491,0.28399798,0.8369552
pydata__xarray-7229,1.0549843,2.2964559,0.18462208,0.87814504,1.028472,2.1118448,0.30722663,0.80553705,1.165576,2.1788075,0.28838524,0.8475234
pydata__xarray-7233,0.927685,-0.4636224,0.16305974,0.34452087,0.960379,-0.47101066,0.24772298,0.3268295,1.1299171,-0.69733447,0.21054372,0.28304848
pydata__xarray-7393,0.43044493,0.3184178,0.20098102,0.4880995,1.5527433,0.40374294,0.23836036,0.16201672,0.6551104,0.24687591,0.19211113,0.3305656
pylint-dev__pylint-4551,1.0686237,2.491659,0.18158019,0.97392297,1.0053943,2.1121716,0.29316097,0.9015519,1.1199746,2.0747623,0.2636973,0.76012886
pylint-dev__pylint-4604,1.0610379,2.3324196,0.19586678,0.96635795,1.0502197,2.153913,0.28652844,0.8682818,1.1204132,2.1705353,0.27629864,0.8561293
pylint-dev__pylint-4661,1.0497336,2.4213948,0.19634613,0.95287853,0.9994689,2.0945318,0.29271486,0.93385226,1.0804771,2.1604815,0.26854438,0.8508431
pylint-dev__pylint-4970,0.9877671,1.7541202,0.115959466,0.25375947,0.31838244,0.6702458,0.17537676,0.58948123,0.26586235,0.48004508,0.1745956,0.6114803
pylint-dev__pylint-6386,0.98019844,0.8013688,0.16553806,0.25961363,1.3326476,1.0456812,0.20160134,0.21275955,0.59060717,0.6209236,0.22021061,0.41540828
pylint-dev__pylint-6528,0.6775678,0.4928616,0.18621835,0.31072438,0.7881857,0.5889922,0.16920005,0.29795796,0.7789789,0.4873264,0.19058333,0.30349955
pylint-dev__pylint-6903,1.1223692,-1.582571,0.20018108,0.5239034,0.94155186,-1.0160509,0.3033774,0.54384255,1.193454,-1.4689591,0.2856211,0.4734615
pylint-dev__pylint-7080,1.1070834,1.380877,0.15020317,0.23241854,0.3666241,0.71468353,0.16898891,0.5467691,0.5495073,0.71388084,0.19524291,0.42459777
pylint-dev__pylint-7277,1.0222962,-1.0941402,0.13445826,0.2403742,-0.03326707,0.3748335,0.15763137,0.75818443,0.28320938,-0.012333081,0.15830407,0.61168617
pylint-dev__pylint-8898,1.0273134,2.2293465,0.11913052,0.33439985,0.14392239,0.61551493,0.2040271,0.74049926,0.65454865,0.9634116,0.2177788,0.461489
pytest-dev__pytest-10051,1.0258943,0.62529534,0.1771433,0.27258778,1.5754611,0.84185797,0.22673059,0.17498857,0.4320483,0.4511525,0.20467162,0.49166825
pytest-dev__pytest-10081,0.9184391,-0.047484867,0.18043518,0.2948486,0.83785933,0.070029214,0.23179796,0.29800856,1.3294513,-0.25788155,0.22023036,0.18569508
pytest-dev__pytest-10356,1.0640646,2.3593051,0.19284284,0.7988735,0.98166525,2.1274033,0.2918248,0.93810874,1.1387705,2.2559764,0.27360454,0.8778685
pytest-dev__pytest-5262,0.8589721,-0.04402158,0.17876554,0.27978674,1.2911956,-0.16655499,0.26080468,0.19995293,1.0304211,-0.20249406,0.18747245,0.23012713
pytest-dev__pytest-5631,0.78803355,-0.010652173,0.1866476,0.34724164,1.122824,-0.09337162,0.25051078,0.23586941,1.3363702,-0.31236565,0.20647907,0.20737086
pytest-dev__pytest-5787,0.7306212,0.5845236,0.17811641,0.37699243,1.7580304,1.149815,0.27909106,0.17021175,1.1663,0.8558232,0.24716474,0.24368228
pytest-dev__pytest-5809,0.9382561,-1.1771462,0.18838355,0.56465197,1.0436893,-1.0568142,0.3045387,0.47566518,1.2044705,-1.5929657,0.2519517,0.4799593
pytest-dev__pytest-5840,0.9718679,1.8198338,0.1809013,0.6104204,1.0205554,1.7965817,0.2842784,0.5861984,1.248452,1.994489,0.26871702,0.47689784
pytest-dev__pytest-6197,0.9872241,0.9019771,0.16249172,0.31337398,1.4044086,1.1269728,0.23796563,0.21149376,0.87600255,0.78007865,0.23221204,0.3127701
pytest-dev__pytest-6202,1.1308746,-1.4561576,0.16838408,0.42815477,1.0082957,-0.9350095,0.30617544,0.46121562,0.9868196,-1.0256394,0.2442556,0.4951535
pytest-dev__pytest-7205,0.79977727,0.033561982,0.16482103,0.28612912,-0.40138483,0.52254385,0.1519175,0.4142826,0.9224703,-0.2522531,0.150457,0.22692917
