,a1,b1,a1_std,b1_std,a2,b2,a2_std,b2_std
django__django-17084,1.0878637,0.6035371,0.21385573,0.26003388,1.5074201,0.8406703,0.1960898,0.17731166
django__django-17087,1.6142193,-0.2454271,0.22348325,0.16635182,1.476695,-0.013075643,0.23544557,0.18973489
django__django-7530,1.1221359,-1.2207254,0.15110551,0.24385135,0.6206079,-0.19752754,0.22082944,0.36848474
django__django-9296,1.533027,-1.9905175,0.20136105,0.3551319,0.87490094,-0.8187486,0.30585834,0.46701598
matplotlib__matplotlib-13989,1.2959985,-0.60112494,0.17902976,0.21990527,1.408367,-0.3591613,0.2607556,0.20270894
matplotlib__matplotlib-14623,0.8993744,0.30971512,0.2213158,0.30582824,1.8912354,0.45793548,0.24319153,0.1411289
matplotlib__matplotlib-20488,0.845148,0.66323614,0.22891335,0.34371227,1.3350406,1.3624858,0.20239775,0.19327283
matplotlib__matplotlib-20676,1.5649574,1.3894454,0.19090866,0.17874332,0.64187986,0.70057845,0.19616924,0.3878977
matplotlib__matplotlib-20826,1.0471952,0.7758003,0.22156298,0.24020559,1.0516443,1.0312022,0.1729586,0.22574016
matplotlib__matplotlib-20859,1.2530544,-0.36474144,0.18171889,0.19268334,1.0890712,-0.172418,0.221875,0.21720366
matplotlib__matplotlib-21568,1.4594377,2.5797179,0.20289087,0.52397525,1.160235,2.0417771,0.30877483,0.57669705
matplotlib__matplotlib-22719,1.3387506,-1.4908857,0.1853282,0.2873839,1.0102059,-0.78101754,0.2706442,0.3590119
matplotlib__matplotlib-22865,1.5654258,0.571815,0.22441928,0.1530596,1.2064061,0.5726236,0.18225002,0.20935689
matplotlib__matplotlib-22871,0.9248338,0.4440407,0.2458684,0.2864049,1.7219298,0.7363907,0.23236215,0.15732627
matplotlib__matplotlib-23299,1.472345,2.402041,0.14970061,0.30290806,0.15136932,0.61856335,0.25542107,0.69454014
matplotlib__matplotlib-23314,1.2348409,-0.5433457,0.18549317,0.20844026,1.005561,-0.11714409,0.21601088,0.23749262
matplotlib__matplotlib-23412,1.4194701,-0.71109873,0.18114492,0.19560875,1.0310347,-0.2261545,0.24042352,0.25697365
matplotlib__matplotlib-23476,1.4650197,2.891885,0.17227739,0.445605,0.5989628,1.2539172,0.29417175,0.6873552
matplotlib__matplotlib-24026,1.3801695,-0.78792155,0.16119346,0.17774093,0.4634166,0.051490095,0.19416681,0.4691765
matplotlib__matplotlib-24149,1.2049798,-0.4479787,0.19577686,0.23959947,1.2150519,-0.45480546,0.23628576,0.20410782
matplotlib__matplotlib-24177,1.3089311,1.4599582,0.19803156,0.32342345,1.6594052,1.7795706,0.29319745,0.26793915
matplotlib__matplotlib-24570,1.3269496,-0.44688448,0.16899079,0.1703422,-0.03304123,0.40882695,0.13993159,0.6647623
matplotlib__matplotlib-24627,1.1955929,0.080752745,0.1920875,0.20091793,1.0971951,0.15682206,0.19606152,0.21070233
matplotlib__matplotlib-24637,1.0744154,0.045419224,0.20515475,0.22745141,1.3176928,0.055217333,0.19827874,0.17796928
matplotlib__matplotlib-24870,1.4705064,2.1694143,0.20335767,0.47886854,1.3603593,2.0326376,0.28963813,0.47295082
matplotlib__matplotlib-24970,1.5596418,-0.87362105,0.1944643,0.17413124,0.9322663,-0.17680925,0.2399317,0.2848277
matplotlib__matplotlib-25122,1.4206392,-1.2739156,0.17329949,0.23118486,0.7753401,-0.28764838,0.24050412,0.3785801
matplotlib__matplotlib-25287,1.5333502,-0.9899807,0.18175742,0.17801878,0.56601125,-0.0564665,0.22490938,0.44457096
matplotlib__matplotlib-25311,1.3035624,0.30896556,0.19820726,0.18665648,1.3159165,0.3978066,0.18312158,0.187836
matplotlib__matplotlib-25332,1.2554939,0.23475057,0.19687884,0.18896085,0.93222874,0.35526007,0.17341714,0.24484849
matplotlib__matplotlib-25479,1.4825598,2.995017,0.23914014,0.94202447,1.1550354,2.3231013,0.30845127,0.9371702
matplotlib__matplotlib-25775,1.2522147,0.407393,0.21619302,0.17205837,0.552974,0.3828807,0.16326855,0.34708777
matplotlib__matplotlib-25960,1.3344532,1.8399006,0.17586264,0.29938632,1.2031748,1.5838845,0.25905865,0.32626495
matplotlib__matplotlib-26113,1.3822803,-1.1079488,0.18742645,0.2406875,1.0107762,-0.5320802,0.2507087,0.3096461
matplotlib__matplotlib-26208,1.4756006,2.2732072,0.20340893,0.4039097,1.1262968,1.9017478,0.27625996,0.48647425
matplotlib__matplotlib-26291,1.0218667,0.21224026,0.19039023,0.2381508,0.91178375,0.33256903,0.17048082,0.23650855
matplotlib__matplotlib-26342,1.3749923,-0.65538937,0.19191569,0.20683885,1.3304249,-0.28218257,0.26026338,0.20243168
matplotlib__matplotlib-26466,1.535308,2.8482103,0.22398648,0.79477495,1.1700822,2.3532891,0.32592326,0.8576315
mwaskom__seaborn-3069,1.1782146,0.6511361,0.21524458,0.22195719,1.5015712,0.8661919,0.20983085,0.17730263
mwaskom__seaborn-3187,1.4886878,2.0139515,0.17182757,0.30665833,1.1958426,1.5512215,0.23986804,0.3504861
pallets__flask-5014,1.397764,-1.5751712,0.17862883,0.30392212,0.9780374,-0.7509434,0.2880934,0.37891182
psf__requests-1142,1.232758,0.19983442,0.19227886,0.16343172,0.52534866,0.38085085,0.16113949,0.34297544
psf__requests-1724,0.98210764,-0.37527895,0.16881596,0.21164516,-0.096952036,0.38972265,0.12784253,0.68411
psf__requests-1766,1.2148235,-0.68917376,0.16753961,0.18948756,-0.1600675,0.4353044,0.14653143,0.6286428
psf__requests-1921,1.2222053,0.00817162,0.17702378,0.16681892,0.037797604,0.38762608,0.12711877,0.7485075
psf__requests-2317,1.1819686,-0.26070288,0.1701734,0.17435408,-0.13048041,0.42898676,0.14865077,0.70801425
psf__requests-2931,0.8723858,0.79493684,0.19625461,0.27361724,0.6967065,0.89096236,0.16859847,0.2958014
psf__requests-5414,1.6000885,0.13230106,0.2305995,0.14028668,0.9543862,0.27745393,0.18303084,0.24946223
psf__requests-6028,1.4476299,2.027921,0.19106987,0.32672125,1.2173634,1.8112032,0.27085117,0.37635535
pydata__xarray-2905,1.4374106,-0.03887741,0.2105834,0.17527544,0.99011713,0.19671528,0.19254512,0.2167905
pydata__xarray-3095,1.5226792,0.08212391,0.22000706,0.17523083,1.5826092,0.2053173,0.23542476,0.16607732
pydata__xarray-3151,1.475522,-0.47480488,0.19247407,0.1988759,1.7763982,-0.39273706,0.31717965,0.17894645
pydata__xarray-3305,1.4052293,-0.53362304,0.1798934,0.18169531,0.8449246,0.066208534,0.20634359,0.29895017
pydata__xarray-3677,1.5145034,-1.0573925,0.200919,0.22751638,1.4254913,-0.6841273,0.2807233,0.24510667
pydata__xarray-3993,1.400236,0.54287004,0.20472528,0.1778848,1.386772,0.60320514,0.18716578,0.18399066
pydata__xarray-4075,1.6213542,-1.6922402,0.20496367,0.30674404,1.1053064,-0.74825066,0.29675096,0.3865828
pydata__xarray-4094,1.0806063,0.26181942,0.21195792,0.25019994,1.673652,0.38389787,0.23933607,0.15178442
pydata__xarray-4356,1.4005349,-1.0405385,0.18378708,0.25107425,1.3784357,-0.60147256,0.28377134,0.24170376
pydata__xarray-4629,1.587361,-1.8380191,0.2386799,0.35345066,1.3511927,-1.1248016,0.32842004,0.36045903
pydata__xarray-4687,1.3375885,0.99843067,0.19510391,0.20019984,1.0818814,0.9617571,0.1847676,0.21882504
pydata__xarray-4695,1.189794,0.41888407,0.21426138,0.20157138,1.6397682,0.5341999,0.23329039,0.14981389
pydata__xarray-4966,1.542306,-0.8903011,0.18184441,0.20847514,1.1534133,-0.39285636,0.2713723,0.2436885
pydata__xarray-6461,1.4084133,-0.6806176,0.18401682,0.18634322,0.69162875,-0.004073422,0.2277238,0.30845803
pydata__xarray-6599,0.79029405,0.950911,0.1619753,0.29771486,0.23968486,0.86757225,0.13125971,0.5132371
pydata__xarray-6721,0.80871385,0.31453705,0.22696348,0.29515734,1.0314676,0.40931305,0.17666876,0.22175284
pydata__xarray-6744,1.3496906,0.23930556,0.21001458,0.17437461,1.0308267,0.3536827,0.18718761,0.21161878
pydata__xarray-6938,1.4441491,1.6714911,0.17745529,0.25022766,1.2979195,1.4741479,0.24742493,0.29468277
pydata__xarray-6992,1.5215831,2.9484346,0.23335654,0.7748339,1.151604,2.3606572,0.33210576,0.8125609
pydata__xarray-7229,1.4968408,2.9481437,0.22270094,0.80005836,1.1935004,2.2803228,0.30105093,0.83491826
pydata__xarray-7233,1.4564471,-0.96770245,0.18697603,0.2135081,1.1403496,-0.43949324,0.26260987,0.26223212
pydata__xarray-7393,0.7017943,0.28787735,0.21058226,0.4017813,1.6854535,0.41343394,0.22031265,0.14491293
pylint-dev__pylint-4551,1.5184944,3.0159621,0.22394866,0.79317063,1.1631292,2.2957852,0.34058437,0.88321173
pylint-dev__pylint-4604,1.5545683,2.8656874,0.21867034,0.7791633,1.1886891,2.2793489,0.3128568,0.7505937
pylint-dev__pylint-4661,1.4840873,2.8812046,0.23299399,0.78631955,1.1472572,2.3498843,0.3402411,0.95870286
pylint-dev__pylint-4970,1.0870489,1.7643124,0.13327205,0.26809907,0.30010664,0.6260414,0.16486639,0.5645499
pylint-dev__pylint-6386,1.1680547,0.8449201,0.21606508,0.25581935,1.4134712,1.1494038,0.20792034,0.1929403
pylint-dev__pylint-6528,1.072909,0.497434,0.2109878,0.21800673,0.9040187,0.57971835,0.15880008,0.24160029
pylint-dev__pylint-6903,1.5808306,-2.0707765,0.2383547,0.41555852,1.2505565,-1.3429198,0.3291074,0.4836022
pylint-dev__pylint-7080,1.2956895,1.4752904,0.15222043,0.21798906,0.36097693,0.631666,0.18160963,0.52497023
pylint-dev__pylint-7277,1.025213,-1.1030202,0.12420823,0.23858136,-0.058688223,0.29474565,0.14336954,0.7316359
pylint-dev__pylint-8898,1.3304826,2.3006399,0.13711786,0.28134954,0.23215814,0.57825005,0.22566448,0.61147225
pytest-dev__pytest-10051,0.99223024,0.65808845,0.24297868,0.276368,1.6044115,0.9731501,0.22536094,0.17156014
pytest-dev__pytest-10081,1.5390134,-0.36909807,0.19698925,0.16522248,1.1552303,-0.03549321,0.22148764,0.2388736
pytest-dev__pytest-10356,1.513854,2.8602023,0.23601058,0.796121,1.2007042,2.3393884,0.32978132,0.7756517
pytest-dev__pytest-5262,1.2921369,-0.317669,0.18596761,0.20450807,1.5289947,-0.20017971,0.26449868,0.17296918
pytest-dev__pytest-5631,1.418502,-0.3861826,0.19330636,0.17602268,1.4898206,-0.19396508,0.2596083,0.1727742
pytest-dev__pytest-5787,1.2712065,0.8273079,0.23488286,0.22776315,1.9532908,1.07938,0.26397067,0.16916132
pytest-dev__pytest-5809,1.4726173,-2.0284264,0.1976927,0.39393562,1.208973,-1.2421837,0.31614876,0.45190322
pytest-dev__pytest-5840,1.4495658,2.313321,0.20203733,0.46231,1.2461863,1.9812338,0.30380464,0.46638605
pytest-dev__pytest-6197,1.302327,1.0333308,0.20223534,0.20146796,1.5581747,1.1200981,0.21946333,0.1767877
pytest-dev__pytest-6202,1.5234109,-1.7514648,0.21030584,0.3510291,1.1778668,-1.0552423,0.29640353,0.39387432
pytest-dev__pytest-7205,1.3821986,-0.29815513,0.16279809,0.17035417,-0.24099703,0.4628121,0.15472421,0.5543696
pytest-dev__pytest-7236,1.1703913,-0.021599405,0.1919905,0.22479466,1.4705011,-0.054967113,0.24012572,0.1621002
pytest-dev__pytest-7324,1.1612868,0.6523419,0.2236076,0.25059313,1.8884299,0.9457677,0.2382676,0.15382381
pytest-dev__pytest-7432,1.3571743,-0.34836745,0.198347,0.18223223,1.2157395,-0.105825216,0.24140787,0.21072018
pytest-dev__pytest-7490,1.4806198,0.29124922,0.225813,0.16801938,1.2560387,0.36693683,0.19521885,0.19180307
pytest-dev__pytest-7521,1.3052162,-0.11430396,0.19566998,0.20100883,1.6236066,-0.07509196,0.25468984,0.16011001
pytest-dev__pytest-7571,1.5014215,-0.66127515,0.2068922,0.19861487,1.4270923,-0.4343381,0.27296698,0.2045822
pytest-dev__pytest-7982,1.2438412,-1.3315094,0.18104184,0.29966238,1.2813897,-0.8009832,0.26448774,0.27647895
pytest-dev__pytest-8399,1.2686572,-1.492573,0.19600101,0.34067556,1.256135,-1.0221438,0.28828758,0.32777432
scikit-learn__scikit-learn-10297,1.4812063,-1.6416696,0.19627532,0.28505597,1.0452247,-0.6993996,0.2999239,0.37464288
scikit-learn__scikit-learn-10844,1.559966,-2.1413496,0.23858048,0.40256828,1.2303659,-1.2731177,0.31988722,0.4651823
scikit-learn__scikit-learn-10908,1.0979946,0.18746819,0.2040398,0.24732703,1.6448663,0.20059033,0.23515388,0.1572669
scikit-learn__scikit-learn-11310,1.6115985,-0.9546379,0.20349607,0.19191031,1.2246385,-0.39222834,0.26779363,0.2712719
scikit-learn__scikit-learn-11578,1.4350815,-1.7333057,0.16838163,0.28211868,0.5982294,-0.50372005,0.27440402,0.5598577
scikit-learn__scikit-learn-12585,1.4940447,-2.2298088,0.20558307,0.37338555,0.8978551,-1.0518632,0.2983845,0.52815735
scikit-learn__scikit-learn-12682,1.4039569,0.26361293,0.20183524,0.19639958,1.7529594,0.30529183,0.25043827,0.1576165
scikit-learn__scikit-learn-12973,1.3399205,-0.4496698,0.18034443,0.17509127,0.75098103,0.124979384,0.19274001,0.29167858
scikit-learn__scikit-learn-13124,1.3395131,0.28630346,0.20843938,0.16414462,0.650973,0.37453485,0.16721925,0.33643413
scikit-learn__scikit-learn-13135,1.5724331,-0.7328215,0.21509576,0.1795,1.3049158,-0.33053315,0.26052096,0.22463377
scikit-learn__scikit-learn-13142,1.579654,-0.5329629,0.21729122,0.18632948,1.5246437,-0.294803,0.2948296,0.19011685
scikit-learn__scikit-learn-13328,1.2744725,-1.1562006,0.18474232,0.29105183,1.2839597,-0.91115403,0.26742232,0.2731413
scikit-learn__scikit-learn-13439,1.4523388,-1.4874824,0.18160793,0.29346287,1.0436608,-0.67410403,0.28934735,0.38118014
scikit-learn__scikit-learn-13496,1.4275317,-0.88496685,0.19208086,0.21889095,1.4453876,-0.600494,0.30363837,0.20563915
scikit-learn__scikit-learn-13779,1.1608772,-1.0484039,0.17952651,0.28516555,1.197781,-0.8204851,0.25735545,0.26116642
scikit-learn__scikit-learn-14053,1.3281249,-0.71358377,0.1865688,0.22665243,1.4810603,-0.58705235,0.27741066,0.20611547
scikit-learn__scikit-learn-14087,0.9651361,0.35036042,0.234172,0.25925475,1.3277571,0.43601865,0.18901794,0.17685255
scikit-learn__scikit-learn-14141,1.3767545,-1.6350992,0.1969045,0.31983852,1.2008317,-0.9851094,0.27241513,0.34815973
scikit-learn__scikit-learn-14496,1.4577006,-1.9381474,0.19911051,0.36701852,1.1101527,-1.0806292,0.28536296,0.4329115
scikit-learn__scikit-learn-14629,1.3701135,1.5763278,0.17419964,0.2263409,1.0855507,1.1533146,0.21521433,0.28533003
scikit-learn__scikit-learn-14710,1.0228791,-0.915429,0.16516882,0.24577726,0.47395483,-0.35324547,0.1834397,0.4165678
scikit-learn__scikit-learn-14894,1.5123893,-1.6429722,0.21570629,0.3304545,1.3466805,-1.0399814,0.32278356,0.36449662
scikit-learn__scikit-learn-14983,1.5730579,0.6579797,0.22888607,0.14926675,1.2274452,0.6401432,0.18193772,0.19598807
scikit-learn__scikit-learn-15100,1.5370692,-1.5970663,0.18403292,0.2897556,0.9604236,-0.68803513,0.28899723,0.38953647
scikit-learn__scikit-learn-25102,1.1481957,0.9683367,0.1724047,0.19120048,0.2629066,0.492496,0.15346031,0.51278967
scikit-learn__scikit-learn-25232,0.78321034,-0.22117998,0.21150233,0.32424027,1.2270206,-0.47654697,0.22180197,0.18543175
scikit-learn__scikit-learn-25747,1.311173,1.8602022,0.1524094,0.21760379,0.22390045,0.59874064,0.19038533,0.6564451
scikit-learn__scikit-learn-25931,1.3151919,-0.34622285,0.1989541,0.20017132,1.2257379,-0.19736747,0.21808499,0.22628114
scikit-learn__scikit-learn-25973,1.4542137,-0.25261793,0.19567357,0.19238666,1.516289,-0.16716786,0.2585744,0.17232624
scikit-learn__scikit-learn-26194,1.3119287,2.7085457,0.16059835,0.42359108,0.5912601,1.296482,0.26191407,0.6431474
scikit-learn__scikit-learn-26323,1.4282085,-0.76775485,0.1944047,0.20333678,1.1471268,-0.3406708,0.25402838,0.2513479
scikit-learn__scikit-learn-9288,1.5748341,-0.44208813,0.21308705,0.18467891,1.4230064,-0.14097364,0.25436363,0.19229506
sphinx-doc__sphinx-10323,0.4138806,0.28469548,0.20332193,0.56182915,1.458779,0.5887562,0.19238472,0.16583158
sphinx-doc__sphinx-10435,1.3732826,2.079913,0.19934043,0.4478641,1.320752,2.0007417,0.29699293,0.40595412
sphinx-doc__sphinx-10449,1.3201479,0.25837457,0.20629078,0.19160067,1.3570684,0.31710365,0.19581619,0.17998247
sphinx-doc__sphinx-10466,1.355046,-0.6302525,0.18347439,0.19982359,1.0423907,-0.1413862,0.20968416,0.25974095
sphinx-doc__sphinx-10614,1.3872198,2.9034917,0.16918515,0.5119612,0.70407474,1.3778942,0.27736944,0.64315015
sphinx-doc__sphinx-10673,1.2849112,0.10656838,0.20381819,0.17489424,1.1478542,0.22060792,0.20163473,0.18929042
sphinx-doc__sphinx-11445,1.0689697,0.42231345,0.20344809,0.24336901,1.6270825,0.5785155,0.20504294,0.15116203
sphinx-doc__sphinx-11510,1.5438641,2.950005,0.2130545,0.73249406,1.1756234,2.3430037,0.32189825,0.8336436
sphinx-doc__sphinx-7440,1.1467996,-0.32432714,0.19562814,0.21743853,1.0287076,-0.042510156,0.21208978,0.23066056
sphinx-doc__sphinx-7454,1.5081658,0.5498443,0.22212142,0.1567705,0.9929469,0.51951647,0.18178259,0.22877365
sphinx-doc__sphinx-7462,1.5297045,2.9576366,0.22106712,0.7582594,1.1536788,2.2689974,0.34055218,0.88931316
sphinx-doc__sphinx-7590,1.5063138,2.5761752,0.20346838,0.5298375,1.0832559,1.9355944,0.3099495,0.674596
sphinx-doc__sphinx-7748,1.4956863,2.877086,0.22072308,0.76634896,1.1804878,2.3995197,0.32031402,0.7929806
sphinx-doc__sphinx-7757,1.3047256,0.23006499,0.19754085,0.19121706,1.8894657,0.28419998,0.26965088,0.14892289
sphinx-doc__sphinx-7889,1.5095364,-0.3588635,0.1883479,0.15790115,0.9068525,0.10923912,0.20765811,0.2622974
sphinx-doc__sphinx-7910,1.2371765,0.02135247,0.20767921,0.20952338,1.4927979,0.0007414003,0.23240188,0.16961162
sphinx-doc__sphinx-7985,1.5320557,2.5584319,0.16372363,0.33186272,0.5128111,0.978065,0.24417901,0.5956863
sphinx-doc__sphinx-8035,1.1517905,0.11854282,0.20930828,0.23273954,1.8585384,0.11459428,0.27788702,0.1520765
sphinx-doc__sphinx-8056,1.2253522,1.2938269,0.18940355,0.2493422,1.1533953,1.4073572,0.22485197,0.2661228
sphinx-doc__sphinx-8120,1.1428316,-0.117282525,0.19917239,0.21683407,1.5786915,-0.12882097,0.26198685,0.16488476
sphinx-doc__sphinx-8265,1.3606161,1.3929697,0.1957604,0.2715703,1.5091842,1.5875776,0.27143237,0.22986905
sphinx-doc__sphinx-8269,1.249232,-0.27967355,0.18135715,0.19135174,0.9362754,-0.019579811,0.19364065,0.25052068
sphinx-doc__sphinx-8459,1.4524243,0.26514125,0.20794517,0.17955902,1.5586435,0.3335189,0.23233747,0.16232446
sphinx-doc__sphinx-8475,1.337912,-0.604853,0.16622399,0.17906533,0.678226,0.033310007,0.20657676,0.3250837
sphinx-doc__sphinx-8548,1.2545826,1.5170829,0.19875033,0.28651643,1.5779546,1.6833909,0.27530405,0.23243904
sphinx-doc__sphinx-8551,1.0913414,0.496905,0.24016361,0.28084987,1.9098086,0.78441733,0.26232225,0.16314538
sphinx-doc__sphinx-8593,1.3226243,0.3619229,0.20608681,0.2114881,2.0780504,0.4729694,0.2684837,0.1422104
sphinx-doc__sphinx-8595,1.3304142,-0.76151025,0.1549066,0.18356565,-0.10328574,0.46360973,0.1603072,0.6637006
sphinx-doc__sphinx-8621,0.8814287,0.5247483,0.2357207,0.3232181,1.6728046,0.893081,0.22853594,0.16013043
sphinx-doc__sphinx-8638,1.2564468,1.6029814,0.18604603,0.294841,1.523956,1.7522143,0.2686583,0.26561156
sphinx-doc__sphinx-8721,1.2741457,-1.1961375,0.16760425,0.25416008,0.8825084,-0.40501428,0.24389133,0.325223
sphinx-doc__sphinx-9229,1.458755,2.5970142,0.20065334,0.49835333,1.2382356,2.0121047,0.30643862,0.54163086
sphinx-doc__sphinx-9230,1.2166423,0.60321635,0.22052996,0.252443,1.9168798,0.892738,0.2395819,0.15549546
sphinx-doc__sphinx-9258,1.32247,0.7403846,0.21537805,0.21152663,1.4803306,0.947532,0.208922,0.17079622
sphinx-doc__sphinx-9281,1.4509071,-0.10319884,0.19824338,0.18176246,1.4092898,0.034539863,0.23704815,0.19448641
sphinx-doc__sphinx-9320,1.5030937,-1.1525395,0.18960273,0.2366569,1.13692,-0.4356002,0.2821151,0.27030644
sphinx-doc__sphinx-9367,1.4600943,-1.0901537,0.18996622,0.2439382,1.1519765,-0.54048914,0.26194847,0.28028676
sphinx-doc__sphinx-9461,1.512217,2.8997545,0.22048888,0.70676374,1.1632264,2.266381,0.32057175,0.8364575
sphinx-doc__sphinx-9591,0.920035,0.71807724,0.22294433,0.29418945,1.0676643,1.1455741,0.17864305,0.22725587
sphinx-doc__sphinx-9602,1.3553064,1.7887254,0.19460857,0.31509644,1.4203705,1.7026731,0.26942357,0.29073545
sphinx-doc__sphinx-9658,1.6391684,0.8336493,0.22424622,0.16390745,1.2850533,0.71830076,0.18747959,0.20732462
sphinx-doc__sphinx-9673,1.0950449,0.17492382,0.21682172,0.25941625,2.2098074,0.10623766,0.30399543,0.122475445
sphinx-doc__sphinx-9698,1.3588383,-0.8838623,0.16699024,0.2162044,0.91731334,-0.21170327,0.22953685,0.2843009
sphinx-doc__sphinx-9711,1.5427262,-0.79898334,0.16954353,0.17188066,0.22554831,0.16993283,0.1810644,0.6210169
sympy__sympy-11618,1.4667764,-0.665475,0.18846896,0.2063253,1.374851,-0.38154626,0.27286664,0.21424933
sympy__sympy-12096,1.4639132,-1.3055098,0.18552738,0.26947427,1.1921874,-0.74857813,0.27980512,0.28693932
sympy__sympy-12419,1.489767,0.14909697,0.21580552,0.17733946,1.9784586,0.23793449,0.26262736,0.1397243
sympy__sympy-12481,1.3935755,-0.294183,0.17981133,0.17989007,1.008705,-0.006011323,0.21209018,0.24409248
sympy__sympy-12489,1.2839941,1.1771321,0.2140047,0.27911702,1.8019363,1.6551291,0.3064766,0.19156587
sympy__sympy-13031,1.2734704,1.0717615,0.1748479,0.1875226,0.73636746,0.79709303,0.17409016,0.2996727
sympy__sympy-13091,1.1931539,0.9590625,0.20824784,0.27763158,1.9080982,1.5085647,0.2722502,0.1851206
sympy__sympy-13372,1.4537121,-0.8420266,0.18295887,0.2096669,1.0665277,-0.29923388,0.24281415,0.25993973
sympy__sympy-13480,1.631144,-1.6071461,0.2165118,0.2851372,1.1347609,-0.87674433,0.2937302,0.36413008
sympy__sympy-13551,1.1111516,0.61076427,0.22764233,0.23973021,1.5237427,0.83950895,0.20284934,0.16386802
sympy__sympy-13615,1.2771261,0.59033024,0.22253914,0.2222663,1.8895992,0.7855221,0.2553297,0.14922005
sympy__sympy-13647,1.5603168,-0.83628714,0.20037054,0.19697115,1.35844,-0.47702456,0.2706803,0.23769651
sympy__sympy-13757,1.4443817,0.31996754,0.22940429,0.18583786,1.7268276,0.41189575,0.2571378,0.14913312
sympy__sympy-13798,1.2552905,2.2298143,0.14926569,0.3270026,0.7621157,1.2678778,0.2231628,0.48137015
sympy__sympy-13852,1.5150932,2.8272827,0.23056404,0.7278267,1.2060951,2.2849984,0.3275067,0.8460421
sympy__sympy-13877,0.71944624,0.91792,0.19601382,0.35937762,0.44009662,1.6535207,0.12266566,0.3557185
sympy__sympy-13878,1.5095938,0.32702944,0.22155751,0.16151905,1.2008377,0.38861677,0.1840828,0.1941926
sympy__sympy-13974,1.141445,1.6598816,0.15663639,0.24410537,0.4342285,0.9006069,0.18088397,0.48877987
sympy__sympy-14248,1.429377,2.0791297,0.16929859,0.28990978,0.9321288,1.4826256,0.231783,0.44390452
sympy__sympy-14531,0.96540546,-0.030255977,0.21079375,0.24505444,1.2157441,-0.089354895,0.20169002,0.1956444
sympy__sympy-14711,1.3909495,-1.0677025,0.17558423,0.21638282,0.8155558,-0.21153802,0.22553939,0.3455798
sympy__sympy-14976,1.737679,0.3661035,0.22075647,0.11712563,0.22082806,0.44005272,0.15205508,0.60328054
sympy__sympy-15017,1.2826443,0.5794352,0.19186679,0.18284073,0.6328313,0.5150698,0.16990584,0.29551855
sympy__sympy-15345,1.2676865,0.37706977,0.20599274,0.22082517,1.6655737,0.49132296,0.24100016,0.1652597
sympy__sympy-15349,1.1757892,-0.30995113,0.19419989,0.23823895,1.3990467,-0.36421978,0.24178815,0.18040194
sympy__sympy-15599,1.137944,0.88672304,0.21911868,0.25004262,1.3576007,1.3242074,0.1979237,0.19115868
sympy__sympy-15809,1.0464748,-0.12752022,0.19898297,0.23143157,1.2049943,-0.03898302,0.20731522,0.20783648
sympy__sympy-15875,1.0990993,0.22556366,0.18934308,0.20443532,0.6532889,0.36330745,0.16800043,0.27165842
sympy__sympy-15976,1.2126731,0.9630325,0.20989254,0.25702554,1.6615113,1.3652816,0.25100228,0.18745491
sympy__sympy-16450,1.4006203,-0.9193213,0.17346874,0.2014768,0.83407027,-0.19366048,0.23477407,0.31239083
sympy__sympy-16597,1.4755902,2.8680792,0.232411,0.7985069,1.2015452,2.447469,0.33869466,0.8284471
sympy__sympy-16766,1.3831953,-1.6409097,0.16521563,0.269238,0.7112969,-0.49423644,0.2521744,0.45955604
sympy__sympy-16792,1.6657814,0.13979705,0.21917057,0.14964195,1.3584137,0.27349907,0.21474493,0.18515897
sympy__sympy-16886,1.5689437,-1.2776484,0.19922031,0.25428924,1.1810428,-0.7161653,0.30891863,0.30120927
sympy__sympy-17139,1.2152443,-0.09550865,0.2008266,0.19643217,1.380688,-0.118810035,0.21435456,0.167695
sympy__sympy-17318,1.1897664,2.2861302,0.13573295,0.33724964,0.2969723,1.1464162,0.19061431,0.6906402
sympy__sympy-17630,1.4572736,2.4637635,0.20704128,0.5288396,1.2457541,2.070515,0.31488255,0.5667822
sympy__sympy-17655,1.5131869,-0.32100233,0.18729204,0.1866301,0.833187,0.10553666,0.1994822,0.28978845
sympy__sympy-18189,1.3448881,-0.26019865,0.20757575,0.21972857,1.9158909,-0.3396431,0.34109658,0.15265499
sympy__sympy-18199,1.4885123,2.5496998,0.20516717,0.5218344,1.1218758,1.9151996,0.28287128,0.61675364
sympy__sympy-18211,1.2030244,0.3635381,0.20432799,0.19572192,1.2243637,0.4636243,0.18626104,0.18007052
sympy__sympy-18698,1.4779521,0.98048365,0.20186776,0.1753746,1.1143187,0.93457955,0.19616218,0.23437311
sympy__sympy-18763,1.0090686,0.43225962,0.17621252,0.20587827,-0.6926662,0.12463514,0.17272481,0.26061276
sympy__sympy-19040,1.215792,1.2225193,0.19147435,0.23596072,1.308648,1.2900681,0.20241293,0.21129203
sympy__sympy-19346,1.6362886,-0.7345695,0.2084463,0.17669351,1.2373416,-0.24194422,0.2546453,0.2380432
sympy__sympy-19495,1.4146042,0.1887057,0.20422497,0.15048964,0.31717786,0.3274725,0.15821649,0.50533843
sympy__sympy-19637,1.4068654,-1.0586021,0.20112512,0.28073704,1.4359971,-0.92510706,0.29567808,0.25287148
sympy__sympy-19783,1.3098178,0.31725624,0.21026084,0.18619373,1.5781244,0.3990322,0.21409869,0.16609271
sympy__sympy-19954,1.5961823,-0.6416625,0.20461969,0.18335567,1.3713236,-0.3400428,0.25865352,0.20004809
