instance_id,solution_hint,problem_clarity,domain_knowledge_required,logical_reasoning_required,atypicality,verification_difficulty,standard_pattern_available,error_specificity,reproduction_clarity,expected_behavior_clarity,debugging_complexity,codebase_scope,information_completeness,similar_issue_likelihood,side_effect_risk,test_comprehensiveness,test_assertion_complexity,test_edge_case_coverage,solution_complexity,integration_complexity,_extracted_at,_model,_provider,_task_id,entry_point_clarity,change_blast_radius,fix_localization
django__django-14915,3,5,2,1,1,1,1,5,4,5,1,1,5,1,2,3,2,2,1,2,2026-03-07T23:27:29.452971,claude-opus-4-6,anthropic,django__django-14915,5,2,5
sphinx-doc__sphinx-8056,1,4,4,3,3,2,0,4,4,4,3,1,5,1,3,3,2,2,3,3,2026-03-07T23:28:45.472777,claude-opus-4-6,anthropic,sphinx-doc__sphinx-8056,4,2,4
sympy__sympy-17318,3,5,4,3,3,2,0,5,5,5,2,2,5,1,2,3,3,3,2,3,2026-03-07T23:29:05.919316,claude-opus-4-6,anthropic,sympy__sympy-17318,5,2,4
pylint-dev__pylint-7277,3,5,3,2,2,3,1,4,5,5,1,1,5,1,3,4,3,4,2,3,2026-03-07T23:28:21.275243,claude-opus-4-6,anthropic,pylint-dev__pylint-7277,5,2,5
sympy__sympy-24213,1,5,4,3,2,2,0,5,5,4,2,1,5,1,2,2,3,1,1,3,2026-03-07T23:29:16.045292,claude-opus-4-6,anthropic,sympy__sympy-24213,5,2,5
matplotlib__matplotlib-25960,2,4,4,4,3,3,0,4,5,3,3,2,4,1,3,3,3,2,3,4,2026-03-07T23:28:06.574147,claude-opus-4-6,anthropic,matplotlib__matplotlib-25960,4,2,5
django__django-11740,3,4,4,3,3,3,0,4,4,5,2,1,5,1,2,2,3,1,2,3,2026-03-07T23:26:47.927836,claude-opus-4-6,anthropic,django__django-11740,4,2,4
sympy__sympy-20801,1,5,4,3,3,2,0,5,5,4,2,1,5,1,3,3,1,3,2,3,2026-03-07T23:29:11.455994,claude-opus-4-6,anthropic,sympy__sympy-20801,4,2,5
django__django-14493,3,5,3,1,1,2,1,5,5,4,1,1,5,1,1,2,3,2,1,2,2026-03-07T23:27:21.608112,claude-opus-4-6,anthropic,django__django-14493,5,2,5
django__django-14539,1,5,3,4,3,2,0,5,5,5,3,1,5,1,2,2,2,2,2,3,2026-03-07T23:27:22.818902,claude-opus-4-6,anthropic,django__django-14539,5,2,5
astropy__astropy-13236,3,5,4,2,2,2,1,4,4,5,1,1,5,1,3,4,3,3,1,3,2026-03-07T23:26:33.804231,claude-opus-4-6,anthropic,astropy__astropy-13236,5,3,5
pytest-dev__pytest-10081,1,5,4,3,3,3,0,5,5,5,2,1,5,1,1,4,4,3,2,3,2026-03-07T23:28:22.143730,claude-opus-4-6,anthropic,pytest-dev__pytest-10081,4,2,5
django__django-17084,1,4,5,4,3,3,0,4,4,4,3,1,4,1,2,3,3,2,2,3,2026-03-07T23:27:56.175039,claude-opus-4-6,anthropic,django__django-17084,3,2,5
django__django-13028,3,5,4,3,3,2,0,5,5,4,2,1,5,1,2,3,3,2,1,3,2026-03-07T23:27:02.096374,claude-opus-4-6,anthropic,django__django-13028,5,2,5
pydata__xarray-6461,1,4,3,3,2,2,1,5,5,3,2,1,4,1,2,2,2,2,1,2,2026-03-07T23:28:15.919751,claude-opus-4-6,anthropic,pydata__xarray-6461,5,2,5
matplotlib__matplotlib-20488,1,4,4,3,3,3,0,5,4,3,3,1,4,1,2,3,3,3,2,3,2026-03-07T23:27:57.134711,claude-opus-4-6,anthropic,matplotlib__matplotlib-20488,4,3,4
pytest-dev__pytest-8399,3,5,3,1,1,2,1,5,5,5,1,2,5,1,2,3,3,3,1,2,2026-03-07T23:28:28.500312,claude-opus-4-6,anthropic,pytest-dev__pytest-8399,5,1,5
matplotlib__matplotlib-20826,2,4,4,3,3,3,0,4,5,5,3,2,5,1,3,2,3,1,2,3,2026-03-07T23:27:58.293383,claude-opus-4-6,anthropic,matplotlib__matplotlib-20826,4,3,4
django__django-15851,3,5,2,1,1,1,1,5,5,5,1,1,5,1,1,2,1,1,1,1,2026-03-07T23:27:39.989247,claude-opus-4-6,anthropic,django__django-15851,5,2,5
sympy__sympy-19783,1,4,4,3,3,2,0,4,5,5,2,2,4,1,3,3,2,3,2,3,2026-03-07T23:29:08.965953,claude-opus-4-6,anthropic,sympy__sympy-19783,4,2,4
pytest-dev__pytest-5840,2,4,4,3,3,4,0,5,4,4,3,2,5,1,3,3,3,3,3,4,2026-03-07T23:28:25.481460,claude-opus-4-6,anthropic,pytest-dev__pytest-5840,4,2,4
django__django-10097,3,5,3,3,2,2,1,4,4,5,2,1,5,1,3,4,2,4,1,1,2026-03-07T23:26:37.487156,claude-opus-4-6,anthropic,django__django-10097,5,2,5
sympy__sympy-22714,1,4,4,3,3,2,0,5,5,4,2,1,5,1,2,1,1,1,1,2,2026-03-07T23:29:14.269215,claude-opus-4-6,anthropic,sympy__sympy-22714,5,2,5
django__django-11239,3,5,3,1,1,1,1,4,4,5,1,1,5,1,1,3,4,2,1,2,2026-03-07T23:26:43.913676,claude-opus-4-6,anthropic,django__django-11239,5,2,5
django__django-15503,2,4,5,4,4,3,0,5,5,5,3,2,5,1,3,4,3,4,3,4,2026-03-07T23:27:36.181575,claude-opus-4-6,anthropic,django__django-15503,4,2,5
sympy__sympy-24443,2,4,4,3,3,2,0,5,5,4,2,1,5,1,3,2,2,1,3,3,2026-03-07T23:29:18.955001,claude-opus-4-6,anthropic,sympy__sympy-24443,5,2,5
django__django-15368,3,5,3,2,1,2,1,5,5,5,1,1,5,1,2,2,2,1,1,2,2026-03-07T23:27:35.638015,claude-opus-4-6,anthropic,django__django-15368,5,2,5
matplotlib__matplotlib-23476,2,5,4,3,3,2,0,5,5,5,2,1,5,1,2,2,3,1,1,3,2026-03-07T23:28:00.144967,claude-opus-4-6,anthropic,matplotlib__matplotlib-23476,4,2,4
django__django-15104,3,5,3,1,1,1,1,5,5,5,1,1,5,1,1,2,3,2,1,2,2026-03-07T23:27:30.221508,claude-opus-4-6,anthropic,django__django-15104,5,1,5
django__django-15554,1,4,5,4,4,3,0,4,5,4,4,2,5,0,3,2,3,2,4,4,2026-03-07T23:27:36.073019,claude-opus-4-6,anthropic,django__django-15554,3,3,4
django__django-13195,3,5,3,2,1,2,1,4,4,5,2,3,5,1,2,4,3,3,2,3,2026-03-07T23:27:26.350992,claude-opus-4-6,anthropic,django__django-13195,5,2,5
sympy__sympy-15349,3,5,3,2,1,2,1,5,5,5,1,1,5,1,2,4,3,3,1,1,2026-03-07T23:29:01.982680,claude-opus-4-6,anthropic,sympy__sympy-15349,5,2,5
scikit-learn__scikit-learn-25747,3,5,3,2,2,2,1,5,5,4,2,1,5,1,3,3,3,2,1,3,2026-03-07T23:28:40.179015,claude-opus-4-6,anthropic,scikit-learn__scikit-learn-25747,5,2,5
django__django-16801,3,5,4,2,2,2,1,4,3,5,1,1,4,1,2,2,3,2,2,3,2026-03-07T23:27:50.718652,claude-opus-4-6,anthropic,django__django-16801,5,2,5
django__django-14580,3,5,4,2,2,2,1,5,5,5,1,1,5,1,1,3,2,2,1,2,2026-03-07T23:27:23.878896,claude-opus-4-6,anthropic,django__django-14580,4,2,5
sympy__sympy-20154,3,5,1,1,1,1,1,4,4,5,1,1,4,1,3,4,2,3,1,2,2026-03-07T23:29:10.061864,claude-opus-4-6,anthropic,sympy__sympy-20154,5,2,5
pytest-dev__pytest-5787,1,4,4,4,3,3,0,4,5,5,3,2,4,1,3,4,4,3,4,4,2026-03-07T23:28:25.974446,claude-opus-4-6,anthropic,pytest-dev__pytest-5787,4,2,4
django__django-13212,3,5,3,2,1,2,1,4,4,5,1,2,5,1,3,4,3,4,2,3,2026-03-07T23:27:02.698711,claude-opus-4-6,anthropic,django__django-13212,5,2,4
pylint-dev__pylint-4661,3,4,2,2,2,2,1,3,3,4,1,2,4,1,4,2,2,1,2,3,2026-03-07T23:28:18.656702,claude-opus-4-6,anthropic,pylint-dev__pylint-4661,5,2,5
sphinx-doc__sphinx-10435,3,5,4,2,3,2,0,5,5,5,1,1,5,1,2,3,3,2,2,3,2026-03-07T23:28:40.055785,claude-opus-4-6,anthropic,sphinx-doc__sphinx-10435,5,2,5
sympy__sympy-20590,3,5,3,2,2,1,1,5,5,5,1,1,5,1,2,2,2,2,1,2,2026-03-07T23:29:11.390482,claude-opus-4-6,anthropic,sympy__sympy-20590,4,2,5
django__django-16315,3,5,4,3,2,2,1,5,5,5,2,2,5,1,2,3,3,2,3,3,2026-03-07T23:27:46.138374,claude-opus-4-6,anthropic,django__django-16315,4,3,3
psf__requests-2317,3,5,3,2,2,2,1,4,4,4,1,1,5,1,2,2,1,1,1,2,2026-03-07T23:28:08.344959,claude-opus-4-6,anthropic,psf__requests-2317,5,2,5
django__django-14017,3,5,4,2,2,2,1,5,5,5,1,1,5,1,2,4,3,4,1,3,2026-03-07T23:27:16.461553,claude-opus-4-6,anthropic,django__django-14017,5,2,5
django__django-13551,3,5,3,2,1,2,1,4,4,5,1,1,4,1,3,4,3,4,2,3,2026-03-07T23:27:06.847735,claude-opus-4-6,anthropic,django__django-13551,5,2,5
matplotlib__matplotlib-26208,1,4,5,4,4,3,0,4,5,4,4,2,5,0,3,3,2,2,1,3,2026-03-07T23:28:06.967128,claude-opus-4-6,anthropic,matplotlib__matplotlib-26208,3,3,4
sympy__sympy-19346,2,5,2,2,1,2,1,4,5,4,1,1,5,1,2,4,2,4,2,2,2026-03-07T23:29:07.980541,claude-opus-4-6,anthropic,sympy__sympy-19346,5,2,5
django__django-15128,3,4,5,4,4,3,0,5,5,3,4,2,5,0,3,3,3,2,4,4,2026-03-07T23:27:32.876429,claude-opus-4-6,anthropic,django__django-15128,4,3,4
django__django-13121,1,4,5,4,4,3,0,5,5,4,4,4,4,0,3,2,3,2,4,4,2026-03-07T23:27:01.776940,claude-opus-4-6,anthropic,django__django-13121,4,2,4
scikit-learn__scikit-learn-10844,3,5,2,2,1,2,1,4,3,4,1,1,4,1,1,2,2,2,2,1,2026-03-07T23:28:26.615156,claude-opus-4-6,anthropic,scikit-learn__scikit-learn-10844,5,1,5
django__django-12419,3,5,2,1,1,1,1,5,4,5,1,1,5,1,3,1,2,1,1,1,2026-03-07T23:26:57.600276,claude-opus-4-6,anthropic,django__django-12419,5,2,4
django__django-13658,3,5,3,1,1,2,1,5,4,5,1,1,5,1,1,2,4,2,1,2,2026-03-07T23:27:11.770706,claude-opus-4-6,anthropic,django__django-13658,5,1,5
django__django-14349,2,4,3,2,2,2,1,5,5,4,1,1,5,1,2,4,2,4,1,2,2026-03-07T23:27:20.587766,claude-opus-4-6,anthropic,django__django-14349,5,2,5
sphinx-doc__sphinx-7910,3,5,3,2,2,2,1,5,4,4,1,1,5,1,2,3,3,2,1,2,2026-03-07T23:28:44.323503,claude-opus-4-6,anthropic,sphinx-doc__sphinx-7910,5,2,5
django__django-11848,3,5,3,3,2,3,1,4,3,5,1,1,5,1,2,4,4,4,2,2,2026-03-07T23:26:51.394620,claude-opus-4-6,anthropic,django__django-11848,5,2,5
django__django-13033,3,5,4,3,3,3,0,5,5,5,3,1,5,1,2,3,3,2,2,4,2026-03-07T23:26:59.984061,claude-opus-4-6,anthropic,django__django-13033,4,2,4
sympy__sympy-15345,1,5,4,3,2,2,1,5,5,5,2,1,5,1,2,2,1,2,2,3,2026-03-07T23:29:01.239643,claude-opus-4-6,anthropic,sympy__sympy-15345,4,2,5
django__django-16661,1,4,5,4,4,3,0,4,5,5,4,1,5,0,3,3,3,3,4,4,2026-03-07T23:27:51.220656,claude-opus-4-6,anthropic,django__django-16661,4,2,5
django__django-12858,1,4,4,3,3,2,0,5,4,4,2,1,4,1,2,2,2,1,1,3,2026-03-07T23:26:59.509019,claude-opus-4-6,anthropic,django__django-12858,4,2,5
scikit-learn__scikit-learn-25931,3,5,3,2,2,2,1,5,5,5,1,1,5,1,2,2,2,1,2,3,2026-03-07T23:28:38.795831,claude-opus-4-6,anthropic,scikit-learn__scikit-learn-25931,5,2,4
mwaskom__seaborn-3069,2,4,4,3,3,2,0,3,3,4,3,2,4,0,3,3,3,3,3,3,2026-03-07T23:28:06.356067,claude-opus-4-6,anthropic,mwaskom__seaborn-3069,4,3,3
scikit-learn__scikit-learn-11310,3,5,3,1,1,2,1,3,5,5,1,1,5,1,1,2,2,1,1,2,2026-03-07T23:28:29.449556,claude-opus-4-6,anthropic,scikit-learn__scikit-learn-11310,5,1,5
sympy__sympy-18189,3,5,2,2,1,2,1,5,5,5,1,1,5,1,1,3,2,2,1,2,2026-03-07T23:29:08.440314,claude-opus-4-6,anthropic,sympy__sympy-18189,4,2,5
django__django-12663,3,4,5,4,4,3,0,5,5,4,4,1,5,0,3,2,3,2,2,4,2026-03-07T23:26:58.415318,claude-opus-4-6,anthropic,django__django-12663,4,3,4
scikit-learn__scikit-learn-10297,3,5,3,1,1,1,1,5,5,4,1,1,5,1,2,3,2,2,1,2,2026-03-07T23:28:29.704782,claude-opus-4-6,anthropic,scikit-learn__scikit-learn-10297,5,2,5
pylint-dev__pylint-6386,1,4,4,3,3,2,0,5,5,4,3,3,5,1,3,2,2,1,3,3,2026-03-07T23:28:19.826642,claude-opus-4-6,anthropic,pylint-dev__pylint-6386,4,2,5
django__django-14534,3,5,3,2,1,2,1,5,5,5,1,1,5,1,2,3,2,3,1,2,2026-03-07T23:27:22.031408,claude-opus-4-6,anthropic,django__django-14534,5,2,5
django__django-14373,3,5,2,1,1,1,1,4,3,5,1,1,4,1,2,3,1,3,1,1,2026-03-07T23:27:21.495077,claude-opus-4-6,anthropic,django__django-14373,5,2,5
django__django-15098,3,5,3,2,2,2,1,4,5,5,2,1,5,1,3,4,3,4,1,2,2026-03-07T23:27:29.369491,claude-opus-4-6,anthropic,django__django-15098,3,2,5
sympy__sympy-23534,2,5,3,2,1,1,1,5,5,5,2,1,5,1,1,2,1,1,1,2,2026-03-07T23:29:17.483101,claude-opus-4-6,anthropic,sympy__sympy-23534,5,2,5
django__django-14631,3,4,4,3,3,3,0,3,4,4,3,2,5,0,3,3,3,3,3,4,2026-03-07T23:27:26.319466,claude-opus-4-6,anthropic,django__django-14631,4,3,4
django__django-11433,2,4,4,3,3,2,0,3,3,4,2,1,3,1,3,4,3,4,2,3,2026-03-07T23:26:46.517138,claude-opus-4-6,anthropic,django__django-11433,4,2,5
psf__requests-1921,2,5,3,2,2,2,1,4,5,5,2,1,5,1,3,2,2,1,1,3,2026-03-07T23:28:09.828916,claude-opus-4-6,anthropic,psf__requests-1921,4,2,5
django__django-16899,3,5,3,1,1,1,1,5,4,5,1,1,5,1,1,3,3,2,1,1,2026-03-07T23:27:53.034626,claude-opus-4-6,anthropic,django__django-16899,5,1,5
psf__requests-2931,1,4,3,3,2,2,1,4,5,4,2,1,4,1,3,2,1,1,3,3,2026-03-07T23:28:12.077106,claude-opus-4-6,anthropic,psf__requests-2931,5,3,4
astropy__astropy-14182,1,4,4,3,3,2,0,5,5,4,2,1,5,1,3,3,3,2,3,4,2026-03-07T23:26:33.000282,claude-opus-4-6,anthropic,astropy__astropy-14182,5,2,5
django__django-12209,3,5,4,3,2,3,0,4,5,4,2,1,5,1,3,2,4,2,1,3,2026-03-07T23:26:53.709437,claude-opus-4-6,anthropic,django__django-12209,4,2,5
django__django-11999,3,5,4,2,2,2,1,4,5,5,2,1,5,1,2,2,1,1,1,3,2026-03-07T23:26:52.847171,claude-opus-4-6,anthropic,django__django-11999,4,2,5
sympy__sympy-15017,1,5,2,2,1,2,1,5,5,5,1,1,5,1,3,3,2,3,1,2,2026-03-07T23:29:01.777523,claude-opus-4-6,anthropic,sympy__sympy-15017,5,2,4
sphinx-doc__sphinx-10614,2,4,4,4,3,4,0,4,5,4,3,1,5,1,3,4,4,4,3,4,2026-03-07T23:28:41.722125,claude-opus-4-6,anthropic,sphinx-doc__sphinx-10614,4,2,5
scikit-learn__scikit-learn-13439,3,5,2,1,1,1,1,4,5,5,1,1,5,1,2,1,1,1,1,1,2026-03-07T23:28:32.904430,claude-opus-4-6,anthropic,scikit-learn__scikit-learn-13439,5,1,5
sympy__sympy-13878,3,5,4,2,2,3,1,4,5,5,1,1,5,1,2,4,3,3,3,2,2026-03-07T23:29:01.096932,claude-opus-4-6,anthropic,sympy__sympy-13878,5,2,4
sphinx-doc__sphinx-11510,3,5,4,4,4,3,0,4,5,5,4,2,5,0,3,3,4,3,4,4,2026-03-07T23:28:41.697140,claude-opus-4-6,anthropic,sphinx-doc__sphinx-11510,4,2,4
django__django-14559,3,5,3,1,1,2,1,4,4,5,1,1,5,1,2,4,2,3,1,2,2026-03-07T23:27:23.482176,claude-opus-4-6,anthropic,django__django-14559,5,2,5
django__django-13964,3,5,4,3,3,2,0,5,5,5,2,1,5,1,3,2,3,2,1,3,2026-03-07T23:27:14.378863,claude-opus-4-6,anthropic,django__django-13964,4,3,4
django__django-14608,2,5,3,2,1,2,1,4,3,5,1,1,4,1,2,4,2,3,1,2,2026-03-07T23:27:26.449231,claude-opus-4-6,anthropic,django__django-14608,4,2,5
django__django-13821,3,5,2,1,1,1,1,5,4,5,1,1,5,1,2,2,3,1,1,1,2026-03-07T23:27:13.682465,claude-opus-4-6,anthropic,django__django-13821,5,2,5
django__django-14034,3,4,4,3,3,3,0,4,5,4,3,2,5,1,3,3,3,2,3,3,2026-03-07T23:27:16.496454,claude-opus-4-6,anthropic,django__django-14034,4,2,5
pydata__xarray-6992,1,3,5,5,4,4,0,4,5,3,4,2,4,0,4,4,3,4,4,4,2026-03-07T23:28:19.250894,claude-opus-4-6,anthropic,pydata__xarray-6992,5,2,5
django__django-16662,3,5,3,2,1,1,1,4,4,5,1,1,5,1,1,2,3,1,1,2,2026-03-07T23:27:52.436582,claude-opus-4-6,anthropic,django__django-16662,5,1,5
django__django-13933,3,5,3,1,1,1,1,5,4,5,1,1,5,1,2,2,2,1,1,2,2026-03-07T23:27:13.652340,claude-opus-4-6,anthropic,django__django-13933,5,2,5
sphinx-doc__sphinx-7440,1,4,4,3,2,2,1,4,4,4,2,1,4,1,3,2,3,1,1,3,2026-03-07T23:28:42.335179,claude-opus-4-6,anthropic,sphinx-doc__sphinx-7440,4,2,5
pytest-dev__pytest-7432,2,5,4,3,2,2,0,5,5,5,1,1,5,1,2,3,3,2,1,3,2026-03-07T23:28:27.054703,claude-opus-4-6,anthropic,pytest-dev__pytest-7432,5,2,5
scikit-learn__scikit-learn-14629,3,5,3,2,2,2,1,5,5,4,1,1,5,1,2,3,3,2,2,3,2026-03-07T23:28:35.296156,claude-opus-4-6,anthropic,scikit-learn__scikit-learn-14629,5,2,4
sympy__sympy-23262,2,5,3,2,2,2,1,5,5,5,1,1,5,1,2,2,1,2,1,2,2026-03-07T23:29:15.406545,claude-opus-4-6,anthropic,sympy__sympy-23262,4,2,5
django__django-13925,1,4,4,3,3,2,0,5,4,5,2,1,5,1,2,4,3,4,2,3,2026-03-07T23:27:13.720379,claude-opus-4-6,anthropic,django__django-13925,4,2,4
astropy__astropy-13453,3,5,4,2,2,2,1,4,5,5,2,1,5,1,2,2,3,1,2,3,2026-03-07T23:26:31.038547,claude-opus-4-6,anthropic,astropy__astropy-13453,4,2,5
sympy__sympy-21930,3,5,3,2,2,2,1,5,5,5,1,1,5,1,2,4,2,3,1,2,2026-03-07T23:29:14.324348,claude-opus-4-6,anthropic,sympy__sympy-21930,4,2,4
sympy__sympy-24661,3,5,4,2,2,2,1,5,5,5,1,1,5,1,2,3,2,3,3,3,2026-03-07T23:29:18.256324,claude-opus-4-6,anthropic,sympy__sympy-24661,4,2,5
sphinx-doc__sphinx-8035,2,4,4,3,3,3,1,3,3,4,3,2,3,1,3,2,3,1,3,4,2026-03-07T23:28:45.448304,claude-opus-4-6,anthropic,sphinx-doc__sphinx-8035,4,2,4
django__django-14999,2,4,4,2,2,2,1,3,3,5,2,1,3,1,2,3,3,2,2,3,2026-03-07T23:27:33.876980,claude-opus-4-6,anthropic,django__django-14999,4,3,4
scikit-learn__scikit-learn-11578,3,5,4,2,2,3,1,5,5,5,1,1,5,1,2,4,3,3,1,2,2026-03-07T23:28:28.249731,claude-opus-4-6,anthropic,scikit-learn__scikit-learn-11578,5,2,5
django__django-13837,3,5,4,3,3,3,1,4,3,5,2,1,5,1,3,3,4,3,2,3,2026-03-07T23:27:13.909250,claude-opus-4-6,anthropic,django__django-13837,5,2,5
scikit-learn__scikit-learn-9288,3,5,3,3,2,2,1,4,5,5,2,1,5,1,3,2,2,1,2,2,2026-03-07T23:28:39.732922,claude-opus-4-6,anthropic,scikit-learn__scikit-learn-9288,4,2,5
pydata__xarray-7229,2,4,4,4,3,3,0,4,5,5,3,1,5,1,3,4,3,4,3,3,2026-03-07T23:28:21.252887,claude-opus-4-6,anthropic,pydata__xarray-7229,4,3,4
scikit-learn__scikit-learn-13142,3,5,3,3,2,2,1,5,5,5,2,1,5,1,1,3,2,2,1,2,2026-03-07T23:28:34.784946,claude-opus-4-6,anthropic,scikit-learn__scikit-learn-13142,4,2,5
scikit-learn__scikit-learn-25973,3,5,3,2,2,2,1,4,5,4,2,1,5,1,1,2,2,1,2,3,2026-03-07T23:28:36.882669,claude-opus-4-6,anthropic,scikit-learn__scikit-learn-25973,4,2,5
sphinx-doc__sphinx-9673,3,5,4,2,2,3,1,4,4,4,2,1,5,1,1,3,3,2,1,2,2026-03-07T23:28:52.744697,claude-opus-4-6,anthropic,sphinx-doc__sphinx-9673,4,2,5
django__django-15561,3,5,4,3,3,2,1,4,3,5,2,2,5,1,3,2,3,2,3,3,2026-03-07T23:27:36.811013,claude-opus-4-6,anthropic,django__django-15561,4,2,5
sphinx-doc__sphinx-9258,2,4,3,2,2,2,1,3,4,4,2,1,4,1,2,2,4,1,1,2,2026-03-07T23:28:48.935209,claude-opus-4-6,anthropic,sphinx-doc__sphinx-9258,4,2,5
scikit-learn__scikit-learn-12682,3,4,3,2,2,3,1,4,4,4,2,3,4,1,2,3,3,2,3,4,2026-03-07T23:28:32.977536,claude-opus-4-6,anthropic,scikit-learn__scikit-learn-12682,5,2,4
django__django-11133,3,5,3,1,1,1,1,5,5,5,1,1,5,1,1,2,1,1,1,2,2026-03-07T23:26:40.062381,claude-opus-4-6,anthropic,django__django-11133,5,2,5
django__django-11099,3,5,2,1,1,1,1,5,5,5,1,1,5,1,2,3,2,2,1,1,2026-03-07T23:26:39.627279,claude-opus-4-6,anthropic,django__django-11099,5,2,5
pylint-dev__pylint-4551,1,3,4,4,4,3,0,3,4,3,4,4,3,0,3,4,4,4,4,4,2026-03-07T23:28:19.676985,claude-opus-4-6,anthropic,pylint-dev__pylint-4551,3,2,3
sphinx-doc__sphinx-8721,1,4,4,2,2,2,1,3,3,4,2,1,4,1,2,3,2,3,1,2,2026-03-07T23:28:49.929446,claude-opus-4-6,anthropic,sphinx-doc__sphinx-8721,4,2,5
sympy__sympy-16792,2,5,4,3,3,2,0,5,5,5,2,1,5,1,2,2,3,1,3,3,2026-03-07T23:29:05.033834,claude-opus-4-6,anthropic,sympy__sympy-16792,4,2,4
sympy__sympy-18763,3,5,2,1,1,1,1,5,5,5,1,1,5,1,2,2,1,2,1,1,2026-03-07T23:29:08.009820,claude-opus-4-6,anthropic,sympy__sympy-18763,5,1,5
django__django-12965,2,4,4,4,3,2,0,5,5,5,3,1,5,1,2,2,2,1,2,3,2026-03-07T23:27:00.005570,claude-opus-4-6,anthropic,django__django-12965,4,3,4
django__django-15127,3,4,4,2,2,2,1,4,3,4,2,2,4,1,2,2,2,1,2,3,2026-03-07T23:27:31.106241,claude-opus-4-6,anthropic,django__django-15127,4,2,4
matplotlib__matplotlib-26342,3,5,3,1,1,2,1,4,4,5,1,1,5,1,3,2,3,1,1,3,2026-03-07T23:28:07.691328,claude-opus-4-6,anthropic,matplotlib__matplotlib-26342,5,2,5
sympy__sympy-23413,1,4,4,3,3,2,0,4,5,5,2,1,5,1,2,3,2,3,2,2,2026-03-07T23:29:15.391846,claude-opus-4-6,anthropic,sympy__sympy-23413,4,2,5
django__django-15629,3,4,5,4,4,4,0,5,5,5,3,3,5,1,3,4,4,3,4,4,2026-03-07T23:27:40.010762,claude-opus-4-6,anthropic,django__django-15629,4,2,4
pydata__xarray-7233,1,5,4,3,2,2,0,4,5,5,2,1,5,1,2,3,2,2,1,2,2026-03-07T23:28:19.747935,claude-opus-4-6,anthropic,pydata__xarray-7233,5,2,5
astropy__astropy-14508,3,5,3,2,2,2,1,5,5,5,1,1,5,1,3,3,2,2,2,3,2026-03-07T23:26:33.374840,claude-opus-4-6,anthropic,astropy__astropy-14508,5,2,5
django__django-15916,2,4,4,3,3,2,0,4,5,4,3,1,4,1,3,3,3,2,3,4,2026-03-07T23:27:43.096212,claude-opus-4-6,anthropic,django__django-15916,4,2,4
matplotlib__matplotlib-25775,2,4,4,2,2,2,1,3,3,4,2,3,4,1,2,4,3,3,3,3,2026-03-07T23:28:05.374157,claude-opus-4-6,anthropic,matplotlib__matplotlib-25775,4,3,3
django__django-14311,3,4,4,3,3,3,0,4,4,4,2,1,4,1,2,3,4,3,3,3,2026-03-07T23:27:19.729438,claude-opus-4-6,anthropic,django__django-14311,4,2,5
sphinx-doc__sphinx-9281,3,5,3,2,1,1,1,4,5,5,2,1,5,1,2,2,1,1,2,2,2026-03-07T23:28:52.711105,claude-opus-4-6,anthropic,sphinx-doc__sphinx-9281,4,2,5
pydata__xarray-3677,2,5,3,2,1,1,1,5,5,5,1,1,5,1,2,2,2,1,1,2,2026-03-07T23:28:12.132436,claude-opus-4-6,anthropic,pydata__xarray-3677,5,2,4
sympy__sympy-19040,3,5,4,2,2,2,0,5,5,5,1,1,5,1,2,2,2,1,1,3,2026-03-07T23:29:08.048341,claude-opus-4-6,anthropic,sympy__sympy-19040,4,2,4
django__django-13315,2,4,4,4,4,3,0,3,3,4,4,2,3,1,3,3,4,3,3,3,2026-03-07T23:27:05.232757,claude-opus-4-6,anthropic,django__django-13315,4,2,5
sympy__sympy-15599,3,4,4,4,3,3,0,5,5,5,3,1,5,1,3,3,2,3,3,3,2026-03-07T23:29:02.950514,claude-opus-4-6,anthropic,sympy__sympy-15599,5,2,5
pytest-dev__pytest-7982,3,5,2,1,1,2,1,5,4,5,1,1,5,1,2,2,2,1,1,2,2026-03-07T23:28:28.180805,claude-opus-4-6,anthropic,pytest-dev__pytest-7982,5,2,5
django__django-11451,3,5,3,2,1,2,1,5,4,5,1,1,5,1,2,4,3,4,1,2,2026-03-07T23:26:46.394156,claude-opus-4-6,anthropic,django__django-11451,5,2,5
sympy__sympy-15976,3,5,3,2,2,2,0,4,5,5,2,1,5,1,2,4,3,4,2,2,2026-03-07T23:29:03.787031,claude-opus-4-6,anthropic,sympy__sympy-15976,4,2,5
django__django-15957,2,4,5,4,4,3,0,4,5,4,5,3,4,0,3,3,3,3,4,4,2026-03-07T23:27:42.787866,claude-opus-4-6,anthropic,django__django-15957,4,3,3
django__django-12050,2,4,4,2,2,2,1,4,3,4,2,1,4,1,3,2,2,1,2,3,2026-03-07T23:26:51.747010,claude-opus-4-6,anthropic,django__django-12050,5,2,5
django__django-15280,2,5,5,4,4,3,0,5,5,5,4,2,5,0,3,2,3,1,2,4,2026-03-07T23:27:33.021936,claude-opus-4-6,anthropic,django__django-15280,3,3,3
pytest-dev__pytest-7490,2,5,4,3,3,2,0,5,5,5,2,1,5,1,3,3,3,3,3,4,2026-03-07T23:28:29.114199,claude-opus-4-6,anthropic,pytest-dev__pytest-7490,4,2,4
django__django-13568,2,4,4,3,2,2,0,5,5,4,1,1,5,1,2,4,3,4,2,3,2026-03-07T23:27:07.325600,claude-opus-4-6,anthropic,django__django-13568,5,2,5
