instance_id,solution_hint,problem_clarity,domain_knowledge_required,logical_reasoning_required,atypicality,verification_difficulty,standard_pattern_available,error_specificity,reproduction_clarity,expected_behavior_clarity,debugging_complexity,codebase_scope,information_completeness,similar_issue_likelihood,side_effect_risk,test_comprehensiveness,test_assertion_complexity,test_edge_case_coverage,solution_complexity,integration_complexity,_extracted_at,_model,_provider,_task_id,entry_point_clarity,change_blast_radius,fix_localization
django__django-16139,3,5,3,2,2,2,0,5,4,5,1,1,5,1,2,2,3,2,1,2,2026-03-07T02:53:11.223640,claude-sonnet-4-6,anthropic,django__django-16139,5,2,5
sympy__sympy-21379,1,4,5,4,4,2,0,4,5,4,5,3,5,0,2,2,2,2,2,3,2026-03-07T02:54:39.600428,claude-sonnet-4-6,anthropic,sympy__sympy-21379,3,3,4
sympy__sympy-12419,0,5,4,4,3,2,0,4,5,5,4,3,5,0,2,3,2,2,2,3,2026-03-07T02:54:21.892243,claude-sonnet-4-6,anthropic,sympy__sympy-12419,4,2,5
django__django-14915,2,4,3,2,2,2,1,5,5,4,2,1,5,1,2,3,2,2,1,2,2026-03-07T02:52:54.544850,claude-sonnet-4-6,anthropic,django__django-14915,5,2,5
sphinx-doc__sphinx-8056,1,4,4,3,2,2,0,3,4,4,3,2,4,1,2,3,2,2,2,3,2026-03-07T02:54:13.547685,claude-sonnet-4-6,anthropic,sphinx-doc__sphinx-8056,4,2,4
sympy__sympy-17318,2,5,3,3,2,2,1,5,5,5,2,2,5,1,2,3,2,3,2,3,2026-03-07T02:54:32.943157,claude-sonnet-4-6,anthropic,sympy__sympy-17318,5,2,4
pylint-dev__pylint-7277,3,5,2,2,2,2,1,4,5,4,1,1,5,1,2,4,3,4,2,2,2026-03-07T02:53:49.652340,claude-sonnet-4-6,anthropic,pylint-dev__pylint-7277,5,2,5
sympy__sympy-24213,1,5,4,3,2,2,0,5,5,3,3,1,4,1,2,1,2,1,1,3,2026-03-07T02:54:47.324547,claude-sonnet-4-6,anthropic,sympy__sympy-24213,5,2,5
matplotlib__matplotlib-25960,1,4,4,3,2,2,0,3,5,3,3,2,4,1,2,3,3,2,3,4,2026-03-07T02:53:33.550831,claude-sonnet-4-6,anthropic,matplotlib__matplotlib-25960,4,2,5
django__django-11740,1,4,4,3,3,2,0,4,4,4,3,2,4,1,2,2,3,1,2,3,2026-03-07T02:52:14.132641,claude-sonnet-4-6,anthropic,django__django-11740,4,2,4
sympy__sympy-20801,1,4,4,3,3,2,0,4,5,3,3,2,4,1,3,3,2,3,2,3,2026-03-07T02:54:39.575125,claude-sonnet-4-6,anthropic,sympy__sympy-20801,4,2,5
django__django-14493,3,5,3,2,2,2,1,5,5,4,1,1,5,1,1,2,2,2,1,2,2026-03-07T02:52:49.146526,claude-sonnet-4-6,anthropic,django__django-14493,5,2,5
django__django-14539,1,5,4,3,3,2,0,5,5,5,3,1,5,1,3,2,1,2,3,2,2026-03-07T02:52:52.325660,claude-sonnet-4-6,anthropic,django__django-14539,5,2,5
astropy__astropy-13236,3,5,4,2,2,3,1,4,3,4,2,3,4,0,4,4,3,3,1,3,2026-03-07T02:52:01.235009,claude-sonnet-4-6,anthropic,astropy__astropy-13236,5,3,5
pytest-dev__pytest-10081,1,5,4,3,3,2,0,5,5,5,3,2,5,1,2,3,4,2,2,3,2026-03-07T02:53:49.359351,claude-sonnet-4-6,anthropic,pytest-dev__pytest-10081,4,2,5
django__django-17084,1,4,4,4,3,3,0,4,5,3,4,3,5,1,3,2,3,1,2,3,2026-03-07T02:53:23.025739,claude-sonnet-4-6,anthropic,django__django-17084,3,2,5
django__django-13028,1,5,4,3,3,2,0,5,5,3,2,1,5,1,2,2,2,2,1,2,2026-03-07T02:52:27.087106,claude-sonnet-4-6,anthropic,django__django-13028,5,2,5
pydata__xarray-6461,2,5,3,2,2,2,1,5,5,3,2,1,5,1,2,2,1,2,1,2,2026-03-07T02:53:42.687222,claude-sonnet-4-6,anthropic,pydata__xarray-6461,5,2,5
matplotlib__matplotlib-20488,1,4,4,3,3,3,0,5,4,3,3,2,4,1,2,3,3,3,2,3,2026-03-07T02:53:23.368697,claude-sonnet-4-6,anthropic,matplotlib__matplotlib-20488,4,3,4
pytest-dev__pytest-8399,2,5,4,2,2,2,1,4,5,5,2,1,5,1,2,4,3,3,1,2,2026-03-07T02:54:02.378788,claude-sonnet-4-6,anthropic,pytest-dev__pytest-8399,5,1,5
matplotlib__matplotlib-20826,1,4,4,4,3,2,0,4,5,4,4,3,5,1,2,2,3,1,2,3,2026-03-07T02:53:24.073943,claude-sonnet-4-6,anthropic,matplotlib__matplotlib-20826,4,3,4
django__django-15851,3,5,3,1,2,2,1,4,5,4,1,1,4,1,2,1,1,1,1,2,2026-03-07T02:53:06.869618,claude-sonnet-4-6,anthropic,django__django-15851,5,2,5
sympy__sympy-19783,1,4,4,3,2,2,1,3,5,4,3,2,4,1,2,3,2,3,2,3,2026-03-07T02:54:38.129628,claude-sonnet-4-6,anthropic,sympy__sympy-19783,4,2,4
pytest-dev__pytest-5840,1,3,4,4,3,4,0,4,4,3,3,2,4,1,2,3,3,3,3,3,2026-03-07T02:53:53.113610,claude-sonnet-4-6,anthropic,pytest-dev__pytest-5840,4,2,4
django__django-10097,2,4,4,3,2,3,1,4,4,4,2,1,4,1,3,3,1,3,1,2,2026-03-07T02:52:06.190684,claude-sonnet-4-6,anthropic,django__django-10097,5,2,5
sympy__sympy-22714,1,4,4,3,3,2,0,5,5,4,3,2,5,1,2,1,1,2,2,2,2026-03-07T02:54:40.134621,claude-sonnet-4-6,anthropic,sympy__sympy-22714,5,2,5
django__django-11239,2,4,3,2,1,2,1,3,3,3,1,1,4,1,2,3,4,2,2,2,2026-03-07T02:52:11.117108,claude-sonnet-4-6,anthropic,django__django-11239,5,2,5
django__django-15503,1,4,4,3,3,2,0,4,5,4,3,2,5,1,2,4,3,4,3,4,2026-03-07T02:53:01.937107,claude-sonnet-4-6,anthropic,django__django-15503,4,2,5
sympy__sympy-24443,2,4,4,3,3,2,0,5,5,4,2,1,5,1,2,1,2,1,3,3,2026-03-07T02:54:47.326265,claude-sonnet-4-6,anthropic,sympy__sympy-24443,5,2,5
django__django-15368,3,5,3,2,2,2,1,5,5,5,1,1,5,1,1,2,2,1,1,2,2026-03-07T02:53:01.532537,claude-sonnet-4-6,anthropic,django__django-15368,5,2,5
matplotlib__matplotlib-23476,1,5,4,3,3,4,0,5,5,5,3,2,5,1,2,2,2,2,2,3,2026-03-07T02:53:27.098253,claude-sonnet-4-6,anthropic,matplotlib__matplotlib-23476,4,2,4
django__django-15104,3,5,3,1,2,2,1,5,5,5,1,1,5,1,1,2,3,2,1,2,2026-03-07T02:52:57.156205,claude-sonnet-4-6,anthropic,django__django-15104,5,1,5
django__django-15554,1,4,4,4,3,3,0,4,4,4,4,3,4,0,3,2,3,1,4,4,2026-03-07T02:53:03.628792,claude-sonnet-4-6,anthropic,django__django-15554,3,3,4
django__django-13195,2,4,3,2,2,2,1,4,3,4,2,1,4,1,3,4,2,3,2,3,2026-03-07T02:52:31.201044,claude-sonnet-4-6,anthropic,django__django-13195,5,2,5
sympy__sympy-15349,1,4,4,3,2,2,1,4,5,4,2,1,5,1,2,3,2,2,1,1,2026-03-07T02:54:28.325398,claude-sonnet-4-6,anthropic,sympy__sympy-15349,5,2,5
scikit-learn__scikit-learn-25747,2,5,4,3,3,2,0,5,5,4,3,2,5,1,3,2,2,2,1,2,2026-03-07T02:54:06.574260,claude-sonnet-4-6,anthropic,scikit-learn__scikit-learn-25747,5,2,5
django__django-16801,2,4,3,2,2,2,0,4,3,5,2,1,4,1,2,1,2,1,2,3,2026-03-07T02:53:19.072898,claude-sonnet-4-6,anthropic,django__django-16801,5,2,5
django__django-14580,2,5,4,3,2,2,0,5,5,4,2,2,5,1,2,2,2,1,1,2,2026-03-07T02:52:51.400958,claude-sonnet-4-6,anthropic,django__django-14580,4,2,5
sympy__sympy-20154,3,5,2,1,1,2,1,3,3,4,1,1,3,1,3,3,2,2,2,2,2026-03-07T02:54:39.155544,claude-sonnet-4-6,anthropic,sympy__sympy-20154,5,2,5
pytest-dev__pytest-5787,1,4,4,3,3,3,0,4,5,5,3,2,5,1,2,4,4,3,4,4,2026-03-07T02:53:52.458313,claude-sonnet-4-6,anthropic,pytest-dev__pytest-5787,4,2,4
django__django-13212,2,4,3,2,2,2,1,3,2,4,2,2,3,1,3,5,3,4,2,2,2026-03-07T02:52:31.314006,claude-sonnet-4-6,anthropic,django__django-13212,5,2,4
pylint-dev__pylint-4661,2,4,3,2,2,3,1,3,2,4,2,2,3,1,4,2,2,2,2,2,2026-03-07T02:53:48.066203,claude-sonnet-4-6,anthropic,pylint-dev__pylint-4661,5,2,5
sphinx-doc__sphinx-10435,3,5,4,2,2,3,0,4,5,4,2,2,5,1,2,2,2,1,2,2,2026-03-07T02:54:07.346743,claude-sonnet-4-6,anthropic,sphinx-doc__sphinx-10435,5,2,5
sympy__sympy-20590,2,4,4,3,2,2,1,4,5,4,2,2,5,1,2,2,2,2,1,3,2026-03-07T02:54:39.081747,claude-sonnet-4-6,anthropic,sympy__sympy-20590,4,2,5
django__django-16315,2,5,4,3,2,2,1,5,4,5,2,2,4,1,2,2,3,1,3,3,2026-03-07T02:53:11.783205,claude-sonnet-4-6,anthropic,django__django-16315,4,3,3
psf__requests-2317,2,4,3,2,2,2,1,4,3,4,2,1,4,1,2,1,1,2,1,2,2026-03-07T02:53:36.679435,claude-sonnet-4-6,anthropic,psf__requests-2317,5,2,5
django__django-14017,2,5,3,2,2,2,1,5,5,4,1,1,5,1,2,4,3,3,2,3,2026-03-07T02:52:43.739230,claude-sonnet-4-6,anthropic,django__django-14017,5,2,5
django__django-13551,3,5,3,2,2,2,1,4,4,4,2,1,4,1,3,4,3,4,2,2,2026-03-07T02:52:36.368586,claude-sonnet-4-6,anthropic,django__django-13551,5,2,5
matplotlib__matplotlib-26208,1,5,4,4,3,2,0,4,5,4,4,3,5,0,3,2,2,2,1,3,2026-03-07T02:53:33.703235,claude-sonnet-4-6,anthropic,matplotlib__matplotlib-26208,3,3,4
sympy__sympy-19346,1,5,3,2,2,2,1,4,5,4,2,1,4,1,2,4,2,3,2,2,2026-03-07T02:54:34.902277,claude-sonnet-4-6,anthropic,sympy__sympy-19346,5,2,5
django__django-15128,2,4,4,4,4,2,0,5,5,3,4,2,5,0,2,3,3,2,4,4,2026-03-07T02:52:57.953988,claude-sonnet-4-6,anthropic,django__django-15128,4,3,4
django__django-13121,1,4,4,3,3,2,0,5,5,3,3,2,4,1,2,3,2,2,4,4,2026-03-07T02:52:28.890826,claude-sonnet-4-6,anthropic,django__django-13121,4,2,4
scikit-learn__scikit-learn-10844,3,5,2,2,2,2,1,5,3,5,1,1,4,1,1,2,2,2,2,2,2026-03-07T02:53:56.895924,claude-sonnet-4-6,anthropic,scikit-learn__scikit-learn-10844,5,1,5
django__django-12419,3,5,3,1,1,2,1,3,2,4,1,2,3,1,4,1,2,1,1,1,2026-03-07T02:52:26.081877,claude-sonnet-4-6,anthropic,django__django-12419,5,2,4
django__django-13658,3,5,2,1,1,2,1,5,4,5,1,1,5,1,1,2,3,2,1,2,2026-03-07T02:52:39.057412,claude-sonnet-4-6,anthropic,django__django-13658,5,1,5
django__django-14349,2,4,3,3,3,2,0,5,4,3,2,2,5,1,3,4,2,4,1,2,2026-03-07T02:52:47.226083,claude-sonnet-4-6,anthropic,django__django-14349,5,2,5
sphinx-doc__sphinx-7910,2,4,4,3,3,3,0,5,3,4,2,2,4,1,2,2,2,2,1,2,2026-03-07T02:54:13.090579,claude-sonnet-4-6,anthropic,sphinx-doc__sphinx-7910,5,2,5
django__django-11848,2,5,2,2,2,3,1,4,3,4,2,1,4,1,3,4,4,4,2,2,2026-03-07T02:52:17.163972,claude-sonnet-4-6,anthropic,django__django-11848,5,2,5
django__django-13033,1,4,4,4,4,3,0,4,5,4,4,3,5,0,3,3,3,2,2,3,2026-03-07T02:52:28.014083,claude-sonnet-4-6,anthropic,django__django-13033,4,2,4
sympy__sympy-15345,1,5,3,2,2,1,1,4,5,5,2,2,4,1,1,2,1,2,2,2,2026-03-07T02:54:28.737748,claude-sonnet-4-6,anthropic,sympy__sympy-15345,4,2,5
django__django-16661,2,5,4,4,3,2,0,4,5,4,3,2,5,1,3,4,3,3,4,4,2026-03-07T02:53:18.566493,claude-sonnet-4-6,anthropic,django__django-16661,4,2,5
django__django-12858,1,4,4,4,3,3,0,5,4,4,3,2,4,1,2,1,1,1,1,2,2026-03-07T02:52:27.151980,claude-sonnet-4-6,anthropic,django__django-12858,4,2,5
scikit-learn__scikit-learn-25931,2,5,3,2,2,2,1,5,5,5,2,1,5,1,1,2,2,1,2,3,2026-03-07T02:54:05.877195,claude-sonnet-4-6,anthropic,scikit-learn__scikit-learn-25931,5,2,4
mwaskom__seaborn-3069,2,4,4,3,3,3,0,3,2,4,4,3,4,0,3,3,3,3,3,3,2026-03-07T02:53:34.377534,claude-sonnet-4-6,anthropic,mwaskom__seaborn-3069,4,3,3
scikit-learn__scikit-learn-11310,2,5,3,2,1,2,1,3,5,5,2,2,4,1,2,2,1,1,2,2,2026-03-07T02:53:56.198060,claude-sonnet-4-6,anthropic,scikit-learn__scikit-learn-11310,5,1,5
sympy__sympy-18189,0,5,4,4,3,2,0,4,5,5,3,2,4,1,2,3,2,3,1,2,2026-03-07T02:54:34.217403,claude-sonnet-4-6,anthropic,sympy__sympy-18189,4,2,5
django__django-12663,1,4,4,3,3,2,0,5,5,3,4,3,5,1,2,2,3,1,2,4,2026-03-07T02:52:26.241370,claude-sonnet-4-6,anthropic,django__django-12663,4,3,4
scikit-learn__scikit-learn-10297,2,5,3,2,1,2,1,5,5,4,1,1,5,1,2,4,2,3,2,2,2026-03-07T02:53:56.650105,claude-sonnet-4-6,anthropic,scikit-learn__scikit-learn-10297,5,2,5
pylint-dev__pylint-6386,1,5,3,2,2,2,1,5,5,4,2,2,5,1,2,1,1,1,3,4,2026-03-07T02:53:47.929779,claude-sonnet-4-6,anthropic,pylint-dev__pylint-6386,4,2,5
django__django-14534,3,5,3,2,2,2,1,5,3,5,1,1,5,1,3,3,2,2,1,2,2026-03-07T02:52:51.192574,claude-sonnet-4-6,anthropic,django__django-14534,5,2,5
django__django-14373,2,4,3,2,1,2,1,4,3,4,1,1,3,1,2,2,1,3,1,1,2026-03-07T02:52:48.614198,claude-sonnet-4-6,anthropic,django__django-14373,5,2,5
django__django-15098,1,5,4,3,3,2,0,4,5,5,3,2,5,1,3,4,2,4,1,2,2026-03-07T02:52:55.468566,claude-sonnet-4-6,anthropic,django__django-15098,3,2,5
sympy__sympy-23534,1,5,4,3,3,2,0,4,5,5,2,1,5,1,2,1,1,1,1,2,2026-03-07T02:54:44.034156,claude-sonnet-4-6,anthropic,sympy__sympy-23534,5,2,5
django__django-14631,3,5,4,3,3,3,0,3,2,4,3,2,4,0,3,3,3,3,3,4,2026-03-07T02:52:51.424331,claude-sonnet-4-6,anthropic,django__django-14631,4,3,4
django__django-11433,1,3,4,3,3,3,0,3,2,3,3,2,3,1,3,4,3,4,2,3,2026-03-07T02:52:12.813397,claude-sonnet-4-6,anthropic,django__django-11433,4,2,5
psf__requests-1921,2,5,3,2,2,2,1,4,5,4,2,2,4,1,3,2,2,2,1,2,2026-03-07T02:53:37.910387,claude-sonnet-4-6,anthropic,psf__requests-1921,4,2,5
django__django-16899,2,5,3,2,1,2,1,4,3,4,2,1,4,1,2,2,2,2,1,2,2026-03-07T02:53:19.503111,claude-sonnet-4-6,anthropic,django__django-16899,5,1,5
psf__requests-2931,1,4,3,2,2,2,1,3,5,4,2,1,4,1,2,1,1,2,2,3,2026-03-07T02:53:37.219377,claude-sonnet-4-6,anthropic,psf__requests-2931,5,3,4
astropy__astropy-14182,2,5,4,3,2,2,1,5,5,5,2,2,5,1,2,3,3,2,3,3,2026-03-07T02:52:01.263829,claude-sonnet-4-6,anthropic,astropy__astropy-14182,5,2,5
django__django-12209,2,4,4,4,3,3,0,4,5,4,3,2,5,1,3,2,2,2,1,3,2026-03-07T02:52:20.306055,claude-sonnet-4-6,anthropic,django__django-12209,4,2,5
django__django-11999,1,5,4,3,2,2,0,4,5,5,3,2,5,1,2,2,2,1,1,3,2026-03-07T02:52:19.920461,claude-sonnet-4-6,anthropic,django__django-11999,4,2,5
sympy__sympy-15017,2,5,3,2,2,2,1,4,5,5,2,1,5,1,3,3,2,3,1,2,2026-03-07T02:54:28.818752,claude-sonnet-4-6,anthropic,sympy__sympy-15017,5,2,4
sphinx-doc__sphinx-10614,2,5,4,3,3,3,0,4,5,4,3,2,5,1,2,4,4,3,3,3,2026-03-07T02:54:08.509030,claude-sonnet-4-6,anthropic,sphinx-doc__sphinx-10614,4,2,5
scikit-learn__scikit-learn-13439,2,5,2,1,1,1,1,3,5,5,1,1,5,1,1,1,1,1,1,2,2026-03-07T02:54:00.551726,claude-sonnet-4-6,anthropic,scikit-learn__scikit-learn-13439,5,1,5
sympy__sympy-13878,3,5,4,2,2,2,1,4,5,4,2,2,5,1,2,4,3,3,3,2,2026-03-07T02:54:29.936082,claude-sonnet-4-6,anthropic,sympy__sympy-13878,5,2,4
sphinx-doc__sphinx-11510,1,5,4,3,3,2,0,4,5,5,3,2,5,1,3,3,3,3,4,4,2026-03-07T02:54:08.686540,claude-sonnet-4-6,anthropic,sphinx-doc__sphinx-11510,4,2,4
django__django-14559,3,5,3,2,1,2,1,4,3,5,1,1,4,1,2,4,2,4,1,2,2026-03-07T02:52:51.045547,claude-sonnet-4-6,anthropic,django__django-14559,5,2,5
django__django-13964,1,5,4,4,3,2,0,4,5,5,4,2,5,1,3,2,2,2,1,3,2026-03-07T02:52:42.221284,claude-sonnet-4-6,anthropic,django__django-13964,4,3,4
django__django-14608,2,4,3,2,2,2,1,3,2,4,2,2,3,1,2,3,2,2,1,2,2026-03-07T02:52:51.308154,claude-sonnet-4-6,anthropic,django__django-14608,4,2,5
django__django-13821,2,4,3,2,2,2,1,3,2,4,2,3,4,1,3,1,2,2,1,1,2026-03-07T02:52:41.878846,claude-sonnet-4-6,anthropic,django__django-13821,5,2,5
django__django-14034,1,5,4,3,2,2,0,4,5,5,3,2,5,1,3,3,3,2,3,3,2026-03-07T02:52:45.073458,claude-sonnet-4-6,anthropic,django__django-14034,4,2,5
pydata__xarray-6992,2,4,4,3,3,2,0,4,5,2,4,3,4,0,2,5,3,4,5,5,2026-03-07T02:53:45.394499,claude-sonnet-4-6,anthropic,pydata__xarray-6992,5,2,5
django__django-16662,2,5,3,2,2,2,1,4,3,5,2,1,4,1,1,2,2,1,1,2,2026-03-07T02:53:17.871227,claude-sonnet-4-6,anthropic,django__django-16662,5,1,5
django__django-13933,3,5,3,2,1,2,1,4,3,5,1,1,4,1,3,2,2,2,1,2,2026-03-07T02:52:42.468900,claude-sonnet-4-6,anthropic,django__django-13933,5,2,5
sphinx-doc__sphinx-7440,1,4,4,3,2,2,1,4,4,3,2,2,4,1,3,2,3,2,2,3,2026-03-07T02:54:10.335210,claude-sonnet-4-6,anthropic,sphinx-doc__sphinx-7440,4,2,5
pytest-dev__pytest-7432,2,5,4,3,3,2,0,5,5,5,2,1,5,1,1,3,3,2,2,3,2026-03-07T02:53:55.015866,claude-sonnet-4-6,anthropic,pytest-dev__pytest-7432,5,2,5
scikit-learn__scikit-learn-14629,3,5,3,2,2,2,0,5,5,4,2,2,5,1,2,3,2,2,2,2,2026-03-07T02:54:02.933121,claude-sonnet-4-6,anthropic,scikit-learn__scikit-learn-14629,5,2,4
sympy__sympy-23262,1,5,3,2,2,2,1,5,5,5,2,2,5,1,2,2,1,2,1,2,2026-03-07T02:54:41.672816,claude-sonnet-4-6,anthropic,sympy__sympy-23262,4,2,5
django__django-13925,1,4,4,3,2,2,0,4,3,4,2,2,3,1,2,4,2,4,2,3,2026-03-07T02:52:42.654937,claude-sonnet-4-6,anthropic,django__django-13925,4,2,4
astropy__astropy-13453,1,5,4,3,2,2,0,4,5,5,2,2,5,1,2,3,2,2,2,3,2026-03-07T02:51:59.211949,claude-sonnet-4-6,anthropic,astropy__astropy-13453,4,2,5
sympy__sympy-21930,3,5,3,2,2,2,1,5,5,5,2,1,5,1,1,3,2,2,1,2,2026-03-07T02:54:42.000813,claude-sonnet-4-6,anthropic,sympy__sympy-21930,4,2,4
sympy__sympy-24661,1,5,4,3,2,2,0,4,5,5,3,2,4,1,2,4,2,3,2,2,2026-03-07T02:54:46.528526,claude-sonnet-4-6,anthropic,sympy__sympy-24661,4,2,5
sphinx-doc__sphinx-8035,2,4,4,3,2,3,1,3,2,4,3,3,3,1,3,2,3,1,3,3,2026-03-07T02:54:12.042403,claude-sonnet-4-6,anthropic,sphinx-doc__sphinx-8035,4,2,4
django__django-14999,2,4,4,3,2,3,0,3,2,4,3,2,3,1,2,3,3,2,2,3,2026-03-07T02:52:55.605980,claude-sonnet-4-6,anthropic,django__django-14999,4,3,4
scikit-learn__scikit-learn-11578,3,5,3,2,2,3,1,5,5,5,1,1,5,1,3,4,3,2,1,2,2026-03-07T02:53:56.913401,claude-sonnet-4-6,anthropic,scikit-learn__scikit-learn-11578,5,2,5
django__django-13837,3,5,3,2,3,3,1,4,3,5,2,1,5,1,2,2,4,2,2,2,2026-03-07T02:52:41.107925,claude-sonnet-4-6,anthropic,django__django-13837,5,2,5
scikit-learn__scikit-learn-9288,1,5,4,4,3,2,0,4,5,5,4,2,5,1,2,1,1,1,2,2,2026-03-07T02:54:07.913003,claude-sonnet-4-6,anthropic,scikit-learn__scikit-learn-9288,4,2,5
pydata__xarray-7229,1,4,4,4,3,2,0,4,5,5,4,3,5,1,2,5,3,4,3,3,2026-03-07T02:53:51.602389,claude-sonnet-4-6,anthropic,pydata__xarray-7229,4,3,4
scikit-learn__scikit-learn-13142,1,5,4,3,2,2,0,5,5,5,2,1,5,1,1,2,2,2,2,3,2026-03-07T02:54:01.379058,claude-sonnet-4-6,anthropic,scikit-learn__scikit-learn-13142,4,2,5
scikit-learn__scikit-learn-25973,1,4,4,3,2,2,0,5,5,4,3,2,5,1,2,1,1,1,2,3,2026-03-07T02:54:06.594389,claude-sonnet-4-6,anthropic,scikit-learn__scikit-learn-25973,4,2,5
sphinx-doc__sphinx-9673,1,4,4,3,3,3,0,3,4,3,4,3,4,0,2,2,3,2,1,3,2026-03-07T02:54:21.314178,claude-sonnet-4-6,anthropic,sphinx-doc__sphinx-9673,4,2,5
django__django-15561,1,4,4,3,3,3,0,3,2,4,4,3,3,1,2,3,2,2,3,3,2026-03-07T02:53:02.893276,claude-sonnet-4-6,anthropic,django__django-15561,4,2,5
sphinx-doc__sphinx-9258,1,4,4,3,3,3,0,3,4,4,3,3,3,1,3,3,4,2,1,2,2026-03-07T02:54:18.956181,claude-sonnet-4-6,anthropic,sphinx-doc__sphinx-9258,4,2,5
scikit-learn__scikit-learn-12682,2,4,3,2,2,2,1,4,3,3,2,2,4,1,2,3,3,2,3,3,2026-03-07T02:54:03.605758,claude-sonnet-4-6,anthropic,scikit-learn__scikit-learn-12682,5,2,4
django__django-11133,1,5,3,2,2,2,1,4,5,5,2,1,5,1,2,1,1,1,1,2,2026-03-07T02:52:07.856443,claude-sonnet-4-6,anthropic,django__django-11133,5,2,5
django__django-11099,3,5,2,1,2,2,1,5,4,5,1,1,5,1,3,2,2,2,1,1,2026-03-07T02:52:06.327415,claude-sonnet-4-6,anthropic,django__django-11099,5,2,5
pylint-dev__pylint-4551,1,4,4,3,3,3,0,3,4,4,3,3,4,1,2,4,4,4,4,4,2026-03-07T02:53:48.821045,claude-sonnet-4-6,anthropic,pylint-dev__pylint-4551,3,2,3
sphinx-doc__sphinx-8721,1,4,4,3,2,3,0,3,3,4,2,2,3,1,2,3,2,2,2,2,2026-03-07T02:54:16.527672,claude-sonnet-4-6,anthropic,sphinx-doc__sphinx-8721,4,2,5
sympy__sympy-16792,2,5,4,3,3,2,0,5,5,5,2,2,5,1,2,2,2,2,3,3,2026-03-07T02:54:32.829815,claude-sonnet-4-6,anthropic,sympy__sympy-16792,4,2,4
sympy__sympy-18763,1,4,4,3,2,2,1,4,5,5,2,1,5,1,2,2,1,2,1,1,2026-03-07T02:54:34.356030,claude-sonnet-4-6,anthropic,sympy__sympy-18763,5,1,5
django__django-12965,1,5,4,3,3,2,0,5,5,5,3,2,5,1,3,2,2,1,2,3,2026-03-07T02:52:28.309919,claude-sonnet-4-6,anthropic,django__django-12965,4,3,4
django__django-15127,1,3,4,3,3,3,0,3,2,3,2,2,2,1,2,2,1,2,2,3,2026-03-07T02:52:57.584471,claude-sonnet-4-6,anthropic,django__django-15127,4,2,4
matplotlib__matplotlib-26342,3,5,3,2,1,2,1,3,3,5,1,1,4,0,2,1,2,1,1,2,2026-03-07T02:53:34.607410,claude-sonnet-4-6,anthropic,matplotlib__matplotlib-26342,5,2,5
sympy__sympy-23413,1,4,4,4,3,2,0,4,5,5,3,1,4,1,2,2,2,2,2,2,2026-03-07T02:54:43.845374,claude-sonnet-4-6,anthropic,sympy__sympy-23413,4,2,5
django__django-15629,2,5,4,3,3,3,0,4,4,5,3,2,4,1,3,4,3,3,4,4,2026-03-07T02:53:05.343824,claude-sonnet-4-6,anthropic,django__django-15629,4,2,4
pydata__xarray-7233,1,5,4,3,2,2,0,4,5,4,3,2,5,1,2,2,2,2,2,2,2026-03-07T02:53:45.414575,claude-sonnet-4-6,anthropic,pydata__xarray-7233,5,2,5
astropy__astropy-14508,3,5,3,2,2,2,1,5,5,5,2,1,5,1,3,3,2,2,2,2,2026-03-07T02:52:01.263284,claude-sonnet-4-6,anthropic,astropy__astropy-14508,5,2,5
django__django-15916,2,5,3,3,2,2,1,4,5,4,2,2,5,1,3,3,2,2,3,3,2026-03-07T02:53:09.251310,claude-sonnet-4-6,anthropic,django__django-15916,4,2,4
matplotlib__matplotlib-25775,2,4,4,3,2,3,1,3,2,4,4,3,3,1,3,4,3,3,3,4,2026-03-07T02:53:30.891232,claude-sonnet-4-6,anthropic,matplotlib__matplotlib-25775,4,3,3
django__django-14311,2,4,4,3,3,3,0,4,3,3,3,1,4,1,2,2,4,2,2,2,2026-03-07T02:52:47.493829,claude-sonnet-4-6,anthropic,django__django-14311,4,2,5
sphinx-doc__sphinx-9281,1,5,4,3,2,2,1,4,5,5,3,2,5,1,2,1,1,1,2,2,2026-03-07T02:54:18.426743,claude-sonnet-4-6,anthropic,sphinx-doc__sphinx-9281,4,2,5
pydata__xarray-3677,2,5,3,2,2,2,1,5,5,5,2,2,5,1,2,1,1,1,1,2,2026-03-07T02:53:39.842045,claude-sonnet-4-6,anthropic,pydata__xarray-3677,5,2,4
sympy__sympy-19040,0,4,5,4,3,2,0,4,5,5,4,3,4,0,3,1,2,1,1,3,2026-03-07T02:54:34.620053,claude-sonnet-4-6,anthropic,sympy__sympy-19040,4,2,4
django__django-13315,1,3,4,3,2,2,1,3,3,3,3,2,3,1,2,4,4,3,3,3,2026-03-07T02:52:33.324139,claude-sonnet-4-6,anthropic,django__django-13315,4,2,5
sympy__sympy-15599,3,5,3,2,2,2,1,5,5,5,2,1,5,1,2,3,2,3,3,3,2026-03-07T02:54:28.604437,claude-sonnet-4-6,anthropic,sympy__sympy-15599,5,2,5
pytest-dev__pytest-7982,3,5,3,1,1,2,1,5,3,4,1,1,5,1,2,1,2,1,1,2,2026-03-07T02:53:56.873641,claude-sonnet-4-6,anthropic,pytest-dev__pytest-7982,5,2,5
django__django-11451,3,5,2,2,1,2,1,5,4,5,1,1,5,1,2,4,3,3,1,2,2026-03-07T02:52:12.998300,claude-sonnet-4-6,anthropic,django__django-11451,5,2,5
