instance_id,solution_hint,problem_clarity,domain_knowledge_required,logical_reasoning_required,atypicality,verification_difficulty,standard_pattern_available,error_specificity,reproduction_clarity,expected_behavior_clarity,debugging_complexity,codebase_scope,information_completeness,similar_issue_likelihood,side_effect_risk,test_comprehensiveness,test_assertion_complexity,test_edge_case_coverage,solution_complexity,integration_complexity,_extracted_at,_model,_provider,_task_id,fix_localization,entry_point_clarity,change_blast_radius,environment_setup_complexity,implementation_language_complexity,testing_infrastructure_quality,dependency_complexity,codebase_scale
django__django-12273,1,4,4,4,3,2,0,4,5,4,3,2,4,1,2,3,3,3,2,4,2026-03-08T00:21:29.002283,claude-opus-4-6,anthropic,django__django-12273,4,4,4,2,2,5,3,5
sympy__sympy-12481,2,4,3,3,2,2,1,4,5,4,2,1,4,1,3,2,2,2,1,2,2026-03-08T00:24:43.032073,claude-opus-4-6,anthropic,sympy__sympy-12481,4,5,2,2,1,3,2,3
django__django-10999,3,5,2,2,1,2,1,5,4,5,1,1,5,1,2,4,2,4,3,2,2026-03-08T00:21:04.100566,claude-opus-4-6,anthropic,django__django-10999,5,5,2,2,1,4,3,4
matplotlib__matplotlib-26291,1,4,4,3,3,3,0,5,5,3,3,2,5,1,2,1,2,1,1,3,2026-03-08T00:23:24.115457,claude-opus-4-6,anthropic,matplotlib__matplotlib-26291,4,5,2,3,3,4,4,4
django__django-15277,3,5,3,2,2,2,1,5,5,5,1,1,5,1,2,4,3,4,1,2,2026-03-08T00:22:29.663444,claude-opus-4-6,anthropic,django__django-15277,5,5,3,2,1,4,3,4
sympy__sympy-13551,0,4,4,4,3,3,0,4,5,4,3,1,4,0,3,2,2,1,2,3,2026-03-08T00:24:48.684724,claude-opus-4-6,anthropic,sympy__sympy-13551,4,4,3,2,2,3,2,4
sympy__sympy-22914,3,5,2,1,1,1,1,5,5,5,1,1,5,1,1,2,1,1,1,1,2026-03-08T00:25:16.596449,claude-opus-4-6,anthropic,sympy__sympy-22914,5,5,2,2,1,3,3,4
django__django-13012,1,4,4,3,3,3,0,5,4,5,2,1,4,1,2,3,1,3,1,2,2026-03-08T00:21:34.893120,claude-opus-4-6,anthropic,django__django-13012,5,5,2,3,2,4,4,5
django__django-11490,2,4,4,3,3,2,0,4,5,4,3,1,4,1,2,2,2,1,1,3,2026-03-08T00:21:11.963392,claude-opus-4-6,anthropic,django__django-11490,4,5,4,2,2,4,3,4
sphinx-doc__sphinx-7462,1,5,4,3,3,2,0,5,5,3,2,1,5,1,1,3,3,2,2,2,2026-03-08T00:24:22.351441,claude-opus-4-6,anthropic,sphinx-doc__sphinx-7462,5,5,2,2,1,4,4,3
django__django-16569,3,5,3,1,1,1,1,5,5,5,1,1,5,1,1,2,2,2,1,2,2026-03-08T00:22:55.256949,claude-opus-4-6,anthropic,django__django-16569,5,5,2,2,1,4,4,4
django__django-16139,3,5,3,2,2,3,1,5,4,5,1,1,5,1,2,2,3,2,1,2,2026-03-08T00:22:52.888191,claude-opus-4-6,anthropic,django__django-16139,4,5,2,2,1,4,3,4
sympy__sympy-21379,1,4,5,4,4,3,0,4,5,4,4,3,5,0,2,3,2,2,2,3,2026-03-08T00:25:14.051470,claude-opus-4-6,anthropic,sympy__sympy-21379,4,4,3,2,1,4,2,4
sympy__sympy-12419,1,5,4,4,3,2,0,4,5,5,3,2,4,1,2,3,3,2,2,3,2026-03-08T00:24:42.964311,claude-opus-4-6,anthropic,sympy__sympy-12419,4,4,2,2,1,3,2,3
django__django-14915,2,4,3,2,2,2,1,5,4,4,1,1,4,1,2,2,2,1,1,1,2026-03-08T00:22:21.183665,claude-opus-4-6,anthropic,django__django-14915,4,5,3,2,1,4,3,4
sphinx-doc__sphinx-8056,1,4,4,3,3,3,0,4,4,4,3,2,4,1,3,3,3,2,3,3,2026-03-08T00:24:31.238917,claude-opus-4-6,anthropic,sphinx-doc__sphinx-8056,4,4,3,2,2,4,3,3
sympy__sympy-17318,2,5,3,2,2,2,1,5,5,5,2,1,5,1,2,3,3,3,2,3,2026-03-08T00:25:03.773168,claude-opus-4-6,anthropic,sympy__sympy-17318,4,5,2,2,1,4,2,3
pylint-dev__pylint-7277,3,5,2,2,2,3,1,4,5,5,1,1,5,1,2,4,3,4,2,2,2026-03-08T00:23:50.057610,claude-opus-4-6,anthropic,pylint-dev__pylint-7277,4,5,2,2,1,4,3,4
sympy__sympy-24213,1,5,4,3,3,2,0,5,5,4,2,1,5,1,2,2,3,1,1,3,2026-03-08T00:25:20.357446,claude-opus-4-6,anthropic,sympy__sympy-24213,4,5,2,2,2,4,2,4
matplotlib__matplotlib-25960,2,5,4,2,2,3,1,4,5,3,2,1,5,1,2,3,3,2,3,4,2026-03-08T00:23:23.030920,claude-opus-4-6,anthropic,matplotlib__matplotlib-25960,4,5,3,4,3,4,4,5
django__django-11740,1,4,4,3,3,3,0,4,4,4,3,2,4,1,2,2,3,1,2,3,2026-03-08T00:21:15.482865,claude-opus-4-6,anthropic,django__django-11740,4,4,3,2,1,5,3,4
sympy__sympy-20801,1,4,4,3,3,2,0,5,5,3,3,2,4,1,3,3,1,3,2,3,2026-03-08T00:25:20.458621,claude-opus-4-6,anthropic,sympy__sympy-20801,4,4,3,2,1,4,3,3
django__django-14493,3,5,3,1,1,2,1,5,5,4,1,1,5,1,1,2,3,2,1,2,2026-03-08T00:22:10.472183,claude-opus-4-6,anthropic,django__django-14493,5,5,2,2,1,4,3,4
django__django-14539,1,5,4,4,3,3,0,5,5,5,3,1,4,1,3,2,2,2,2,3,2026-03-08T00:22:16.478201,claude-opus-4-6,anthropic,django__django-14539,4,5,3,2,2,4,3,4
astropy__astropy-13236,3,5,4,2,3,3,1,4,4,4,2,3,4,1,4,4,3,3,1,3,2026-03-08T00:20:50.269308,claude-opus-4-6,anthropic,astropy__astropy-13236,4,5,3,3,3,4,4,4
pytest-dev__pytest-10081,1,5,4,3,3,2,0,5,5,5,3,2,5,1,2,3,4,3,2,3,2026-03-08T00:23:49.818801,claude-opus-4-6,anthropic,pytest-dev__pytest-10081,4,4,2,2,2,5,2,3
django__django-17084,1,4,5,4,3,4,0,4,4,3,4,2,4,1,3,2,3,1,2,4,2026-03-08T00:23:09.231222,claude-opus-4-6,anthropic,django__django-17084,4,4,4,3,2,4,4,4
django__django-13028,2,4,4,3,3,2,0,5,5,4,2,1,5,1,2,2,2,2,1,3,2026-03-08T00:21:38.226272,claude-opus-4-6,anthropic,django__django-13028,4,4,3,2,2,4,3,4
pydata__xarray-6461,2,4,4,3,2,2,1,5,5,3,2,1,4,1,2,2,1,2,1,2,2026-03-08T00:23:39.498958,claude-opus-4-6,anthropic,pydata__xarray-6461,4,5,2,2,1,4,3,2
matplotlib__matplotlib-20488,1,3,4,4,3,4,0,5,2,3,4,2,3,1,2,3,4,3,2,3,2026-03-08T00:23:08.872945,claude-opus-4-6,anthropic,matplotlib__matplotlib-20488,4,5,3,3,2,4,4,4
pytest-dev__pytest-8399,2,5,4,2,2,2,1,4,5,5,2,1,4,1,1,4,3,3,1,2,2026-03-08T00:24:00.329509,claude-opus-4-6,anthropic,pytest-dev__pytest-8399,4,5,2,2,1,4,3,3
matplotlib__matplotlib-20826,1,4,4,4,3,3,0,4,5,5,3,3,5,1,3,2,3,1,2,3,2026-03-08T00:23:09.382581,claude-opus-4-6,anthropic,matplotlib__matplotlib-20826,4,5,4,3,3,5,4,4
django__django-15851,3,5,3,2,1,2,1,5,5,5,1,1,4,1,2,1,1,1,1,1,2026-03-08T00:22:41.860402,claude-opus-4-6,anthropic,django__django-15851,5,5,2,2,1,4,3,4
sympy__sympy-19783,1,4,4,3,3,2,0,4,5,5,2,1,4,1,2,3,2,3,2,3,2026-03-08T00:25:08.412737,claude-opus-4-6,anthropic,sympy__sympy-19783,4,4,2,2,1,3,2,4
pytest-dev__pytest-5840,1,3,4,3,3,4,0,4,3,4,3,2,3,1,3,3,3,3,3,4,2026-03-08T00:23:54.470952,claude-opus-4-6,anthropic,pytest-dev__pytest-5840,4,5,3,2,1,4,3,2
django__django-10097,2,4,4,3,3,3,0,4,4,5,2,1,4,1,3,4,2,4,1,1,2026-03-08T00:21:01.210124,claude-opus-4-6,anthropic,django__django-10097,4,5,2,2,2,4,3,4
sympy__sympy-22714,1,4,4,3,3,2,0,5,5,4,3,2,4,1,2,1,1,1,1,2,2026-03-08T00:25:16.928157,claude-opus-4-6,anthropic,sympy__sympy-22714,4,4,3,2,1,4,3,3
django__django-11239,2,4,3,2,2,3,1,3,3,4,1,1,4,1,1,3,4,2,1,2,2026-03-08T00:21:10.586600,claude-opus-4-6,anthropic,django__django-11239,4,5,2,2,1,4,3,4
django__django-15503,1,4,4,3,3,2,0,5,5,5,3,2,5,1,2,4,3,4,4,4,2026-03-08T00:22:33.871417,claude-opus-4-6,anthropic,django__django-15503,4,4,3,2,2,4,3,4
sympy__sympy-24443,2,4,4,3,3,2,0,5,5,4,2,1,5,1,2,2,2,1,3,3,2026-03-08T00:25:23.464410,claude-opus-4-6,anthropic,sympy__sympy-24443,4,5,2,2,2,4,2,4
django__django-15368,3,5,4,2,2,2,1,5,5,5,1,1,5,1,2,2,2,1,1,2,2026-03-08T00:22:29.583588,claude-opus-4-6,anthropic,django__django-15368,5,5,3,3,2,4,4,4
matplotlib__matplotlib-23476,1,5,4,3,3,4,0,5,5,5,3,2,5,1,2,2,3,1,1,3,2026-03-08T00:23:14.102947,claude-opus-4-6,anthropic,matplotlib__matplotlib-23476,4,4,3,4,4,4,4,4
django__django-15104,3,5,3,1,1,1,1,5,5,5,1,1,5,1,1,2,3,1,1,2,2026-03-08T00:22:25.637965,claude-opus-4-6,anthropic,django__django-15104,5,5,3,2,2,5,3,5
django__django-15554,1,4,5,4,4,4,0,4,4,4,3,2,3,1,2,2,3,2,4,4,2026-03-08T00:22:38.474570,claude-opus-4-6,anthropic,django__django-15554,4,4,4,2,2,5,3,4
django__django-13195,3,4,3,2,2,2,1,4,3,4,1,2,4,1,3,4,3,3,2,3,2026-03-08T00:21:45.507313,claude-opus-4-6,anthropic,django__django-13195,4,4,2,2,1,4,3,4
sympy__sympy-15349,2,5,4,2,2,2,1,4,5,4,2,1,5,1,3,4,3,3,1,1,2026-03-08T00:24:55.642742,claude-opus-4-6,anthropic,sympy__sympy-15349,4,5,2,2,1,3,2,3
scikit-learn__scikit-learn-25747,1,4,4,3,3,2,0,5,5,3,3,1,5,1,2,2,3,2,1,3,2026-03-08T00:24:15.345795,claude-opus-4-6,anthropic,scikit-learn__scikit-learn-25747,4,5,3,2,2,4,4,4
django__django-16801,3,5,4,2,2,3,1,4,3,5,1,1,4,1,1,2,3,2,2,2,2026-03-08T00:23:02.581959,claude-opus-4-6,anthropic,django__django-16801,4,5,2,2,2,4,3,5
django__django-14580,2,5,4,3,3,2,0,5,5,4,2,1,5,1,1,2,2,1,1,2,2026-03-08T00:22:17.805774,claude-opus-4-6,anthropic,django__django-14580,4,5,3,2,1,5,3,4
sympy__sympy-20154,2,4,2,2,1,2,1,3,3,4,1,1,3,1,3,4,2,3,1,2,2026-03-08T00:25:10.339732,claude-opus-4-6,anthropic,sympy__sympy-20154,4,5,2,2,1,3,2,4
pytest-dev__pytest-5787,1,4,4,3,3,3,0,4,5,5,3,2,4,1,2,4,4,3,4,4,2026-03-08T00:23:54.728243,claude-opus-4-6,anthropic,pytest-dev__pytest-5787,4,4,2,2,1,4,3,2
django__django-13212,2,3,3,2,2,3,1,3,3,4,1,2,3,1,2,5,3,4,2,3,2026-03-08T00:21:46.941684,claude-opus-4-6,anthropic,django__django-13212,4,4,2,2,1,4,3,4
pylint-dev__pylint-4661,2,3,3,3,3,3,1,3,2,4,2,2,3,1,4,2,2,1,2,2,2026-03-08T00:23:46.513737,claude-opus-4-6,anthropic,pylint-dev__pylint-4661,4,5,2,2,1,4,3,3
sphinx-doc__sphinx-10435,3,5,4,2,3,3,0,5,5,4,2,1,5,1,2,2,3,1,2,3,2026-03-08T00:24:18.745592,claude-opus-4-6,anthropic,sphinx-doc__sphinx-10435,4,5,2,2,2,4,3,3
sympy__sympy-20590,2,4,3,3,2,2,1,4,5,4,2,3,4,1,2,2,2,2,1,3,2026-03-08T00:25:13.875725,claude-opus-4-6,anthropic,sympy__sympy-20590,4,5,3,2,1,4,2,4
django__django-16315,2,5,4,2,2,2,1,5,4,5,2,1,4,1,1,2,3,1,3,3,2026-03-08T00:22:52.163721,claude-opus-4-6,anthropic,django__django-16315,4,5,2,3,2,4,3,5
psf__requests-2317,2,4,2,2,2,2,1,4,3,4,1,1,4,1,2,2,1,1,1,2,2026-03-08T00:23:29.927639,claude-opus-4-6,anthropic,psf__requests-2317,4,5,2,1,1,4,2,2
django__django-14017,2,5,4,3,2,2,1,5,5,4,2,2,4,1,2,4,3,4,1,3,2026-03-08T00:22:05.014905,claude-opus-4-6,anthropic,django__django-14017,4,5,2,2,2,4,3,4
django__django-13551,3,5,4,2,2,3,1,4,4,5,1,1,4,1,3,4,3,3,2,3,2026-03-08T00:21:52.717997,claude-opus-4-6,anthropic,django__django-13551,4,5,2,2,2,4,3,5
matplotlib__matplotlib-26208,1,4,4,4,3,3,0,5,5,4,4,2,5,0,3,3,3,2,1,4,2026-03-08T00:23:24.508298,claude-opus-4-6,anthropic,matplotlib__matplotlib-26208,4,4,3,4,3,4,4,4
sympy__sympy-19346,1,5,3,2,2,2,1,4,5,4,1,1,4,1,2,4,2,3,2,2,2026-03-08T00:25:07.144188,claude-opus-4-6,anthropic,sympy__sympy-19346,5,5,2,2,1,4,2,3
django__django-15128,2,4,4,4,3,3,0,5,5,3,4,2,5,0,3,2,3,2,4,4,2026-03-08T00:22:27.599808,claude-opus-4-6,anthropic,django__django-15128,4,4,4,2,2,4,3,5
django__django-13121,1,4,4,3,3,3,0,5,5,3,3,3,4,1,2,3,3,2,4,4,2026-03-08T00:21:41.711214,claude-opus-4-6,anthropic,django__django-13121,4,4,3,2,1,4,3,4
scikit-learn__scikit-learn-10844,3,5,2,2,1,2,1,4,2,4,1,1,4,1,1,2,2,2,2,2,2026-03-08T00:24:00.812892,claude-opus-4-6,anthropic,scikit-learn__scikit-learn-10844,5,5,2,2,2,4,3,3
django__django-12419,3,5,3,1,1,2,1,4,3,5,1,2,4,1,3,1,3,1,1,1,2026-03-08T00:21:34.909832,claude-opus-4-6,anthropic,django__django-12419,4,5,2,2,1,4,3,4
django__django-13658,3,5,3,1,1,2,1,4,4,5,1,1,5,1,1,2,4,2,1,1,2026-03-08T00:21:56.396204,claude-opus-4-6,anthropic,django__django-13658,5,5,2,2,1,4,4,4
django__django-14349,2,4,3,2,3,2,1,5,4,3,2,1,5,1,2,4,2,4,1,2,2026-03-08T00:22:08.796439,claude-opus-4-6,anthropic,django__django-14349,4,5,3,2,1,4,3,4
sphinx-doc__sphinx-7910,3,5,4,3,3,3,0,5,3,4,1,1,4,1,2,2,3,2,1,2,2026-03-08T00:24:30.855989,claude-opus-4-6,anthropic,sphinx-doc__sphinx-7910,4,5,2,2,2,4,4,3
django__django-11848,2,5,3,2,2,3,1,4,3,5,1,1,4,1,2,4,4,4,2,2,2026-03-08T00:21:23.989828,claude-opus-4-6,anthropic,django__django-11848,4,5,2,2,1,4,3,4
django__django-13033,1,5,4,4,3,3,0,5,5,5,4,2,5,1,3,3,3,2,2,4,2026-03-08T00:21:37.261729,claude-opus-4-6,anthropic,django__django-13033,4,4,4,2,2,5,2,5
sympy__sympy-15345,2,5,3,2,2,1,1,5,5,5,2,1,4,1,2,2,1,1,2,3,2026-03-08T00:24:56.175679,claude-opus-4-6,anthropic,sympy__sympy-15345,4,5,2,2,1,3,2,3
django__django-16661,2,4,4,4,4,3,0,4,5,5,3,1,5,1,3,4,3,3,4,4,2026-03-08T00:22:59.575886,claude-opus-4-6,anthropic,django__django-16661,4,5,3,2,1,4,3,4
django__django-12858,1,4,4,3,3,3,0,5,4,4,3,2,4,1,2,1,2,1,1,3,2026-03-08T00:21:37.467912,claude-opus-4-6,anthropic,django__django-12858,4,5,3,2,2,4,3,5
scikit-learn__scikit-learn-25931,2,5,3,2,2,2,1,5,5,5,1,1,5,1,1,2,2,1,2,3,2026-03-08T00:24:18.442602,claude-opus-4-6,anthropic,scikit-learn__scikit-learn-25931,4,5,2,3,2,4,4,4
mwaskom__seaborn-3069,2,3,4,4,4,4,0,3,2,4,4,3,3,0,4,3,3,3,3,3,2026-03-08T00:23:24.477367,claude-opus-4-6,anthropic,mwaskom__seaborn-3069,4,4,3,2,1,4,3,2
scikit-learn__scikit-learn-11310,2,5,3,2,1,2,1,3,5,5,1,1,4,1,2,2,2,1,1,2,2026-03-08T00:24:01.501399,claude-opus-4-6,anthropic,scikit-learn__scikit-learn-11310,4,5,2,3,2,4,3,3
sympy__sympy-18189,1,4,4,4,3,2,0,5,5,5,3,1,4,1,2,3,2,2,1,2,2026-03-08T00:25:04.057332,claude-opus-4-6,anthropic,sympy__sympy-18189,4,5,2,2,1,4,2,4
django__django-12663,1,4,4,3,3,2,1,5,5,4,3,2,5,1,2,2,3,1,2,4,2026-03-08T00:21:35.699101,claude-opus-4-6,anthropic,django__django-12663,4,4,4,2,2,5,3,4
scikit-learn__scikit-learn-10297,3,5,3,1,1,1,1,5,5,4,1,1,5,1,2,3,2,2,1,2,2026-03-08T00:24:00.289234,claude-opus-4-6,anthropic,scikit-learn__scikit-learn-10297,4,5,2,3,4,4,4,4
pylint-dev__pylint-6386,1,5,3,2,1,2,1,5,5,4,1,1,5,1,2,2,2,1,3,4,2026-03-08T00:23:47.914076,claude-opus-4-6,anthropic,pylint-dev__pylint-6386,4,5,2,2,2,4,3,4
django__django-14534,3,5,4,2,2,2,1,5,4,5,1,1,5,1,2,3,2,2,1,2,2026-03-08T00:22:13.838943,claude-opus-4-6,anthropic,django__django-14534,5,5,2,2,1,4,3,5
django__django-14373,2,4,3,1,1,2,1,4,3,5,1,1,3,1,2,2,1,2,1,1,2026-03-08T00:22:10.333335,claude-opus-4-6,anthropic,django__django-14373,5,5,2,2,1,4,3,4
django__django-15098,1,5,4,3,3,2,0,4,5,5,2,1,5,1,2,4,3,4,1,2,2026-03-08T00:22:26.820854,claude-opus-4-6,anthropic,django__django-15098,4,5,3,2,2,4,2,4
sympy__sympy-23534,1,5,3,3,2,2,0,5,5,5,2,1,5,1,2,1,1,1,1,2,2026-03-08T00:25:18.438377,claude-opus-4-6,anthropic,sympy__sympy-23534,4,5,2,2,1,4,2,4
django__django-14631,3,4,4,3,3,3,0,3,2,4,3,2,4,0,3,3,4,3,3,4,2026-03-08T00:22:18.408960,claude-opus-4-6,anthropic,django__django-14631,4,5,2,2,1,4,3,4
django__django-11433,1,3,4,4,3,3,0,3,2,3,3,2,2,0,3,4,3,4,2,3,2026-03-08T00:21:12.204822,claude-opus-4-6,anthropic,django__django-11433,4,4,3,2,1,5,3,4
psf__requests-1921,2,5,3,2,2,2,1,4,5,5,2,1,4,1,3,2,2,1,1,2,2026-03-08T00:23:31.172043,claude-opus-4-6,anthropic,psf__requests-1921,4,5,3,2,1,4,2,2
django__django-16899,2,4,3,2,1,2,1,4,3,5,1,1,4,1,1,3,3,2,1,1,2026-03-08T00:23:02.928928,claude-opus-4-6,anthropic,django__django-16899,5,5,2,2,1,4,3,4
psf__requests-2931,1,4,4,3,2,2,1,3,5,4,2,1,4,1,2,1,1,1,3,3,2026-03-08T00:23:30.994479,claude-opus-4-6,anthropic,psf__requests-2931,5,5,2,2,1,3,2,2
astropy__astropy-14182,1,5,4,3,2,2,1,5,5,4,2,1,4,1,2,3,3,2,3,3,2026-03-08T00:20:51.504719,claude-opus-4-6,anthropic,astropy__astropy-14182,4,5,2,3,2,4,4,4
django__django-12209,2,4,4,4,3,3,0,4,5,4,3,2,5,1,4,2,4,2,1,3,2026-03-08T00:21:26.180082,claude-opus-4-6,anthropic,django__django-12209,4,5,4,2,2,5,3,5
django__django-11999,1,5,4,3,3,2,0,4,5,5,2,1,4,1,3,2,2,1,1,3,2026-03-08T00:21:25.294569,claude-opus-4-6,anthropic,django__django-11999,4,5,3,2,2,4,3,4
sympy__sympy-15017,2,5,2,2,1,2,1,5,5,5,1,1,5,1,3,3,2,3,1,2,2026-03-08T00:24:53.808060,claude-opus-4-6,anthropic,sympy__sympy-15017,4,5,2,2,1,3,2,3
sphinx-doc__sphinx-10614,2,5,4,3,3,4,0,5,5,5,2,1,5,1,2,4,4,4,3,4,2026-03-08T00:24:19.141637,claude-opus-4-6,anthropic,sphinx-doc__sphinx-10614,4,5,2,2,2,4,3,4
scikit-learn__scikit-learn-13439,3,5,2,1,1,1,1,4,5,4,1,1,5,1,1,1,1,1,1,1,2026-03-08T00:24:07.163282,claude-opus-4-6,anthropic,scikit-learn__scikit-learn-13439,5,5,1,2,2,4,4,3
sympy__sympy-13878,3,5,4,2,2,3,1,4,5,4,2,2,5,1,2,4,4,3,3,2,2026-03-08T00:24:52.881421,claude-opus-4-6,anthropic,sympy__sympy-13878,4,4,2,2,2,4,3,4
sphinx-doc__sphinx-11510,1,5,4,4,3,3,0,4,5,5,3,2,5,1,3,3,4,3,4,4,2026-03-08T00:24:20.872009,claude-opus-4-6,anthropic,sphinx-doc__sphinx-11510,4,4,4,2,2,5,3,3
django__django-14559,3,5,3,1,1,2,1,4,3,5,1,1,5,1,2,3,2,3,1,2,2026-03-08T00:22:22.432055,claude-opus-4-6,anthropic,django__django-14559,4,5,2,2,2,4,3,4
django__django-13964,1,5,4,4,3,3,0,5,5,5,3,2,4,1,3,2,3,1,1,3,2026-03-08T00:22:00.538773,claude-opus-4-6,anthropic,django__django-13964,4,4,3,2,2,4,4,4
django__django-14608,2,4,3,2,2,2,1,4,3,5,1,2,4,1,2,4,2,3,1,2,2026-03-08T00:22:17.906475,claude-opus-4-6,anthropic,django__django-14608,4,4,2,2,1,4,3,4
django__django-13821,1,3,4,3,3,3,0,3,2,4,2,3,3,1,3,1,4,1,1,1,2026-03-08T00:21:59.315252,claude-opus-4-6,anthropic,django__django-13821,4,4,2,2,1,4,3,4
django__django-14034,1,4,4,3,3,2,0,4,5,4,2,1,4,1,3,3,3,3,3,4,2026-03-08T00:22:06.694227,claude-opus-4-6,anthropic,django__django-14034,4,5,3,2,1,4,3,4
pydata__xarray-6992,1,4,4,3,3,2,0,4,5,3,3,2,4,1,3,5,4,4,4,4,2026-03-08T00:23:45.304252,claude-opus-4-6,anthropic,pydata__xarray-6992,4,5,3,2,1,4,3,2
django__django-16662,2,5,4,2,2,2,1,4,3,5,2,1,4,1,1,2,3,1,1,1,2026-03-08T00:23:01.554616,claude-opus-4-6,anthropic,django__django-16662,4,5,2,2,1,4,3,5
django__django-13933,3,5,3,2,1,2,1,4,3,5,1,1,4,1,2,2,2,1,1,2,2026-03-08T00:22:00.017105,claude-opus-4-6,anthropic,django__django-13933,5,5,2,2,1,4,3,4
sphinx-doc__sphinx-7440,1,4,4,2,2,2,1,5,4,3,2,1,4,1,3,2,4,1,1,3,2026-03-08T00:24:22.328061,claude-opus-4-6,anthropic,sphinx-doc__sphinx-7440,4,5,2,2,2,4,3,3
pytest-dev__pytest-7432,2,5,4,3,3,2,0,5,5,5,2,1,5,1,1,3,3,2,1,3,2026-03-08T00:23:58.258082,claude-opus-4-6,anthropic,pytest-dev__pytest-7432,5,5,2,2,2,4,3,3
scikit-learn__scikit-learn-14629,2,5,4,3,3,3,0,5,5,3,2,2,5,1,3,3,3,2,2,2,2026-03-08T00:24:11.284349,claude-opus-4-6,anthropic,scikit-learn__scikit-learn-14629,4,5,2,2,2,5,4,3
sympy__sympy-23262,1,5,3,2,2,2,1,5,5,5,2,1,5,1,1,2,1,2,1,2,2026-03-08T00:25:18.263218,claude-opus-4-6,anthropic,sympy__sympy-23262,4,5,2,2,1,4,2,4
django__django-13925,1,4,4,3,3,3,0,4,3,4,3,2,3,1,2,4,3,4,2,3,2026-03-08T00:22:00.919738,claude-opus-4-6,anthropic,django__django-13925,4,4,4,2,2,5,3,4
astropy__astropy-13453,1,5,4,3,2,2,0,4,5,5,2,1,5,1,2,2,3,1,2,3,2026-03-08T00:20:50.332885,claude-opus-4-6,anthropic,astropy__astropy-13453,4,5,2,3,3,4,4,4
sympy__sympy-21930,3,5,3,2,2,2,1,5,5,5,1,1,5,1,2,4,2,3,1,2,2026-03-08T00:25:15.760045,claude-opus-4-6,anthropic,sympy__sympy-21930,4,5,2,2,1,4,3,4
sympy__sympy-24661,1,4,4,3,3,2,0,5,5,5,3,2,4,1,3,3,2,2,2,2,2026-03-08T00:25:25.737625,claude-opus-4-6,anthropic,sympy__sympy-24661,4,5,2,2,2,4,3,3
sphinx-doc__sphinx-8035,2,4,4,3,2,3,1,3,2,4,3,3,3,1,3,2,3,1,3,4,2026-03-08T00:24:29.132253,claude-opus-4-6,anthropic,sphinx-doc__sphinx-8035,4,5,2,2,2,4,3,3
django__django-14999,2,4,4,3,3,4,0,3,2,5,3,3,2,1,3,2,3,2,2,3,2026-03-08T00:22:25.865967,claude-opus-4-6,anthropic,django__django-14999,4,4,3,2,2,4,3,4
scikit-learn__scikit-learn-11578,3,5,4,2,2,3,1,5,5,5,1,1,5,1,2,4,4,3,1,3,2026-03-08T00:24:02.249626,claude-opus-4-6,anthropic,scikit-learn__scikit-learn-11578,5,5,2,2,2,4,3,3
django__django-13837,3,5,4,3,3,3,1,4,3,5,2,1,5,1,2,3,4,2,2,2,2026-03-08T00:21:59.333797,claude-opus-4-6,anthropic,django__django-13837,4,5,2,2,1,4,3,4
scikit-learn__scikit-learn-9288,0,4,4,4,3,3,0,4,5,5,3,1,5,1,2,2,2,1,2,2,2026-03-08T00:24:18.421373,claude-opus-4-6,anthropic,scikit-learn__scikit-learn-9288,4,5,2,3,4,4,4,3
pydata__xarray-7229,1,4,4,4,3,2,0,5,5,5,3,2,5,1,3,5,3,4,3,4,2026-03-08T00:23:47.285449,claude-opus-4-6,anthropic,pydata__xarray-7229,4,5,3,2,1,4,3,3
scikit-learn__scikit-learn-13142,1,5,4,3,2,2,0,4,5,5,3,1,5,1,2,2,2,1,1,2,2026-03-08T00:24:06.549589,claude-opus-4-6,anthropic,scikit-learn__scikit-learn-13142,5,5,2,3,3,4,4,3
scikit-learn__scikit-learn-25973,1,4,4,3,3,2,1,4,5,4,2,1,5,1,2,2,2,1,2,3,2026-03-08T00:24:17.273984,claude-opus-4-6,anthropic,scikit-learn__scikit-learn-25973,4,5,2,2,2,4,3,3
sphinx-doc__sphinx-9673,1,4,4,4,3,4,0,3,4,3,3,2,4,1,2,2,3,2,1,3,2026-03-08T00:24:42.183182,claude-opus-4-6,anthropic,sphinx-doc__sphinx-9673,4,4,3,2,1,4,4,3
django__django-15561,1,3,4,3,3,3,0,3,2,4,3,2,2,1,2,2,3,2,3,3,2026-03-08T00:22:35.421343,claude-opus-4-6,anthropic,django__django-15561,4,4,3,2,2,5,3,5
sphinx-doc__sphinx-9258,1,3,4,3,3,3,0,3,4,3,3,2,3,1,2,2,4,1,1,2,2026-03-08T00:24:37.759147,claude-opus-4-6,anthropic,sphinx-doc__sphinx-9258,4,4,2,2,2,4,4,4
scikit-learn__scikit-learn-12682,2,4,3,2,2,2,1,4,3,3,1,2,3,1,2,3,4,2,3,4,2026-03-08T00:24:06.308885,claude-opus-4-6,anthropic,scikit-learn__scikit-learn-12682,4,4,2,3,3,4,4,4
django__django-11133,2,5,3,2,2,2,1,5,5,5,1,1,4,1,2,1,1,1,1,2,2026-03-08T00:21:02.374854,claude-opus-4-6,anthropic,django__django-11133,5,5,2,2,1,4,3,4
django__django-11099,3,5,2,1,1,1,1,5,4,5,1,1,5,1,2,3,2,2,1,1,2026-03-08T00:21:01.485688,claude-opus-4-6,anthropic,django__django-11099,4,5,2,2,1,4,3,4
