integration_complexity,solution_complexity,solution_discovery_needed,logical_reasoning_required,atypicality,domain_knowledge_required,verification_difficulty,standard_pattern_available,problem_clarity,solution_hint,solution_prescribed,location_hints_provided,fix_pattern_type,minimal_repro_provided,log_lines_changed,patch_adds,patch_lines_gt20,patch_chars,patch_files_gt2,patch_lines_gt50,test_patch_lines,num_hunks,patch_deletes,num_files_modified,test_patch_chars,patch_files_gt3,test_patch_files,test_patch_hunks,has_code_block,is_django,stmt_lines_gt80,stmt_words,_task_id
3,3,3,4,4,5,3,0,4,2,1,1,3,1,1.7481880270062005,22,1,2511,0,1,5,1,33,1,501,0,1,1,1,0,0,75,sympy__sympy-24443
2,1,1,2,2,3,2,1,5,3,1,1,0,1,0.6989700043360189,2,0,1214,0,0,10,2,2,1,858,0,1,1,0,1,0,153,django__django-15368
3,2,2,3,3,4,3,0,4,2,1,1,0,1,0.6020599913279624,3,0,519,0,0,9,1,0,1,702,0,1,2,1,0,1,352,matplotlib__matplotlib-23476
2,1,1,2,2,3,2,1,5,3,1,1,0,1,0.4771212547196624,1,0,590,0,0,22,1,1,1,1326,0,1,1,0,1,1,455,django__django-15104
4,4,4,4,4,5,3,0,4,1,0,0,1,1,1.6812412373755872,38,1,4891,0,0,28,9,9,1,1401,0,1,1,1,1,0,160,django__django-15554
3,3,2,3,2,3,2,1,4,3,1,1,2,0,1.3617278360175928,16,1,2611,1,0,23,3,6,3,3317,0,3,6,0,1,0,333,django__django-13195
1,1,2,3,2,4,2,1,4,2,0,1,1,1,0.4771212547196624,1,0,441,0,0,22,1,1,1,1978,0,1,2,1,0,0,82,sympy__sympy-15349
2,1,2,2,2,3,2,1,4,3,1,1,1,1,0.6989700043360189,1,0,746,0,0,34,2,3,1,1656,0,1,2,1,0,1,495,scikit-learn__scikit-learn-25747
3,2,2,2,2,4,2,1,4,2,1,1,0,0,1.0,4,0,1451,0,0,8,2,5,1,952,0,1,2,0,1,0,116,django__django-16801
2,1,2,2,2,4,2,1,5,3,1,1,1,1,0.4771212547196624,1,0,535,0,0,7,1,1,1,693,0,1,1,1,1,0,183,django__django-14580
2,2,1,2,2,2,2,1,4,2,1,1,1,1,1.380211241711606,4,1,1559,0,0,16,3,19,1,1936,0,1,2,0,0,0,88,sympy__sympy-20154
4,4,4,4,3,4,3,0,4,1,0,0,4,1,2.367355921026019,143,1,9824,0,1,471,4,89,1,26578,0,4,23,1,0,1,310,pytest-dev__pytest-5787
3,2,2,2,2,3,2,1,4,2,1,1,0,1,1.6532125137753435,19,1,7779,0,0,104,13,25,2,5326,0,1,2,0,1,0,61,django__django-13212
2,2,2,2,2,2,2,1,4,3,1,0,4,0,1.2787536009528289,16,0,1835,0,0,3,5,2,2,633,0,1,2,0,0,0,133,pylint-dev__pylint-4661
3,2,2,3,3,4,2,0,4,2,1,1,1,1,0.8450980400142568,3,0,886,0,0,4,1,3,1,642,0,1,1,1,0,1,229,sphinx-doc__sphinx-10435
2,1,2,3,3,4,2,1,5,3,1,1,0,1,0.7781512503836436,5,0,611,0,0,6,1,0,1,460,0,1,1,1,0,0,80,sympy__sympy-20590
3,3,1,3,2,4,2,1,5,3,1,1,1,1,1.146128035678238,6,0,2319,0,0,37,4,7,2,2176,0,2,3,0,1,0,150,django__django-16315
2,1,2,2,2,3,2,1,4,2,1,1,1,0,0.6989700043360189,2,0,763,0,0,5,2,2,1,466,0,1,1,0,0,0,131,psf__requests-2317
3,2,2,3,2,4,2,1,4,2,1,1,0,1,0.4771212547196624,1,0,624,0,0,22,1,1,1,1241,0,1,1,0,1,0,136,django__django-14017
2,2,2,2,2,3,2,1,4,3,1,1,0,0,1.0413926851582251,6,0,1557,0,0,37,2,4,1,3966,0,4,6,0,1,0,88,django__django-13551
3,2,4,4,4,4,3,0,4,2,0,0,1,1,0.4771212547196624,2,0,627,0,0,17,2,0,1,863,0,1,1,1,0,0,277,matplotlib__matplotlib-26208
2,2,2,2,1,3,2,1,5,2,0,0,2,1,1.0413926851582251,10,0,741,0,0,23,1,0,1,1163,0,1,1,1,0,0,72,sympy__sympy-19346
4,4,4,4,4,5,3,0,4,2,1,1,3,1,1.462397997898956,20,1,3798,0,0,25,6,8,1,2972,0,2,4,0,1,0,360,django__django-15128
4,4,4,4,4,5,3,0,3,1,0,0,4,1,1.8512583487190752,25,1,6564,1,1,10,9,45,4,1443,1,2,2,0,1,0,82,django__django-13121
2,2,2,3,2,3,3,1,4,3,1,1,1,0,0.7781512503836436,3,0,892,0,0,7,1,2,1,1089,0,1,1,1,0,0,284,scikit-learn__scikit-learn-10844
1,1,1,1,1,2,2,1,5,3,1,1,1,0,0.4771212547196624,1,0,399,0,0,1,1,1,1,542,0,1,1,0,1,0,86,django__django-12419
2,1,1,2,1,3,3,1,5,3,1,1,1,0,0.9030899869919436,6,0,854,0,0,17,1,1,1,1582,0,1,3,0,1,0,153,django__django-13658
2,2,2,2,2,3,2,1,4,2,1,1,0,1,0.6020599913279624,3,0,926,0,0,8,2,0,1,1174,0,1,1,0,1,0,218,django__django-14349
2,1,2,3,3,4,2,1,4,2,1,1,1,0,0.6020599913279624,2,0,861,0,0,26,2,1,1,2586,0,2,6,1,0,0,148,sphinx-doc__sphinx-7910
2,2,2,3,2,3,3,1,5,3,1,1,1,0,1.0413926851582251,7,0,869,0,0,25,1,3,1,2236,0,1,2,1,1,0,102,django__django-11848
3,2,2,3,3,4,3,0,4,3,1,1,1,1,0.9030899869919436,6,0,970,0,0,17,1,1,1,1384,0,2,2,0,1,0,437,django__django-13033
3,2,3,3,2,4,2,1,4,1,0,1,2,1,0.7781512503836436,4,0,808,0,0,3,2,1,1,785,0,1,2,1,0,0,41,sympy__sympy-15345
4,4,4,4,4,5,3,0,4,1,0,1,1,1,1.0413926851582251,6,0,1152,0,0,29,1,4,1,1549,0,1,1,1,1,0,137,django__django-16661
3,2,3,3,3,4,2,0,4,1,0,0,0,1,0.6989700043360189,3,0,690,0,0,9,1,1,1,723,0,1,1,0,1,0,84,django__django-12858
2,2,2,2,2,3,2,1,5,3,1,1,2,1,1.3979400086720375,16,1,1701,0,0,18,2,8,1,912,0,1,1,1,0,1,292,scikit-learn__scikit-learn-25931
3,3,3,3,3,4,3,0,4,2,1,1,2,0,1.2041199826559248,13,0,2235,0,0,22,4,2,1,1045,0,1,1,0,0,0,210,mwaskom__seaborn-3069
2,1,1,2,1,3,2,1,5,3,1,0,2,1,1.1760912590556811,14,0,1844,0,0,5,4,0,1,1007,0,1,2,1,0,0,162,scikit-learn__scikit-learn-11310
2,1,1,2,1,2,2,1,5,3,1,1,1,1,0.4771212547196624,1,0,621,0,0,8,1,1,1,1027,0,1,2,1,0,0,106,sympy__sympy-18189
4,2,2,4,4,5,3,0,4,3,1,1,1,1,0.6020599913279624,2,0,580,0,0,25,1,1,1,2104,0,2,3,1,1,0,228,django__django-12663
2,2,2,2,1,3,2,1,5,3,1,1,2,1,1.5440680443502757,20,1,3739,0,0,38,3,14,1,2176,0,1,3,1,0,0,182,scikit-learn__scikit-learn-10297
4,3,3,3,3,4,2,1,4,1,0,0,1,1,1.2041199826559248,14,0,3027,1,0,7,8,1,4,662,1,1,1,1,0,0,98,pylint-dev__pylint-6386
2,1,1,2,2,3,2,1,5,3,1,1,1,0,0.4771212547196624,1,0,386,0,0,18,1,1,1,1610,0,1,2,0,1,0,194,django__django-14534
1,1,1,2,1,2,2,1,4,2,1,1,1,0,0.6989700043360189,2,0,476,0,0,6,1,2,1,862,0,1,2,0,1,0,32,django__django-14373
2,1,3,2,2,3,2,1,5,2,0,0,1,1,0.4771212547196624,1,0,403,0,0,39,1,1,1,2504,0,1,2,1,1,0,330,django__django-15098
2,1,3,2,2,3,2,1,4,1,0,0,1,1,0.4771212547196624,1,0,365,0,0,2,1,1,1,745,0,1,2,1,0,0,86,sympy__sympy-23534
4,3,2,3,2,4,3,1,4,3,1,1,3,1,1.8195439355418688,31,1,5201,0,1,42,7,34,2,2421,0,1,1,1,1,0,207,django__django-14631
3,2,3,3,3,4,2,0,3,1,0,1,0,0,0.9030899869919436,5,0,946,0,0,26,1,2,1,1430,0,1,1,0,1,0,82,django__django-11433
3,2,3,3,2,3,3,1,4,2,0,0,0,1,0.4771212547196624,2,0,388,0,0,8,1,0,1,705,0,1,1,1,0,0,89,psf__requests-1921
2,1,1,1,1,3,2,1,5,2,1,0,1,1,0.7781512503836436,3,0,875,0,0,10,1,2,1,1379,0,1,2,0,1,0,117,django__django-16899
3,3,3,3,3,4,2,0,4,1,0,1,1,1,0.7781512503836436,4,0,723,0,0,5,2,1,1,634,0,1,1,1,0,0,26,psf__requests-2931
3,3,3,3,2,4,2,1,4,2,0,1,2,1,1.6232492903979006,31,1,2186,0,0,28,3,10,1,1311,0,1,2,1,0,0,189,astropy__astropy-14182
3,1,2,3,2,4,3,1,4,3,1,1,0,1,0.3010299956639812,1,0,464,0,0,9,1,0,1,1621,0,2,4,1,1,0,173,django__django-12209
3,2,2,3,2,4,2,1,4,3,1,1,0,1,0.9542425094393248,6,0,870,0,0,10,1,2,1,730,0,1,1,0,1,0,66,django__django-11999
2,1,2,2,2,2,2,1,4,1,0,1,1,1,0.4771212547196624,1,0,566,0,0,8,1,1,1,1041,0,1,2,1,0,0,152,sympy__sympy-15017
3,3,3,3,3,4,3,0,4,2,0,0,1,1,1.0791812460476249,7,0,1276,0,0,117,1,4,1,8127,0,6,11,1,0,1,347,sphinx-doc__sphinx-10614
2,1,1,1,1,2,1,1,5,3,1,1,2,1,0.8450980400142568,6,0,502,0,0,1,1,0,1,394,0,1,1,1,0,0,120,scikit-learn__scikit-learn-13439
2,3,2,2,2,4,3,1,5,3,1,1,2,1,2.1958996524092336,142,1,14547,0,1,77,45,14,1,8763,0,1,20,1,0,0,459,sympy__sympy-13878
4,4,4,4,4,5,3,0,5,3,1,0,2,1,1.568201724066995,36,1,2867,0,0,47,3,0,1,2747,0,5,5,1,0,1,544,sphinx-doc__sphinx-11510
2,1,1,2,1,3,2,1,5,3,1,1,1,0,0.8450980400142568,4,0,1349,0,0,14,2,2,1,1357,0,1,2,0,1,0,54,django__django-14559
3,1,1,3,2,4,2,1,5,3,1,1,1,1,0.4771212547196624,1,0,696,0,0,24,1,1,1,2297,0,2,4,1,1,0,243,django__django-13964
2,1,2,2,2,3,2,1,4,2,1,0,2,0,0.9030899869919436,5,0,881,0,0,19,2,2,1,2562,0,2,4,1,1,0,100,django__django-14608
1,1,1,1,1,2,1,1,5,3,1,0,1,0,0.8450980400142568,4,0,623,0,0,6,1,2,1,810,0,1,1,1,1,0,84,django__django-13821
3,3,4,3,3,4,2,0,4,2,0,1,0,1,1.1760912590556811,12,0,1576,0,0,22,2,2,1,1503,0,1,2,1,1,0,159,django__django-14034
4,4,4,4,4,5,4,0,3,1,0,1,4,1,2.093421685162235,85,1,8857,0,1,80,8,38,2,6737,0,3,6,1,0,0,208,pydata__xarray-6992
2,2,2,2,2,3,2,1,5,2,1,0,1,1,0.7781512503836436,4,0,765,0,0,8,1,1,1,971,0,1,2,0,1,0,107,django__django-16662
2,1,1,2,1,3,2,1,5,3,1,1,1,0,0.8450980400142568,5,0,687,0,0,13,1,1,1,906,0,1,1,1,1,0,158,django__django-13933
3,2,3,3,2,4,2,1,4,1,0,0,1,1,0.6989700043360189,2,0,990,0,0,8,2,2,1,2012,0,1,4,1,0,0,90,sphinx-doc__sphinx-7440
3,1,2,3,3,4,2,0,5,2,0,1,1,1,0.6020599913279624,2,0,456,0,0,25,1,1,1,1137,0,1,1,1,0,0,99,pytest-dev__pytest-7432
2,2,2,2,2,4,2,1,4,2,1,1,2,1,1.3979400086720375,23,1,1658,0,0,17,2,1,1,1099,0,1,1,1,0,0,172,scikit-learn__scikit-learn-14629
2,1,2,2,2,3,2,1,5,1,0,1,1,1,0.6989700043360189,2,0,649,0,0,2,1,2,1,453,0,1,1,1,0,0,154,sympy__sympy-23262
3,2,3,3,3,4,2,0,4,1,0,0,0,1,0.7781512503836436,5,0,630,0,0,63,1,0,1,3131,0,1,1,0,1,0,468,django__django-13925
3,1,2,2,2,4,2,1,5,3,1,1,0,1,0.4771212547196624,2,0,512,0,0,43,1,0,1,1286,0,1,1,1,0,1,1016,astropy__astropy-13453
2,1,2,2,2,3,2,1,5,3,1,1,1,1,0.8450980400142568,3,0,1007,0,0,16,3,3,1,2547,0,1,6,1,0,0,87,sympy__sympy-21930
2,2,2,2,2,4,2,1,5,3,1,1,2,1,1.380211241711606,23,1,1183,0,0,13,1,0,1,1176,0,1,2,1,0,0,50,sympy__sympy-24661
4,3,3,3,2,4,3,1,4,2,1,0,2,0,1.6720978579357175,37,1,4802,0,0,21,6,9,1,927,0,1,1,0,0,0,99,sphinx-doc__sphinx-8035
3,2,2,2,2,4,2,1,4,2,1,0,0,0,1.0791812460476249,6,0,1226,0,0,22,1,5,1,1674,0,1,1,0,1,0,41,django__django-14999
2,1,1,2,2,3,2,1,5,3,1,1,1,1,0.4771212547196624,1,0,575,0,0,36,1,1,1,2805,0,1,3,1,0,1,785,scikit-learn__scikit-learn-11578
2,2,1,3,3,4,3,1,5,3,1,1,1,0,1.0413926851582251,5,0,1037,0,0,14,1,5,1,1999,0,2,4,1,1,0,251,django__django-13837
2,2,2,3,2,3,2,1,4,2,1,1,1,1,0.9030899869919436,4,0,1694,0,0,10,2,3,1,706,0,1,1,1,0,1,373,scikit-learn__scikit-learn-9288
3,3,4,4,3,4,3,0,4,2,0,1,1,1,1.4771212547196624,24,1,2032,0,0,59,2,5,1,3090,0,1,1,1,0,1,361,pydata__xarray-7229
2,1,2,3,2,3,2,1,4,3,1,1,1,1,1.0413926851582251,5,0,1155,0,0,18,2,5,1,1685,0,2,2,1,0,0,315,scikit-learn__scikit-learn-13142
3,2,2,3,2,4,2,1,4,2,1,0,0,1,1.1139433523068367,7,0,2410,0,0,24,5,5,1,1543,0,1,2,1,0,0,212,scikit-learn__scikit-learn-25973
2,1,2,2,2,4,2,1,4,2,0,0,1,1,0.6989700043360189,2,0,817,0,0,12,1,2,1,1087,0,1,2,1,0,0,153,sphinx-doc__sphinx-9673
3,3,2,3,3,4,2,1,4,3,1,1,3,0,1.5563025007672873,20,1,2007,0,0,14,2,15,2,1152,0,1,1,0,1,0,57,django__django-15561
2,1,3,2,2,3,2,1,4,1,0,0,1,1,0.4771212547196624,1,0,668,0,0,34,1,1,1,2072,0,1,1,1,0,0,65,sphinx-doc__sphinx-9258
4,3,3,3,2,4,2,1,4,2,1,1,2,0,1.9590413923210936,66,1,13568,0,1,48,24,24,2,2390,0,1,1,0,0,0,76,scikit-learn__scikit-learn-12682
2,1,1,2,2,3,2,1,5,3,1,1,0,1,0.4771212547196624,1,0,581,0,0,4,1,1,1,552,0,1,1,0,1,0,110,django__django-11133
1,1,1,1,2,2,2,1,5,3,1,1,1,0,0.6989700043360189,2,0,808,0,0,4,2,2,1,989,0,1,2,0,1,0,121,django__django-11099
4,4,4,4,3,4,3,0,4,1,0,0,2,1,2.103803720955957,99,1,6862,1,1,73,7,27,4,3506,1,1,2,1,0,0,100,pylint-dev__pylint-4551
2,2,3,2,2,4,2,1,4,1,0,1,0,1,0.6989700043360189,4,0,573,0,0,15,1,0,1,902,0,1,1,1,0,0,78,sphinx-doc__sphinx-8721
3,3,3,3,3,4,2,0,5,2,0,1,0,1,1.230448921378274,11,0,1793,0,0,19,3,5,1,980,0,1,1,1,0,0,285,sympy__sympy-16792
1,1,2,1,1,2,2,1,5,3,1,0,1,1,0.4771212547196624,1,0,588,0,0,3,1,1,1,575,0,1,1,1,0,0,60,sympy__sympy-18763
3,2,4,3,3,4,2,0,4,2,0,1,0,1,0.4771212547196624,2,0,523,0,0,6,1,0,1,556,0,1,1,0,1,0,349,django__django-12965
3,2,2,3,3,4,2,1,4,3,1,1,2,0,1.0791812460476249,11,0,732,0,0,40,1,0,1,3138,0,2,6,0,1,0,38,django__django-15127
2,1,1,2,1,3,2,1,4,3,1,1,2,1,0.9030899869919436,2,0,687,0,0,10,2,5,1,1061,0,1,2,1,0,0,58,matplotlib__matplotlib-26342
2,2,3,3,3,4,2,0,4,1,0,0,1,1,1.0791812460476249,7,0,1296,0,0,10,1,4,1,1074,0,2,2,0,0,0,59,sympy__sympy-23413
4,4,3,4,3,5,4,0,4,2,1,1,4,1,1.6334684555795864,34,1,5128,1,0,127,6,8,4,6409,1,2,3,1,1,0,247,django__django-15629
3,2,3,3,3,4,2,0,4,1,0,0,1,1,0.7781512503836436,4,0,605,0,0,146,1,1,1,5912,0,1,1,1,0,0,261,pydata__xarray-7233
2,2,1,2,2,3,2,1,5,3,1,1,3,1,1.3979400086720375,5,1,1517,0,0,21,1,19,1,1236,0,1,1,1,0,0,358,astropy__astropy-14508
3,3,3,3,3,4,2,1,4,2,0,1,3,1,1.146128035678238,3,0,1709,0,0,35,3,10,1,1569,0,1,1,1,1,0,233,django__django-15916
4,3,2,3,2,4,3,1,4,2,1,1,2,0,1.6020599913279625,34,1,5178,1,0,62,12,5,3,2655,0,1,2,0,0,0,98,matplotlib__matplotlib-25775
2,2,3,3,4,4,3,0,4,2,1,1,1,0,1.0,7,0,947,0,0,11,1,2,1,1277,0,2,2,1,1,0,79,django__django-14311
2,2,3,2,2,3,2,1,4,2,1,0,0,1,0.9030899869919436,5,0,1248,0,0,9,2,2,1,560,0,1,2,1,0,0,95,sphinx-doc__sphinx-9281
2,1,2,2,1,3,2,1,5,1,0,1,0,1,0.3010299956639812,1,0,422,0,0,7,1,0,1,728,0,1,2,1,0,0,147,pydata__xarray-3677
2,1,2,2,2,4,2,1,4,3,1,1,1,1,0.4771212547196624,1,0,378,0,0,3,1,1,1,799,0,1,2,1,0,0,210,sympy__sympy-19040
3,4,4,4,4,5,4,0,3,1,0,0,3,0,1.1139433523068367,10,0,1186,0,0,76,1,2,1,3662,0,2,3,0,1,0,47,django__django-13315
3,3,2,4,3,4,3,0,4,3,1,1,1,1,1.2787536009528289,15,0,1507,0,0,6,4,3,1,545,0,1,1,1,0,0,224,sympy__sympy-15599
1,1,1,1,1,2,2,1,5,3,1,1,1,0,0.4771212547196624,1,0,441,0,0,10,1,1,1,944,0,1,2,0,0,0,71,pytest-dev__pytest-7982
2,1,1,2,1,3,2,1,5,3,1,1,0,0,0.4771212547196624,2,0,575,0,0,13,1,0,1,1039,0,1,1,0,1,0,249,django__django-11451
2,2,2,3,2,3,2,1,4,2,1,1,1,1,1.5314789170422551,14,1,2040,0,0,135,2,19,1,8407,0,1,1,0,0,0,125,sympy__sympy-15976
4,4,4,4,4,5,3,0,4,2,0,0,2,1,1.5314789170422551,26,1,3039,0,0,64,4,7,1,2870,0,1,1,0,1,0,129,django__django-15957
3,2,2,3,2,4,2,1,4,2,1,1,1,0,1.3010299956639813,4,0,1412,0,0,7,1,15,1,630,0,1,1,0,1,0,52,django__django-12050
4,2,4,4,3,4,3,0,4,2,0,1,0,1,0.7781512503836436,3,0,929,0,0,26,1,2,1,1514,0,1,1,1,1,0,293,django__django-15280
4,3,3,4,3,4,3,0,4,1,0,1,1,1,1.3424226808222062,11,1,1711,0,0,28,2,10,1,1453,0,1,2,1,0,1,826,pytest-dev__pytest-7490
2,2,2,3,3,4,2,0,4,2,1,0,0,1,0.7781512503836436,4,0,672,0,0,56,1,1,1,3072,0,1,2,0,1,0,97,django__django-13568
3,2,3,3,3,4,2,1,4,1,0,1,0,1,0.6020599913279624,3,0,630,0,0,26,1,0,1,1852,0,2,3,1,1,0,115,django__django-11555
2,1,2,3,2,3,2,1,4,2,1,1,0,1,0.4771212547196624,2,0,674,0,0,16,1,0,1,1612,0,1,2,1,0,1,596,scikit-learn__scikit-learn-13135
3,3,2,3,3,4,3,1,5,3,1,1,3,1,1.6532125137753435,23,1,3686,0,0,28,4,21,1,1653,0,1,1,0,1,0,120,django__django-13513
4,4,4,4,4,5,3,0,4,1,0,0,1,1,1.0791812460476249,10,0,1554,0,0,23,2,1,2,1795,0,1,1,1,1,0,245,django__django-10554
2,2,1,2,2,3,2,1,5,3,1,1,0,1,1.0,8,0,823,0,0,23,1,1,1,1258,0,1,2,1,0,1,263,pydata__xarray-4075
3,2,3,3,2,4,2,1,4,2,0,0,1,1,0.6989700043360189,3,0,627,0,0,13,1,1,1,705,0,1,1,1,0,0,59,matplotlib__matplotlib-24627
3,3,2,3,2,4,2,1,5,3,1,1,1,1,1.4313637641589874,23,1,2030,0,0,30,1,3,1,1703,0,1,1,0,1,0,189,django__django-13401
4,4,3,4,4,5,3,0,4,2,1,1,0,1,1.9822712330395684,56,1,5777,0,1,127,1,39,1,5645,0,2,3,1,0,1,455,astropy__astropy-13977
2,1,1,2,1,3,2,1,5,3,1,1,2,0,0.8450980400142568,5,0,945,0,0,26,2,1,1,1594,0,1,1,0,1,0,59,django__django-11095
2,2,2,2,2,3,2,1,4,2,1,1,0,0,1.4913616938342726,19,1,1986,0,0,19,1,11,1,1690,0,1,2,1,1,0,30,django__django-12713
2,2,2,3,3,4,2,0,4,2,0,1,0,1,0.9030899869919436,6,0,654,0,0,10,1,1,1,813,0,1,1,0,1,0,134,django__django-13417
3,3,3,3,3,4,2,1,4,2,0,1,0,1,1.1139433523068367,8,0,1047,0,0,6,2,4,1,703,0,1,1,1,0,0,108,sympy__sympy-13031
2,1,1,2,2,3,2,1,4,2,1,0,1,1,0.4771212547196624,0,0,498,0,0,6,1,2,1,826,0,1,2,0,0,0,43,sympy__sympy-15809
3,3,4,4,3,4,3,0,4,2,1,1,0,1,1.5440680443502757,20,1,3483,0,0,8,6,14,2,595,0,1,1,1,0,0,328,sympy__sympy-13877
3,2,2,3,3,4,2,1,4,3,1,1,1,0,0.8450980400142568,5,0,935,0,0,36,1,1,1,1613,0,1,1,0,1,0,92,django__django-13786
2,1,2,2,2,3,2,1,4,1,0,0,0,1,0.4771212547196624,2,0,632,0,0,2,1,0,1,619,0,1,1,0,1,0,35,django__django-16642
2,1,1,2,2,3,2,1,5,3,1,1,1,1,0.6020599913279624,1,0,432,0,0,11,1,2,1,1438,0,1,2,1,0,0,148,pytest-dev__pytest-6202
4,4,3,4,3,4,3,0,4,2,1,0,4,1,2.1172712956557644,70,1,10818,0,1,8,10,60,2,707,0,1,1,0,1,0,199,django__django-11885
4,4,4,4,3,4,3,0,3,1,0,1,2,0,1.9590413923210936,63,1,5740,0,1,20,4,27,1,1811,0,2,4,0,0,0,62,sphinx-doc__sphinx-7748
2,2,2,2,2,3,2,1,5,3,1,1,0,1,0.9542425094393248,8,0,972,0,0,13,1,0,1,642,0,1,1,1,0,1,361,matplotlib__matplotlib-24149
2,1,2,2,2,3,2,1,4,2,0,1,0,1,0.3010299956639812,1,0,458,0,0,8,1,0,1,1229,0,2,2,0,1,0,42,django__django-15741
2,1,3,3,3,4,3,0,3,1,0,0,1,0,0.7781512503836436,2,0,1017,0,0,17,1,3,1,1219,0,1,1,1,1,0,40,django__django-14500
4,4,4,4,3,4,3,0,4,1,1,1,4,1,1.4771212547196624,22,1,3888,0,0,87,7,7,2,4254,0,2,4,1,0,0,345,scikit-learn__scikit-learn-25102
4,4,4,4,3,4,3,0,3,1,0,0,2,1,1.3222192947339193,12,0,2873,1,0,13,6,8,3,1164,0,1,2,1,0,0,123,sympy__sympy-20438
2,1,1,1,1,3,2,1,5,3,1,1,2,1,0.7781512503836436,5,0,583,0,0,4,1,0,1,847,0,1,2,1,0,0,82,sympy__sympy-16766
2,2,2,2,2,3,2,1,4,3,1,1,1,1,0.7781512503836436,3,0,1256,0,0,7,3,2,2,1284,0,2,2,1,1,0,60,django__django-13512
3,2,2,3,3,4,2,1,4,1,0,1,0,1,1.0413926851582251,7,0,1062,0,0,7,2,3,1,545,0,1,1,1,0,0,103,astropy__astropy-7606
2,2,2,3,2,4,2,1,4,1,0,0,2,1,0.9030899869919436,7,0,585,0,0,10,1,0,1,1587,0,2,4,1,0,0,78,sympy__sympy-14976
2,1,2,2,3,4,2,1,5,3,1,1,1,1,0.4771212547196624,1,0,627,0,0,27,1,1,1,1920,0,2,3,0,1,0,207,django__django-14238
1,1,1,1,1,2,2,1,5,3,1,1,1,0,0.4771212547196624,1,0,582,0,0,2,1,1,1,591,0,1,1,0,1,0,151,django__django-10914
2,1,1,2,2,3,3,1,4,3,1,1,1,0,0.7781512503836436,2,0,917,0,0,36,1,3,1,1843,0,1,1,1,1,0,34,django__django-14404
2,1,2,3,2,3,2,1,4,3,1,1,0,0,0.6989700043360189,4,0,454,0,0,8,1,0,1,728,0,1,1,1,0,0,151,psf__requests-6028
2,2,3,3,3,4,3,0,4,2,1,1,2,1,0.6020599913279624,3,0,519,0,0,15,1,0,1,1035,0,1,1,0,1,0,245,django__django-13569
2,1,2,2,1,3,2,1,4,2,1,0,0,0,0.4771212547196624,2,0,520,0,0,8,1,0,1,694,0,1,1,0,0,0,91,pylint-dev__pylint-4970
3,3,2,3,3,4,2,0,4,2,1,0,0,1,1.5314789170422551,19,1,3653,0,0,17,5,14,2,1212,0,1,1,1,0,0,165,matplotlib__matplotlib-24870
2,3,4,3,3,4,2,1,4,1,0,0,2,1,1.146128035678238,13,0,824,0,0,4,1,0,1,928,0,1,3,1,0,0,105,matplotlib__matplotlib-25332
2,1,2,2,2,3,2,1,5,1,0,0,1,1,0.4771212547196624,1,0,625,0,0,43,1,1,1,1328,0,2,2,1,0,0,90,sphinx-doc__sphinx-8595
2,2,1,2,2,3,2,1,5,3,1,1,1,0,1.0413926851582251,7,0,1465,0,0,33,3,3,1,1734,0,1,2,1,0,0,241,scikit-learn__scikit-learn-12973
2,1,1,2,2,3,2,1,5,3,1,1,1,1,0.4771212547196624,1,0,555,0,0,13,1,1,1,974,0,1,2,1,1,0,100,django__django-17087
4,3,4,4,4,5,3,0,3,1,0,1,2,1,1.0,9,0,770,0,0,8,1,0,1,744,0,1,1,1,1,1,698,django__django-14351
3,3,3,4,3,4,2,1,4,0,0,1,1,1,1.0,5,0,1523,0,0,8,1,4,1,549,0,1,1,1,0,0,100,sympy__sympy-19954
2,2,2,2,2,3,3,1,4,2,1,1,0,0,1.3222192947339193,11,0,1677,0,0,52,1,9,1,3201,0,1,3,0,1,0,42,django__django-16100
1,1,1,2,1,2,2,1,5,3,1,1,0,0,0.6989700043360189,3,0,745,0,0,20,1,1,1,1508,0,1,1,1,1,0,173,django__django-12143
4,3,4,4,4,4,3,0,4,2,1,1,0,1,0.9542425094393248,7,0,824,0,0,24,1,1,1,1676,0,1,2,1,1,0,196,django__django-16950
2,1,2,3,3,4,2,0,4,2,1,0,1,1,0.6989700043360189,2,0,728,0,0,13,1,2,1,965,0,1,1,1,0,1,263,sphinx-doc__sphinx-10323
2,2,2,2,2,3,2,1,4,3,1,1,3,1,1.380211241711606,6,1,2268,0,0,23,4,17,2,2107,0,1,3,0,1,0,119,django__django-12155
2,1,2,2,2,3,2,1,4,2,1,1,1,0,1.0,6,0,1265,0,0,3,2,3,1,773,0,1,1,0,1,0,100,django__django-16116
2,2,2,2,3,3,2,1,5,3,1,1,0,0,0.8450980400142568,5,0,823,0,0,10,1,1,1,1677,0,1,3,0,1,0,132,django__django-13590
2,1,1,2,2,3,2,1,5,3,1,1,0,0,0.3010299956639812,1,0,426,0,0,11,1,0,1,834,0,1,1,0,1,0,95,django__django-17029
3,3,4,4,3,4,3,0,4,1,0,0,1,1,1.1139433523068367,10,0,1617,0,0,18,3,2,2,2056,0,3,3,1,0,0,101,sympy__sympy-22080
3,2,3,3,3,4,2,1,4,1,0,0,0,1,1.146128035678238,9,0,1128,0,0,12,1,4,1,951,0,1,1,0,1,0,112,django__django-15278
3,3,2,3,3,4,2,0,4,2,1,1,2,1,1.0413926851582251,10,0,857,0,0,37,2,0,1,1990,0,2,2,0,1,0,216,django__django-16454
