_task_id,solution_discovery_needed,integration_complexity,log_lines_changed,solution_complexity,problem_clarity,atypicality,patch_adds,patch_files_gt2,verification_difficulty,has_code_block,test_patch_files,stmt_words,has_http_link
sympy__sympy-19954,3,3,1.0,3,4,3,5,0,2,1,1,100,0
django__django-16100,2,2,1.3222192947339193,2,4,2,11,0,3,0,1,42,0
django__django-12143,1,1,0.6989700043360189,1,5,1,3,0,2,1,1,173,1
django__django-16950,4,4,0.9542425094393248,3,4,4,7,0,3,1,1,196,1
sphinx-doc__sphinx-10323,2,2,0.6989700043360189,1,4,3,2,0,2,1,1,263,1
django__django-12155,2,2,1.380211241711606,2,4,2,6,0,2,0,1,119,0
django__django-16116,2,2,1.0,1,4,2,6,0,2,0,1,100,1
django__django-13590,2,2,0.8450980400142568,2,5,3,5,0,2,0,1,132,0
django__django-17029,1,2,0.3010299956639812,1,5,2,1,0,2,0,1,95,1
sympy__sympy-22080,4,3,1.1139433523068367,3,4,3,10,0,3,1,3,101,0
django__django-15278,3,3,1.146128035678238,2,4,3,9,0,2,0,1,112,1
django__django-16454,2,3,1.0413926851582251,3,4,3,10,0,2,0,2,216,1
django__django-13343,2,3,0.6989700043360189,2,4,3,3,0,2,0,1,170,1
django__django-16136,2,2,1.0791812460476249,2,5,3,10,0,2,0,1,204,1
django__django-13158,4,4,0.6020599913279624,3,4,4,3,0,3,0,1,131,0
pylint-dev__pylint-8898,2,3,1.5185139398778875,3,4,3,30,1,3,1,1,341,0
sympy__sympy-24066,3,3,0.9030899869919436,2,4,3,3,0,2,1,1,57,0
django__django-14672,1,2,0.4771212547196624,1,5,1,1,0,2,0,3,520,0
sympy__sympy-23824,1,2,0.6020599913279624,1,5,3,1,0,2,1,1,226,1
django__django-13363,1,2,0.6989700043360189,1,5,1,2,0,2,1,1,212,1
scikit-learn__scikit-learn-14983,1,3,0.7781512503836436,2,5,2,5,0,2,1,1,110,0
sphinx-doc__sphinx-7590,4,4,2.03342375548695,4,4,4,89,1,3,1,1,66,1
matplotlib__matplotlib-14623,3,3,1.3010299956639813,3,4,3,17,1,2,1,1,126,1
django__django-16527,1,2,0.4771212547196624,1,5,1,1,0,2,1,1,61,0
django__django-16032,2,4,1.0791812460476249,3,4,4,3,0,3,1,1,77,0
pydata__xarray-2905,1,2,0.6020599913279624,1,4,2,2,0,2,1,1,256,1
django__django-12708,3,3,0.9030899869919436,1,4,3,6,0,3,0,2,156,0
django__django-15022,3,2,0.6989700043360189,2,4,2,3,0,3,0,2,139,0
sympy__sympy-17655,1,2,0.6989700043360189,1,5,1,4,0,2,1,1,199,0
sphinx-doc__sphinx-9367,2,2,0.9542425094393248,2,5,2,5,0,2,1,1,58,1
pylint-dev__pylint-7080,2,2,0.3010299956639812,1,4,2,1,0,2,1,1,1892,0
astropy__astropy-8707,2,3,1.8808135922807911,3,4,2,66,0,2,0,1,120,1
django__django-11734,4,4,1.0413926851582251,4,4,4,4,1,3,0,1,87,0
pydata__xarray-4687,2,3,1.146128035678238,3,4,2,12,0,2,1,2,509,1
astropy__astropy-7671,2,2,1.0,2,5,2,9,0,2,1,1,190,1
django__django-11276,1,3,1.4313637641589874,2,5,1,5,0,2,0,14,146,1
pallets__flask-5014,1,2,0.6020599913279624,1,4,1,3,0,1,0,1,35,0
django__django-11333,2,3,1.0413926851582251,2,5,2,7,0,2,0,1,202,0
django__django-11299,4,3,0.4771212547196624,1,4,3,1,0,3,1,2,339,0
django__django-16819,3,3,0.7781512503836436,2,2,3,5,0,2,0,1,14,0
pydata__xarray-4629,1,1,0.4771212547196624,1,5,1,1,0,2,1,1,342,1
django__django-11149,3,3,1.7558748556724917,3,4,3,30,0,3,0,2,106,1
django__django-14170,3,3,1.591064607026499,3,4,3,30,0,3,1,1,195,1
pytest-dev__pytest-7521,3,2,0.3010299956639812,1,5,3,1,0,2,1,1,356,1
django__django-13089,1,2,1.0,1,5,1,6,0,2,1,1,124,1
django__django-13820,1,2,1.1760912590556811,2,5,4,9,0,3,0,1,318,0
django__django-13344,2,3,1.5185139398778875,2,4,3,12,1,3,0,3,159,1
scikit-learn__scikit-learn-10908,2,2,0.6020599913279624,1,5,2,3,0,2,1,1,250,0
django__django-11400,2,3,1.4313637641589874,3,4,2,19,1,3,0,2,88,1
django__django-13128,4,4,1.6434526764861874,4,3,4,24,0,3,0,1,36,0
django__django-15382,2,3,1.3010299956639813,2,4,3,12,0,2,1,1,51,0
sympy__sympy-12489,2,3,1.9294189257142929,3,4,2,42,0,2,0,1,169,0
astropy__astropy-8872,2,3,1.0791812460476249,2,4,3,4,0,2,1,1,111,0
astropy__astropy-14365,1,2,0.6989700043360189,1,5,1,2,0,2,1,1,202,0
django__django-11292,2,3,1.0791812460476249,2,4,2,8,0,2,0,1,63,0
sympy__sympy-18211,1,2,1.0,2,5,1,8,0,2,1,1,69,1
django__django-15814,1,3,0.3010299956639812,1,5,3,1,0,2,0,1,199,0
django__django-12406,3,4,1.255272505103306,3,4,3,10,0,3,0,3,124,0
astropy__astropy-13398,3,4,2.3344537511509307,4,4,4,202,1,4,1,1,659,1
sympy__sympy-23950,2,2,0.4771212547196624,1,4,2,1,0,2,1,1,87,1
sphinx-doc__sphinx-9229,4,4,1.255272505103306,3,4,3,15,0,3,1,2,511,1
psf__requests-5414,2,2,0.4771212547196624,1,4,2,1,0,2,1,1,162,1
psf__requests-1142,2,2,0.6020599913279624,2,4,2,2,0,2,0,1,58,1
sphinx-doc__sphinx-9602,4,3,1.1139433523068367,3,4,3,10,0,2,1,1,185,1
matplotlib__matplotlib-25122,2,2,0.9542425094393248,2,4,3,4,0,3,1,1,106,1
django__django-14053,3,3,1.3010299956639813,3,4,3,15,0,3,0,1,372,1
django__django-12304,1,2,0.3010299956639812,1,5,2,1,0,2,1,1,85,0
django__django-12754,3,4,1.0413926851582251,3,4,3,10,0,3,0,1,117,0
sphinx-doc__sphinx-7889,2,2,0.6989700043360189,1,4,2,2,0,2,1,1,136,1
django__django-11206,2,2,0.9542425094393248,2,4,2,8,0,2,0,1,91,0
sphinx-doc__sphinx-8551,4,4,0.6020599913279624,3,4,3,3,0,3,1,1,246,0
django__django-13112,1,2,0.8450980400142568,2,4,2,5,0,2,0,1,164,0
sympy__sympy-24539,1,1,1.0,1,5,1,6,0,2,1,1,96,1
django__django-16255,1,1,0.4771212547196624,1,5,1,1,0,2,1,2,143,0
django__django-14792,3,3,0.9030899869919436,2,4,3,5,0,3,0,1,204,0
matplotlib__matplotlib-24637,1,2,0.4771212547196624,1,5,2,2,0,2,1,1,239,1
pydata__xarray-4966,1,2,0.9542425094393248,2,5,3,8,0,2,1,1,498,1
pydata__xarray-6721,3,2,0.4771212547196624,1,4,2,1,0,2,1,1,830,1
django__django-13807,1,2,1.0791812460476249,2,5,2,8,0,2,1,2,161,0
matplotlib__matplotlib-26466,2,2,1.3222192947339193,2,4,2,6,0,2,1,1,177,1
matplotlib__matplotlib-20859,1,2,0.9542425094393248,1,5,2,5,0,2,1,1,343,1
sphinx-doc__sphinx-8269,2,2,0.3010299956639812,1,5,1,1,0,2,1,3,146,1
astropy__astropy-13033,1,2,1.1760912590556811,2,5,2,11,0,2,1,1,377,1
django__django-16263,5,5,1.9731278535996983,5,4,4,70,1,4,0,1,89,0
django__django-11119,1,2,0.4771212547196624,1,4,2,1,0,2,0,1,45,0
pydata__xarray-7393,1,2,0.8450980400142568,2,5,2,5,0,2,1,1,300,1
mwaskom__seaborn-3187,2,3,1.1139433523068367,2,4,3,12,0,2,1,2,155,1
pytest-dev__pytest-5262,1,2,0.6989700043360189,1,5,2,4,0,2,1,1,479,1
pytest-dev__pytest-7571,3,3,0.6989700043360189,2,4,2,4,0,2,1,1,56,1
astropy__astropy-14369,4,3,1.8195439355418688,3,4,4,32,0,2,1,1,281,1
sphinx-doc__sphinx-8475,2,2,0.6989700043360189,1,5,1,2,0,2,0,1,115,1
django__django-15731,1,2,0.6989700043360189,1,5,1,2,0,2,1,1,147,1
pytest-dev__pytest-5809,1,1,0.8450980400142568,1,5,1,1,0,2,0,1,122,1
django__django-12774,2,2,1.1139433523068367,2,4,3,11,0,2,0,2,115,0
scikit-learn__scikit-learn-13328,2,2,0.6020599913279624,1,5,1,2,0,2,1,1,450,0
sympy__sympy-19637,2,2,0.6989700043360189,2,4,2,3,0,2,0,1,29,0
django__django-14376,1,2,1.146128035678238,2,5,1,8,0,2,0,1,79,1
scikit-learn__scikit-learn-14496,1,2,1.3617278360175928,2,5,1,9,0,2,1,1,259,1
django__django-12308,2,3,0.7781512503836436,2,4,2,5,0,2,0,1,69,0
sympy__sympy-24562,2,2,0.9542425094393248,2,4,2,5,0,2,0,1,37,0
astropy__astropy-12907,4,3,0.4771212547196624,2,4,3,1,0,2,1,1,158,0
pydata__xarray-4356,1,2,0.8450980400142568,2,5,2,1,0,2,1,1,84,1
django__django-11820,3,3,0.9542425094393248,3,4,3,7,0,2,0,1,40,0
django__django-15863,2,1,0.4771212547196624,1,5,2,1,0,2,0,1,94,1
django__django-14771,2,2,0.7781512503836436,2,4,3,5,0,2,0,1,124,1
django__django-11066,1,2,0.4771212547196624,1,5,2,1,0,3,0,1,213,1
pydata__xarray-3305,2,3,1.3617278360175928,3,4,2,17,0,2,1,1,176,1
matplotlib__matplotlib-23412,1,2,0.7781512503836436,1,5,2,2,0,2,1,1,230,1
scikit-learn__scikit-learn-14087,3,3,1.0,2,4,3,6,0,2,1,1,204,0
django__django-15930,3,3,0.7781512503836436,2,4,3,5,0,2,0,1,89,0
django__django-12125,1,2,0.4771212547196624,1,5,2,1,0,2,0,1,181,0
scikit-learn__scikit-learn-15100,1,1,1.0,2,5,2,6,0,2,1,1,249,1
sphinx-doc__sphinx-8265,4,3,1.2787536009528289,3,4,3,16,0,2,1,1,202,1
django__django-11532,2,3,1.4313637641589874,3,5,2,16,1,2,0,1,250,1
django__django-11477,3,3,0.4771212547196624,1,3,2,1,0,2,0,5,35,0
django__django-9296,1,1,0.6989700043360189,1,5,1,4,0,1,1,1,63,0
sphinx-doc__sphinx-8459,3,3,0.4771212547196624,1,4,3,1,0,2,1,1,160,0
sympy__sympy-14711,1,2,0.4771212547196624,1,4,2,2,0,2,1,1,104,0
sympy__sympy-18698,3,3,1.0791812460476249,3,4,3,6,0,2,1,1,106,0
django__django-16560,2,3,1.9344984512435677,3,4,2,70,0,2,0,2,120,1
scikit-learn__scikit-learn-26323,2,3,0.6989700043360189,2,4,2,4,0,2,1,1,245,1
django__django-11163,1,2,0.4771212547196624,1,5,1,1,0,2,0,1,59,1
scikit-learn__scikit-learn-14710,1,2,0.6989700043360189,2,5,2,4,0,2,1,1,548,1
django__django-13670,1,1,0.6989700043360189,1,5,1,2,0,2,1,1,109,1
django__django-13109,1,2,0.4771212547196624,1,5,2,1,0,2,0,4,220,1
astropy__astropy-14539,1,2,0.4771212547196624,1,5,2,1,0,2,1,1,183,0
sphinx-doc__sphinx-9658,4,3,0.6989700043360189,2,4,3,3,0,2,1,1,220,1
django__django-15161,2,2,0.8450980400142568,1,4,2,6,0,2,0,2,68,0
sympy__sympy-13647,2,2,0.4771212547196624,1,5,2,1,0,2,1,1,211,0
django__django-11964,3,2,0.9542425094393248,1,4,2,7,0,2,0,1,238,0
django__django-11749,2,3,1.0413926851582251,3,4,3,9,0,2,0,2,160,0
pydata__xarray-3095,3,3,1.6989700043360187,3,4,3,32,0,2,1,1,187,0
sphinx-doc__sphinx-8120,3,3,1.0,2,4,3,6,0,3,1,1,218,1
scikit-learn__scikit-learn-14053,2,2,0.6020599913279624,2,4,2,2,0,2,1,1,324,1
scikit-learn__scikit-learn-13779,2,2,0.4771212547196624,1,4,1,2,0,2,1,1,61,0
psf__requests-1724,2,2,0.7781512503836436,1,4,2,4,0,2,1,1,648,1
django__django-12325,3,4,0.9542425094393248,3,4,3,2,0,3,0,3,86,0
scikit-learn__scikit-learn-14141,1,1,0.3010299956639812,1,5,1,1,0,1,0,1,26,0
matplotlib__matplotlib-26113,1,2,0.4771212547196624,1,5,2,1,0,2,1,1,1202,1
django__django-14434,3,3,0.9542425094393248,2,3,3,4,0,3,0,1,29,0
sphinx-doc__sphinx-9320,2,2,0.9542425094393248,2,5,2,7,0,2,1,1,144,1
pylint-dev__pylint-4604,3,3,0.8450980400142568,2,4,3,6,0,2,1,1,98,0
django__django-12276,1,2,0.8450980400142568,1,5,1,3,0,2,1,2,73,1
django__django-10973,2,2,1.57978359661681,2,4,2,4,0,3,0,1,51,0
sympy__sympy-16886,1,1,0.4771212547196624,1,5,1,1,0,1,0,1,26,0
matplotlib__matplotlib-22865,3,3,0.9542425094393248,2,4,3,6,0,2,1,1,158,1
sphinx-doc__sphinx-8638,4,2,0.4771212547196624,1,4,3,1,0,2,1,1,410,1
pytest-dev__pytest-10051,2,3,0.9030899869919436,2,5,2,5,0,2,1,1,134,1
scikit-learn__scikit-learn-13124,2,2,0.7781512503836436,1,4,2,2,0,2,1,1,1093,1
django__django-16429,1,2,0.3010299956639812,1,5,2,1,0,2,1,1,107,1
django__django-11138,2,4,1.845098040014257,3,4,3,40,1,4,1,1,437,1
django__django-13410,1,1,1.0791812460476249,2,5,2,7,0,3,1,1,164,1
django__django-16612,1,2,0.6989700043360189,1,5,1,3,0,2,0,1,62,1
sympy__sympy-20428,4,2,0.4771212547196624,1,4,3,1,0,3,1,1,392,0
django__django-14855,1,2,0.8450980400142568,1,5,2,5,0,2,0,2,146,0
django__django-15252,3,3,0.9542425094393248,2,4,3,6,0,3,0,2,243,0
django__django-11211,4,3,0.6989700043360189,2,4,4,4,0,3,0,2,112,1
astropy__astropy-14309,2,2,0.7781512503836436,1,5,2,2,0,2,1,1,488,1
django__django-13810,2,3,0.8450980400142568,2,4,3,4,0,3,0,1,331,1
sympy__sympy-14531,2,3,1.591064607026499,3,4,2,21,0,2,1,2,96,0
django__django-13406,2,2,0.4771212547196624,1,5,3,2,0,2,0,1,315,1
sympy__sympy-14248,3,3,1.8195439355418688,3,5,2,56,1,2,1,9,104,1
django__django-14140,2,3,1.1139433523068367,2,5,2,4,0,2,1,3,141,1
sympy__sympy-13974,2,3,1.662757831681574,3,5,2,37,0,2,1,1,117,0
sphinx-doc__sphinx-9711,2,2,1.2041199826559248,2,5,2,14,0,2,1,1,229,1
sympy__sympy-19495,4,3,1.3010299956639813,3,4,3,10,0,3,1,1,245,0
django__django-11179,1,2,0.3010299956639812,1,4,2,1,0,2,0,1,42,0
sphinx-doc__sphinx-10466,1,2,0.6020599913279624,1,4,1,2,0,2,1,1,272,1
django__django-16595,1,2,0.8450980400142568,1,5,2,3,0,2,0,1,142,0
sympy__sympy-13372,1,2,0.6989700043360189,1,4,2,4,0,2,1,1,159,1
pydata__xarray-6599,3,2,0.8450980400142568,2,4,3,5,0,2,1,1,445,1
django__django-15268,3,3,1.146128035678238,3,4,3,12,0,3,0,1,124,1
sphinx-doc__sphinx-8593,4,4,1.7853298350107671,4,4,3,44,0,3,1,2,92,0
sympy__sympy-20916,1,1,0.6989700043360189,1,5,2,2,0,2,1,2,19,0
sympy__sympy-21612,1,2,0.4771212547196624,1,4,3,1,0,2,1,1,79,0
django__django-11790,2,2,0.6989700043360189,1,4,2,3,0,2,0,1,27,1
pytest-dev__pytest-7205,1,2,0.6020599913279624,1,5,1,2,0,2,1,1,393,0
matplotlib__matplotlib-24026,3,3,1.146128035678238,3,4,3,8,0,3,1,1,204,1
sympy__sympy-15875,3,3,0.4771212547196624,2,4,3,1,0,2,1,1,90,0
django__django-16901,3,3,0.9030899869919436,2,5,3,6,0,2,0,1,149,0
django__django-11728,2,2,1.3617278360175928,3,5,2,12,0,2,0,1,69,0
